task,dataset,dataset_sha256,n_samples,n_features,seed,fold,projection_count,projected_columns,selection_seconds,feature_ranking
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,4,5,10,0.15843987499829382,"[20, 23, 27, 7, 22, 2, 0, 3, 6, 13, 26, 12, 5, 25, 10, 17, 16, 21, 1, 24, 15, 28, 4, 8, 29, 19, 18, 14, 11, 9]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,4,10,20,0.4571794170042267,"[22, 20, 23, 27, 7, 2, 0, 3, 6, 13, 26, 12, 5, 10, 25, 17, 16, 21, 1, 24, 15, 28, 4, 29, 8, 19, 18, 9, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,4,20,40,1.3922977079928387,"[22, 20, 23, 27, 7, 2, 3, 0, 6, 13, 26, 12, 5, 10, 25, 17, 16, 21, 1, 24, 28, 15, 4, 29, 8, 19, 18, 11, 9, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,1,4,40,80,5.017644708001171,"[22, 20, 23, 27, 7, 2, 3, 0, 6, 13, 26, 12, 5, 10, 25, 17, 16, 21, 1, 24, 28, 15, 4, 29, 8, 19, 9, 18, 11, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,0,5,10,0.16523749999760184,"[22, 20, 23, 27, 7, 2, 3, 0, 6, 13, 26, 12, 10, 5, 25, 17, 16, 21, 1, 28, 24, 15, 8, 4, 29, 19, 18, 14, 9, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,0,10,20,0.44986733300902415,"[22, 20, 23, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 28, 24, 15, 8, 4, 29, 19, 9, 18, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,0,20,40,1.426828583003953,"[22, 20, 23, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 28, 24, 15, 8, 4, 29, 19, 9, 18, 11, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,0,40,80,5.085388832987519,"[22, 20, 23, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 25, 5, 17, 16, 21, 1, 28, 24, 15, 8, 4, 29, 19, 11, 9, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,1,5,10,0.1571604579949053,"[22, 23, 20, 7, 27, 2, 3, 0, 13, 6, 26, 12, 10, 5, 25, 21, 1, 16, 17, 24, 28, 15, 4, 8, 29, 19, 18, 14, 9, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,1,10,20,0.43077487499976996,"[22, 23, 20, 7, 27, 2, 0, 3, 13, 6, 26, 12, 10, 5, 25, 21, 1, 16, 17, 24, 28, 15, 4, 8, 29, 19, 18, 9, 11, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,1,20,40,1.4187612499954412,"[22, 23, 20, 7, 27, 2, 3, 0, 13, 6, 26, 12, 10, 25, 5, 21, 1, 16, 17, 24, 28, 15, 4, 8, 29, 19, 18, 9, 11, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,1,40,80,5.1256853329978185,"[22, 23, 20, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 25, 5, 21, 1, 16, 17, 24, 28, 15, 4, 8, 29, 19, 18, 9, 11, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,2,5,10,0.1603904160001548,"[22, 23, 27, 7, 20, 2, 0, 6, 13, 3, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 15, 28, 4, 8, 29, 19, 9, 11, 14, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,2,10,20,0.41523412500100676,"[22, 23, 20, 27, 7, 2, 0, 3, 13, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 15, 28, 4, 8, 29, 19, 9, 18, 11, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,2,20,40,1.3830575830070302,"[22, 20, 23, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 28, 15, 4, 8, 29, 19, 14, 11, 9, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,2,40,80,5.160442624997813,"[22, 23, 20, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 28, 15, 4, 29, 8, 19, 9, 14, 11, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,3,5,10,0.16515170800266787,"[22, 20, 27, 23, 7, 3, 2, 6, 13, 0, 26, 12, 10, 25, 5, 21, 17, 16, 1, 24, 28, 4, 15, 29, 8, 19, 18, 11, 14, 9]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,3,10,20,0.43665062499349006,"[22, 20, 23, 27, 7, 2, 3, 6, 13, 0, 26, 12, 10, 25, 5, 21, 17, 16, 1, 24, 28, 4, 15, 29, 8, 19, 11, 18, 9, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,3,20,40,1.443162333991495,"[22, 20, 23, 27, 7, 2, 3, 0, 6, 13, 26, 12, 10, 25, 5, 21, 17, 16, 1, 24, 28, 4, 15, 29, 8, 19, 11, 18, 14, 9]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,3,40,80,5.4128823339997325,"[22, 20, 23, 27, 7, 2, 3, 0, 6, 13, 26, 12, 10, 25, 5, 21, 17, 16, 1, 24, 28, 4, 15, 29, 8, 19, 11, 9, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,4,5,10,0.16527283300820272,"[22, 20, 27, 7, 23, 2, 6, 3, 0, 26, 13, 10, 25, 12, 5, 17, 16, 21, 24, 1, 28, 4, 15, 29, 8, 19, 9, 18, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,4,10,20,0.4339770829974441,"[27, 22, 20, 7, 23, 2, 6, 3, 0, 13, 26, 12, 10, 5, 25, 17, 16, 21, 24, 1, 28, 4, 15, 29, 8, 19, 9, 18, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,4,20,40,1.446571958003915,"[27, 22, 20, 23, 7, 2, 6, 3, 0, 13, 26, 12, 10, 5, 25, 17, 16, 21, 24, 1, 28, 4, 15, 29, 8, 19, 9, 18, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,2,4,40,80,5.011590208989219,"[27, 22, 20, 7, 23, 2, 6, 3, 0, 13, 26, 12, 10, 5, 25, 17, 16, 21, 24, 1, 28, 4, 15, 29, 8, 9, 19, 18, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,0,5,10,0.15665720800461713,"[20, 23, 22, 27, 7, 2, 0, 3, 13, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 28, 15, 4, 29, 8, 19, 14, 18, 11, 9]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,0,10,20,0.4217359580070479,"[22, 23, 20, 27, 7, 2, 0, 3, 13, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 28, 24, 15, 4, 29, 8, 19, 14, 18, 9, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,0,20,40,1.3707546670048032,"[22, 23, 20, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 28, 24, 15, 4, 29, 8, 19, 11, 14, 18, 9]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,0,40,80,5.269777207999141,"[22, 23, 20, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 28, 24, 15, 4, 29, 8, 19, 11, 9, 14, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,1,5,10,0.16779987499467097,"[22, 27, 7, 20, 23, 2, 3, 0, 6, 13, 26, 12, 5, 25, 10, 17, 16, 21, 1, 24, 28, 4, 15, 8, 29, 19, 18, 14, 9, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,1,10,20,0.44035058400186244,"[22, 20, 27, 23, 7, 2, 3, 0, 6, 13, 26, 12, 5, 10, 25, 17, 16, 21, 24, 1, 28, 4, 15, 8, 29, 19, 18, 14, 9, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,1,20,40,1.417294208004023,"[22, 27, 20, 23, 7, 2, 3, 0, 6, 13, 26, 12, 10, 5, 25, 17, 16, 21, 24, 1, 28, 4, 15, 29, 8, 19, 11, 9, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,1,40,80,5.097949375005555,"[22, 27, 20, 23, 7, 2, 3, 0, 6, 13, 26, 12, 10, 5, 25, 17, 16, 21, 24, 1, 28, 4, 15, 29, 8, 19, 11, 9, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,2,5,10,0.15648179198615253,"[22, 23, 7, 27, 20, 2, 0, 6, 13, 3, 26, 12, 10, 5, 25, 21, 17, 16, 1, 28, 24, 15, 4, 8, 29, 19, 14, 9, 18, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,2,10,20,0.4249375830113422,"[22, 20, 23, 27, 7, 2, 3, 0, 6, 13, 26, 12, 10, 25, 5, 21, 17, 16, 1, 28, 24, 15, 4, 8, 29, 19, 14, 9, 11, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,2,20,40,1.3503046250116313,"[22, 20, 27, 23, 7, 2, 3, 0, 6, 13, 26, 12, 10, 25, 5, 21, 17, 16, 1, 28, 24, 15, 4, 8, 29, 19, 9, 14, 11, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,2,40,80,4.956617458999972,"[22, 20, 23, 27, 7, 2, 3, 0, 6, 13, 26, 12, 10, 25, 5, 21, 17, 16, 1, 28, 24, 15, 4, 29, 8, 9, 19, 14, 11, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,3,5,10,0.15862954199837986,"[27, 23, 20, 22, 7, 2, 3, 6, 0, 13, 26, 25, 10, 5, 12, 17, 16, 21, 1, 24, 28, 15, 29, 4, 8, 19, 9, 18, 11, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,3,10,20,0.44065975000557955,"[27, 23, 20, 7, 22, 2, 3, 6, 0, 13, 26, 25, 12, 5, 10, 17, 16, 21, 24, 1, 28, 15, 29, 4, 8, 19, 9, 11, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,3,20,40,1.4274470840027789,"[27, 23, 20, 22, 7, 2, 3, 6, 0, 13, 26, 12, 25, 5, 10, 17, 16, 21, 24, 1, 28, 15, 29, 4, 8, 19, 9, 11, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,3,40,80,4.973634624999249,"[22, 27, 20, 23, 7, 2, 3, 6, 0, 13, 26, 12, 25, 5, 10, 17, 16, 21, 24, 1, 28, 15, 29, 4, 8, 19, 9, 11, 14, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,4,5,10,0.1640193749917671,"[22, 20, 27, 23, 2, 7, 3, 0, 6, 13, 26, 12, 10, 25, 5, 21, 17, 1, 16, 24, 28, 4, 15, 8, 29, 19, 18, 14, 9, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,4,10,20,0.4368066250026459,"[22, 23, 20, 27, 7, 2, 0, 3, 6, 13, 26, 12, 10, 25, 5, 21, 17, 16, 1, 24, 28, 4, 15, 8, 29, 19, 9, 18, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,4,20,40,1.3545887499931268,"[22, 23, 20, 27, 7, 2, 0, 3, 6, 13, 26, 12, 10, 25, 5, 21, 17, 16, 1, 24, 28, 4, 15, 8, 29, 19, 9, 18, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,3,4,40,80,4.984723374989699,"[22, 23, 20, 27, 7, 2, 3, 0, 6, 13, 26, 12, 10, 25, 5, 21, 17, 16, 1, 24, 28, 15, 4, 8, 29, 19, 11, 14, 9, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,0,5,10,0.16030929099360947,"[22, 23, 20, 7, 27, 2, 3, 0, 6, 13, 26, 12, 25, 5, 10, 17, 21, 16, 1, 24, 28, 15, 4, 29, 8, 19, 18, 9, 11, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,0,10,20,0.41872950000106357,"[22, 23, 20, 27, 7, 2, 0, 3, 6, 13, 26, 12, 10, 5, 25, 17, 21, 16, 1, 24, 28, 15, 4, 29, 8, 19, 11, 18, 9, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,0,20,40,1.3518030419945717,"[22, 23, 20, 27, 7, 2, 3, 0, 6, 13, 26, 12, 10, 5, 25, 17, 21, 16, 1, 24, 28, 15, 4, 29, 8, 19, 11, 9, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,0,40,80,4.963512874994194,"[22, 23, 20, 27, 7, 2, 3, 0, 6, 13, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 28, 15, 4, 29, 8, 19, 9, 11, 18, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,1,5,10,0.16686062500230037,"[22, 23, 20, 7, 27, 0, 2, 3, 13, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 28, 15, 4, 8, 29, 19, 18, 14, 9, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,1,10,20,0.43150879099266604,"[22, 7, 23, 20, 27, 0, 13, 2, 3, 6, 26, 12, 10, 5, 25, 17, 16, 21, 1, 24, 28, 15, 4, 8, 29, 19, 18, 9, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,1,20,40,1.3786704579979414,"[22, 23, 27, 7, 20, 2, 0, 3, 13, 6, 26, 10, 12, 5, 25, 17, 16, 21, 1, 24, 28, 15, 4, 8, 29, 19, 9, 18, 11, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,1,40,80,4.854515333994641,"[22, 7, 23, 27, 20, 2, 3, 0, 6, 13, 26, 10, 12, 5, 25, 17, 16, 21, 1, 24, 28, 15, 4, 8, 29, 19, 9, 18, 11, 14]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,2,5,10,0.1616269590012962,"[20, 22, 27, 23, 7, 0, 3, 2, 6, 13, 26, 12, 25, 10, 5, 21, 1, 17, 16, 28, 24, 15, 4, 29, 8, 19, 9, 18, 14, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,2,10,20,0.42335616699710954,"[22, 20, 23, 27, 7, 2, 0, 3, 6, 13, 26, 25, 12, 10, 5, 21, 1, 17, 16, 28, 24, 15, 4, 29, 8, 19, 9, 14, 18, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,2,20,40,1.3801432920008665,"[22, 20, 23, 27, 7, 2, 3, 0, 6, 13, 26, 25, 12, 10, 5, 21, 1, 17, 16, 28, 24, 15, 4, 29, 8, 19, 11, 9, 14, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,2,40,80,5.081125083001098,"[22, 20, 23, 27, 7, 2, 3, 0, 6, 13, 26, 25, 12, 10, 5, 21, 1, 17, 16, 28, 24, 15, 4, 29, 8, 19, 11, 9, 14, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,3,5,10,0.16620529200008605,"[22, 27, 23, 7, 20, 2, 0, 3, 6, 13, 26, 10, 12, 25, 5, 17, 16, 21, 24, 1, 28, 15, 4, 29, 8, 19, 9, 14, 11, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,3,10,20,0.4428216250089463,"[22, 27, 23, 7, 20, 2, 0, 3, 6, 13, 26, 12, 10, 25, 5, 16, 17, 21, 24, 1, 28, 15, 4, 29, 8, 19, 9, 14, 18, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,3,20,40,1.373776167005417,"[22, 23, 20, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 25, 5, 16, 17, 21, 24, 28, 1, 15, 4, 29, 8, 19, 9, 14, 11, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,3,40,80,5.1377705830091145,"[22, 23, 20, 27, 7, 2, 3, 0, 13, 6, 26, 12, 10, 25, 5, 16, 17, 21, 24, 28, 1, 15, 4, 29, 8, 19, 9, 14, 11, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,4,5,10,0.15521345799788833,"[22, 23, 20, 27, 7, 2, 3, 0, 6, 26, 13, 12, 10, 5, 25, 16, 21, 17, 1, 24, 28, 15, 4, 8, 29, 19, 9, 14, 18, 11]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,4,10,20,0.41471399999863934,"[22, 23, 20, 27, 7, 2, 3, 0, 6, 26, 13, 12, 10, 5, 25, 16, 21, 17, 1, 24, 28, 15, 4, 29, 8, 19, 9, 11, 14, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,4,20,40,1.4203790420142468,"[22, 20, 23, 27, 7, 2, 3, 0, 6, 13, 26, 12, 10, 5, 25, 16, 21, 17, 1, 24, 28, 15, 4, 29, 8, 19, 9, 11, 14, 18]"
classification,breast-cancer,1720d92c704161b13f5e67929cbb6912f2fb2348d0add12846f881f65aaf0604,569,30,4,4,40,80,5.163966541993432,"[22, 20, 23, 27, 7, 2, 3, 0, 6, 13, 26, 12, 10, 5, 25, 16, 21, 17, 1, 24, 28, 15, 4, 29, 8, 19, 9, 11, 18, 14]"
