method,avg_rank,std_rank,cd
cat,4.214285714285714,2.5800121288540514,4.472222059806528
lgbm,4.857142857142857,2.8121456692899325,4.472222059806528
xgb,5.690476190476191,4.462745766144721,4.472222059806528
cif,5.904761904761905,2.3635075207101655,4.472222059806528
rfe,6.619047619047619,2.5953473109391525,4.472222059806528
et,6.809523809523809,2.8513830832647415,4.472222059806528
rf,6.9523809523809526,2.3649461984455273,4.472222059806528
boruta,7.4523809523809526,3.4706413634835425,4.472222059806528
cit,8.714285714285714,4.075394893432411,4.472222059806528
ptest_mc,9.047619047619047,3.0351306628528483,4.472222059806528
ptest_rdc,9.166666666666666,2.6562295750848715,4.472222059806528
pi,9.428571428571429,3.1216819119160224,4.472222059806528
r_ctree,10.619047619047619,3.654432279225696,4.472222059806528
cpi,11.523809523809524,3.6822488938283047,4.472222059806528
r_cforest,13.0,2.0236694629405503,4.472222059806528
