method,avg_rank,std_rank,cd
cat,4.428571428571429,2.5274008589934476,4.472222059806528
lgbm,4.928571428571429,2.875536034027951,4.472222059806528
rf,5.785714285714286,3.080551236121118,4.472222059806528
xgb,5.785714285714286,3.523970395298289,4.472222059806528
rfe,5.833333333333333,3.1180478223116177,4.472222059806528
et,6.309523809523809,3.1071200510018713,4.472222059806528
cif,6.333333333333333,2.436495010564958,4.472222059806528
boruta,7.261904761904762,2.7886634775335843,4.472222059806528
ptest_rdc,8.880952380952381,2.6943713901777935,4.472222059806528
cit,9.023809523809524,3.597208542335592,4.472222059806528
ptest_mc,9.166666666666666,2.489661161365678,4.472222059806528
pi,9.857142857142858,2.3255457994428155,4.472222059806528
r_ctree,11.357142857142858,3.532646576822354,4.472222059806528
cpi,11.714285714285714,3.260774917289522,4.472222059806528
r_cforest,13.333333333333334,1.5836465855538944,4.472222059806528
