method,avg_rank,std_rank,cd
et,4.3125,3.1168644099479206,5.766886971664383
cat,4.8125,3.06632414300902,5.766886971664383
rf,5.5625,3.3721052400540525,5.766886971664383
rfe,6.1875,4.003416509682698,5.766886971664383
pi,7.5625,3.6050095353549345,5.766886971664383
cit,7.9375,4.709946257655176,5.766886971664383
ptest_pc,8.25,3.944933459514875,5.766886971664383
ptest_rdc,8.3125,3.703355741756387,5.766886971664383
boruta,8.375,3.0998991919093113,5.766886971664383
cif,8.5,3.48209706929603,5.766886971664383
lgbm,8.5625,5.098636459878268,5.766886971664383
ptest_dc,8.625,3.9350190596742984,5.766886971664383
cpi,10.8125,4.39059719742087,5.766886971664383
xgb,11.4375,3.427257467713799,5.766886971664383
r_ctree,13.125,4.166458328124739,5.766886971664383
r_cforest,13.625,3.0388114452858046,5.766886971664383
