task,focus_method,baseline,dataset,n_cells,mean_delta,median_delta,min_delta,max_delta,win_share,nonloss_share
classification,cif,cpi,warpPIE10P,15,0.08095999999999999,0.04620000000000002,-0.03199999999999992,0.1975999999999999,0.9333333333333333,0.9333333333333333
classification,cif,cpi,arcene,15,0.07015488215488211,0.07601010101010097,0.012626262626262541,0.13474747474747462,1.0,1.0
classification,cif,cpi,glass,6,0.035436507936507954,0.02494444444444449,0.0,0.08851190476190474,0.5,1.0
classification,cif,cpi,wine,6,0.02013852813852814,0.021380952380952334,0.0003597883597884488,0.03273593073593073,1.0,1.0
classification,cif,cpi,musk,15,0.01274575379695914,0.012005891991521134,-0.018771215993229617,0.05130189035510957,0.7333333333333333,0.7333333333333333
classification,cif,cpi,pendigits,6,0.009390640095927124,0.004913034936998351,-0.0035648821625346994,0.03164211024905583,0.5,0.5
classification,cif,cpi,page-blocks,6,0.009304797431102074,0.007742787430997156,-8.138351983655312e-06,0.02221614037951747,0.5,0.8333333333333334
classification,cif,cpi,gamma,3,0.0014118128613861785,0.0012521847307670475,0.0004912944153724341,0.0024919594380190535,1.0,1.0
classification,cif,cpi,vowel-context,6,0.0005050505050505268,0.0,-0.015757575757575748,0.021212121212121238,0.16666666666666666,0.6666666666666666
classification,cif,cpi,spam,12,-0.0010945164347222203,0.005030558330383572,-0.06040653652190997,0.017698821076721605,0.8333333333333334,0.8333333333333334
classification,cif,cpi,letter,6,-0.008761974397365832,-0.000151271078339843,-0.03472866510443462,0.0005575020306187728,0.3333333333333333,0.3333333333333333
classification,cif,et,isolet,15,0.0611420541793423,0.027545849630595365,0.005594524119947819,0.13572142546718818,1.0,1.0
classification,cif,et,ORL,15,0.05256666666666665,0.044500000000000095,0.010999999999999899,0.14050000000000007,1.0,1.0
classification,cif,et,Yale,15,0.029155555555555556,0.035555555555555673,-0.009777777777777774,0.06800000000000006,0.9333333333333333,0.9333333333333333
classification,cif,et,warpAR10P,15,0.021777777777777778,0.024666666666666615,-0.03200000000000003,0.041333333333333444,0.9333333333333333,0.9333333333333333
classification,cif,et,CLL_SUB_111,15,0.013326150392817038,0.003892255892255836,-0.02791919191919201,0.07032996632996624,0.5333333333333333,0.5333333333333333
classification,cif,et,warpPIE10P,15,0.006933333333333332,0.007000000000000006,-0.0012000000000000899,0.016800000000000037,0.9333333333333333,0.9333333333333333
classification,cif,et,glass,6,0.005701058201058225,0.0029226190476190905,0.0,0.020956349206349256,0.5,1.0
classification,cif,et,vowel-context,6,0.0027609427609427786,0.0,-0.007474747474747412,0.01696969696969708,0.3333333333333333,0.8333333333333334
