method,avg_rank,std_rank,cd
rf,5.375,2.55868618630734,6.659027490953155
boruta,5.583333333333333,2.8418988174966557,6.659027490953155
et,5.833333333333333,2.5110865288865605,6.659027490953155
lgbm,7.5,3.095695936834452,6.659027490953155
rfe,7.666666666666667,2.4267032964268394,6.659027490953155
ptest_dc,7.75,3.939648884524271,6.659027490953155
cat,7.791666666666667,4.469611902118075,6.659027490953155
pi,8.083333333333334,4.050891534245545,6.659027490953155
cit,8.375,4.2383418534453625,6.659027490953155
cpi,8.625,4.668712349245775,6.659027490953155
ptest_pc,9.041666666666666,4.303382067888259,6.659027490953155
cif,9.291666666666666,2.487119596820565,6.659027490953155
ptest_rdc,9.75,3.031088913245535,6.659027490953155
r_ctree,10.666666666666666,4.1298372311212885,6.659027490953155
xgb,11.25,3.467107343785787,6.659027490953155
r_cforest,13.416666666666666,2.9849157814287195,6.659027490953155
