method,avg_rank,std_rank,cd
boruta,3.5,0.0,23.067547886657533
et,3.5,0.0,23.067547886657533
lgbm,3.5,0.0,23.067547886657533
r_ctree,3.5,0.0,23.067547886657533
rfe,3.5,0.0,23.067547886657533
xgb,3.5,0.0,23.067547886657533
cat,10.0,0.0,23.067547886657533
cif,10.0,0.0,23.067547886657533
cit,10.0,0.0,23.067547886657533
cpi,10.0,0.0,23.067547886657533
ptest_dc,10.0,0.0,23.067547886657533
ptest_pc,10.0,0.0,23.067547886657533
rf,10.0,0.0,23.067547886657533
pi,14.5,0.0,23.067547886657533
ptest_rdc,14.5,0.0,23.067547886657533
r_cforest,16.0,0.0,23.067547886657533
