method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.5835,,,0.584 [insufficient data],0.5832345078575932,,,0.583 [insufficient data],0.5835,,,0.584 [insufficient data]
cat,0.5835,,,0.584 [insufficient data],0.5832345078575932,,,0.583 [insufficient data],0.5835,,,0.584 [insufficient data]
cif,0.5835,,,0.584 [insufficient data],0.5832345078575932,,,0.583 [insufficient data],0.5835,,,0.584 [insufficient data]
cit,0.5835,,,0.584 [insufficient data],0.5832345078575932,,,0.583 [insufficient data],0.5835,,,0.584 [insufficient data]
cpi,0.5835,,,0.584 [insufficient data],0.5832345078575932,,,0.583 [insufficient data],0.5835,,,0.584 [insufficient data]
et,0.5835,,,0.584 [insufficient data],0.5832345078575932,,,0.583 [insufficient data],0.5835,,,0.584 [insufficient data]
lgbm,0.5835,,,0.584 [insufficient data],0.5832345078575932,,,0.583 [insufficient data],0.5835,,,0.584 [insufficient data]
pi,0.5835,,,0.584 [insufficient data],0.5832345078575932,,,0.583 [insufficient data],0.5835,,,0.584 [insufficient data]
ptest_mc,0.5835,,,0.584 [insufficient data],0.5832345078575932,,,0.583 [insufficient data],0.5835,,,0.584 [insufficient data]
ptest_rdc,0.5835,,,0.584 [insufficient data],0.5832345078575932,,,0.583 [insufficient data],0.5835,,,0.584 [insufficient data]
r_cforest,0.556075,,,0.556 [insufficient data],0.5557494438185026,,,0.556 [insufficient data],0.556075,,,0.556 [insufficient data]
r_ctree,0.5835,,,0.584 [insufficient data],0.5832345078575932,,,0.583 [insufficient data],0.5835,,,0.584 [insufficient data]
rf,0.5835,,,0.584 [insufficient data],0.5832345078575932,,,0.583 [insufficient data],0.5835,,,0.584 [insufficient data]
rfe,0.5835,,,0.584 [insufficient data],0.5832345078575932,,,0.583 [insufficient data],0.5835,,,0.584 [insufficient data]
xgb,0.5835,,,0.584 [insufficient data],0.5832345078575932,,,0.583 [insufficient data],0.5835,,,0.584 [insufficient data]
