method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,-0.12787303983154072,,,-0.128 [insufficient data],72800679.10957348,,,72800679.110 [insufficient data],5577.606220457207,,,5577.606 [insufficient data]
cat,-0.12787303983154072,,,-0.128 [insufficient data],72800679.10957348,,,72800679.110 [insufficient data],5577.606220457207,,,5577.606 [insufficient data]
cif,-0.12787303983154072,,,-0.128 [insufficient data],72800679.10957348,,,72800679.110 [insufficient data],5577.606220457207,,,5577.606 [insufficient data]
cit,-0.12787303983154072,,,-0.128 [insufficient data],72800679.10957348,,,72800679.110 [insufficient data],5577.606220457207,,,5577.606 [insufficient data]
cpi,-0.12787303983154072,,,-0.128 [insufficient data],72800679.10957348,,,72800679.110 [insufficient data],5577.606220457207,,,5577.606 [insufficient data]
et,-0.12787303983154072,,,-0.128 [insufficient data],72800679.10957348,,,72800679.110 [insufficient data],5577.606220457207,,,5577.606 [insufficient data]
lgbm,-0.12787303983154072,,,-0.128 [insufficient data],72800679.10957348,,,72800679.110 [insufficient data],5577.606220457207,,,5577.606 [insufficient data]
pi,-0.12787303983154072,,,-0.128 [insufficient data],72800679.10957348,,,72800679.110 [insufficient data],5577.606220457207,,,5577.606 [insufficient data]
ptest_dc,-0.12787303983154072,,,-0.128 [insufficient data],72800679.10957348,,,72800679.110 [insufficient data],5577.606220457207,,,5577.606 [insufficient data]
ptest_pc,-0.12787303983154072,,,-0.128 [insufficient data],72800679.10957348,,,72800679.110 [insufficient data],5577.606220457207,,,5577.606 [insufficient data]
ptest_rdc,-0.12787303983154072,,,-0.128 [insufficient data],72800679.10957348,,,72800679.110 [insufficient data],5577.606220457207,,,5577.606 [insufficient data]
r_cforest,-0.12779267298119576,,,-0.128 [insufficient data],72795833.6540519,,,72795833.654 [insufficient data],5576.991317963855,,,5576.991 [insufficient data]
r_ctree,-0.12787303983154072,,,-0.128 [insufficient data],72800679.10957348,,,72800679.110 [insufficient data],5577.606220457207,,,5577.606 [insufficient data]
rf,-0.12787303983154072,,,-0.128 [insufficient data],72800679.10957348,,,72800679.110 [insufficient data],5577.606220457207,,,5577.606 [insufficient data]
rfe,-0.12787303983154072,,,-0.128 [insufficient data],72800679.10957348,,,72800679.110 [insufficient data],5577.606220457207,,,5577.606 [insufficient data]
xgb,-0.12787303983154072,,,-0.128 [insufficient data],72800679.10957348,,,72800679.110 [insufficient data],5577.606220457207,,,5577.606 [insufficient data]
