method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.7973119660540181,0.7431764535303932,0.8535397525747086,"0.797 [0.743, 0.854]",0.7827670783758464,0.7276397197100849,0.8366286483191578,"0.783 [0.728, 0.837]",0.7848121940117055,0.729434978574666,0.8376113600481486,"0.785 [0.729, 0.838]"
cat,0.8010091725572291,0.7421967236401529,0.8582749386462543,"0.801 [0.742, 0.858]",0.7856615215241042,0.7272518991929701,0.841446833196874,"0.786 [0.727, 0.841]",0.7870175347228511,0.7296908875079213,0.8418227875769662,"0.787 [0.730, 0.842]"
cif,0.7948673180399363,0.7374671755994464,0.8521023864329998,"0.795 [0.737, 0.852]",0.7768104108384226,0.717438637418188,0.8345644646506954,"0.777 [0.717, 0.835]",0.7792619136570053,0.7204491749771891,0.8358355741156165,"0.779 [0.720, 0.836]"
cit,0.7431397085005959,0.6839646572161907,0.8003397805962151,"0.743 [0.684, 0.800]",0.7167216162270283,0.6567621655867251,0.7735017583391696,"0.717 [0.657, 0.774]",0.7219971494268557,0.663160706963025,0.7771133300310556,"0.722 [0.663, 0.777]"
cpi,0.7107018441473479,0.6495801347997366,0.774629716450599,"0.711 [0.650, 0.775]",0.6970086720717648,0.6345546811550717,0.7608710966874298,"0.697 [0.635, 0.761]",0.7054027995452409,0.6462680059623973,0.7663473164755223,"0.705 [0.646, 0.766]"
et,0.801296763374237,0.7401601443207985,0.8628268437712805,"0.801 [0.740, 0.863]",0.7875693480239336,0.7274349930736647,0.8460076916226604,"0.788 [0.727, 0.846]",0.7902292844161175,0.7309729556536504,0.8473320940155897,"0.790 [0.731, 0.847]"
lgbm,0.8047061855687423,0.7459896403276964,0.861998502067521,"0.805 [0.746, 0.862]",0.7907683329980536,0.7337510114134191,0.8481661937233322,"0.791 [0.734, 0.848]",0.7908409310531116,0.7340635786934947,0.8479883914615148,"0.791 [0.734, 0.848]"
pi,0.7462184378578155,0.6863205873232929,0.8056837552081655,"0.746 [0.686, 0.806]",0.7354510980086683,0.6755439381132168,0.7924146883463645,"0.735 [0.676, 0.792]",0.7412390981429108,0.6827327443570507,0.7962124504306536,"0.741 [0.683, 0.796]"
ptest_mc,0.7866906302601254,0.7267833398088205,0.8477025337363521,"0.787 [0.727, 0.848]",0.7746174543331057,0.7194549053944831,0.829478825044029,"0.775 [0.719, 0.829]",0.7763675959737724,0.7211045647553986,0.8310836598381729,"0.776 [0.721, 0.831]"
ptest_rdc,0.7707176538033846,0.7128638466852321,0.8290222359606451,"0.771 [0.713, 0.829]",0.7549632819745774,0.6972614260310062,0.8129800883959923,"0.755 [0.697, 0.813]",0.758398920436387,0.7006093155574157,0.8153746538478671,"0.758 [0.701, 0.815]"
r_cforest,0.7181047726749968,0.6561557203731436,0.7811378169817617,"0.718 [0.656, 0.781]",0.7082183489562812,0.6466031429311552,0.7697845477963631,"0.708 [0.647, 0.770]",0.7123172628243454,0.6516541215044122,0.7730874617065343,"0.712 [0.652, 0.773]"
r_ctree,0.7174343840815153,0.6549076707296886,0.7831812261238201,"0.717 [0.655, 0.783]",0.7077044967619135,0.6474081027752673,0.7736729429682956,"0.708 [0.647, 0.774]",0.7117343644583047,0.6521162066031562,0.7756565352868636,"0.712 [0.652, 0.776]"
rf,0.8059100783853189,0.7486155420505799,0.864074915869953,"0.806 [0.749, 0.864]",0.7916929438073892,0.734902792987859,0.8471252099519733,"0.792 [0.735, 0.847]",0.7934190657013676,0.7369326072177805,0.8488538568266929,"0.793 [0.737, 0.849]"
rfe,0.7978423933431952,0.7397681107310708,0.8544092104580917,"0.798 [0.740, 0.854]",0.7823477765087582,0.7253750774912545,0.8392844710688739,"0.782 [0.725, 0.839]",0.7824805755571743,0.7260860069050494,0.8382841536866215,"0.782 [0.726, 0.838]"
xgb,0.7984749492947547,0.7412647075035107,0.8557883655906942,"0.798 [0.741, 0.856]",0.7812937941574611,0.7242910560757448,0.838593406094371,"0.781 [0.724, 0.839]",0.7821059663101586,0.7263968021734706,0.8382075839133463,"0.782 [0.726, 0.838]"
