task,n,k,threshold_test,stopping,effect,match_size,power_at_match,max_realized_size,note,design,power_se,delta_se_bootstrap
classification,100,64,maxt,exhaustive,0.1,0.05,0.15613636363636366,0.318,,offcentre_q85,0.02378024390118823,0.038739386359793335
classification,100,64,maxt,exhaustive,0.2,0.05,0.6575,0.318,,offcentre_q85,0.033836001536824645,0.044272857299555136
classification,100,256,bonferroni,adaptive,0.05,0.036,0.06,0.036,at largest realized size,offcentre_q85,0.016792855623746664,0.02277888876138851
classification,100,256,bonferroni,adaptive,0.1,0.036,0.125,0.036,at largest realized size,offcentre_q85,0.023385358667337135,0.03691355871486153
classification,100,256,bonferroni,adaptive,0.2,0.036,0.63,0.036,at largest realized size,offcentre_q85,0.034139420030223126,0.049457463531956264
classification,100,256,maxt,adaptive,0.05,0.036,0.06166666666666667,0.324,matched at largest common realized size,offcentre_q85,0.017432010784760317,0.02277888876138851
classification,100,256,maxt,adaptive,0.1,0.036,0.13,0.324,matched at largest common realized size,offcentre_q85,0.024163505540380516,0.03691355871486153
classification,100,256,maxt,adaptive,0.2,0.036,0.6133333333333333,0.324,matched at largest common realized size,offcentre_q85,0.03432200460346103,0.049457463531956264
classification,100,256,bonferroni,exhaustive,0.05,0.036,0.065,0.036,at largest realized size,offcentre_q85,0.017432010784760317,0.026632299583976667
classification,100,256,bonferroni,exhaustive,0.1,0.036,0.125,0.036,at largest realized size,offcentre_q85,0.023385358667337135,0.037302512266354886
classification,100,256,bonferroni,exhaustive,0.2,0.036,0.635,0.036,at largest realized size,offcentre_q85,0.0340422531569225,0.04898561350477573
classification,100,256,maxt,exhaustive,0.05,0.036,0.056249999999999994,0.31,matched at largest common realized size,offcentre_q85,0.017432010784760317,0.026632299583976667
classification,100,256,maxt,exhaustive,0.1,0.036,0.11875,0.31,matched at largest common realized size,offcentre_q85,0.024163505540380516,0.037302512266354886
classification,100,256,maxt,exhaustive,0.2,0.036,0.63625,0.31,matched at largest common realized size,offcentre_q85,0.033613613313656115,0.04898561350477573
classification,200,16,bonferroni,adaptive,0.05,0.05,0.145,0.1,,offcentre_q85,0.02489728900904675,0.03051466590492565
classification,200,16,bonferroni,adaptive,0.1,0.05,0.34,0.1,,offcentre_q85,0.03349626844888845,0.04557906717587858
classification,200,16,bonferroni,adaptive,0.2,0.05,0.94,0.1,,offcentre_q85,0.01679285562374667,0.02185702421976354
classification,200,16,maxt,adaptive,0.05,0.05,0.13,0.322,,offcentre_q85,0.022124646889837587,0.03051466590492565
classification,200,16,maxt,adaptive,0.1,0.05,0.326,0.322,,offcentre_q85,0.03208582241426889,0.04557906717587858
classification,200,16,maxt,adaptive,0.2,0.05,0.903,0.322,,offcentre_q85,0.022558257911461158,0.02185702421976354
classification,200,16,bonferroni,exhaustive,0.05,0.05,0.145,0.1,,offcentre_q85,0.02489728900904675,0.031108374100654586
classification,200,16,bonferroni,exhaustive,0.1,0.05,0.345,0.1,,offcentre_q85,0.033613613313656115,0.03961258013261868
classification,200,16,bonferroni,exhaustive,0.2,0.05,0.94,0.1,,offcentre_q85,0.01679285562374667,0.02322754579621422
classification,200,16,maxt,exhaustive,0.05,0.05,0.12476190476190477,0.334,,offcentre_q85,0.021213203435596427,0.031108374100654586
classification,200,16,maxt,exhaustive,0.1,0.05,0.33666666666666667,0.334,,offcentre_q85,0.032703210851535665,0.03961258013261868
classification,200,16,maxt,exhaustive,0.2,0.05,0.9283333333333333,0.334,,offcentre_q85,0.019719913792915014,0.02322754579621422
classification,200,64,bonferroni,adaptive,0.05,0.05,0.12576923076923077,0.066,,offcentre_q85,0.024163505540380516,0.03441489263566626
classification,200,64,bonferroni,adaptive,0.1,0.05,0.32461538461538464,0.066,,offcentre_q85,0.0333747659167821,0.044665485534291914
classification,200,64,bonferroni,adaptive,0.2,0.05,0.9342307692307692,0.066,,offcentre_q85,0.01679285562374667,0.027157453485364396
classification,200,64,maxt,adaptive,0.05,0.05,0.1238888888888889,0.332,,offcentre_q85,0.022558257911461158,0.03441489263566626
classification,200,64,maxt,adaptive,0.1,0.05,0.315,0.332,,offcentre_q85,0.03224709289222828,0.044665485534291914
classification,200,64,maxt,adaptive,0.2,0.05,0.9122222222222223,0.332,,offcentre_q85,0.021213203435596423,0.027157453485364396
classification,200,64,bonferroni,exhaustive,0.05,0.05,0.12961538461538463,0.066,,offcentre_q85,0.024535688292770596,0.0317198442881698
classification,200,64,bonferroni,exhaustive,0.1,0.05,0.31961538461538463,0.066,,offcentre_q85,0.0332490601370926,0.04453908003709304
classification,200,64,bonferroni,exhaustive,0.2,0.05,0.9342307692307692,0.066,,offcentre_q85,0.01679285562374667,0.02472491863359863
classification,200,64,maxt,exhaustive,0.05,0.05,0.14,0.322,,offcentre_q85,0.02378024390118823,0.0317198442881698
classification,200,64,maxt,exhaustive,0.1,0.05,0.33,0.322,,offcentre_q85,0.032703210851535665,0.04453908003709304
classification,200,64,maxt,exhaustive,0.2,0.05,0.9450000000000001,0.322,,offcentre_q85,0.01743201078476031,0.02472491863359863
classification,200,256,bonferroni,adaptive,0.05,0.034,0.1,0.034,at largest realized size,offcentre_q85,0.021213203435596427,0.028729315578135406
classification,200,256,bonferroni,adaptive,0.1,0.034,0.295,0.034,at largest realized size,offcentre_q85,0.03224709289222828,0.050153291218084414
classification,200,256,bonferroni,adaptive,0.2,0.034,0.905,0.034,at largest realized size,offcentre_q85,0.02073342711661533,0.03224723665152708
classification,200,256,maxt,adaptive,0.05,0.034,0.09000000000000001,0.334,matched at largest common realized size,offcentre_q85,0.021213203435596427,0.028729315578135406
classification,200,256,maxt,adaptive,0.1,0.034,0.27,0.334,matched at largest common realized size,offcentre_q85,0.032703210851535665,0.050153291218084414
classification,200,256,maxt,adaptive,0.2,0.034,0.875,0.334,matched at largest common realized size,offcentre_q85,0.021676600286945368,0.03224723665152708
classification,200,256,bonferroni,exhaustive,0.05,0.036,0.1,0.036,at largest realized size,offcentre_q85,0.021213203435596427,0.03066477758798096
classification,200,256,bonferroni,exhaustive,0.1,0.036,0.285,0.036,at largest realized size,offcentre_q85,0.03191982142807193,0.053962347063691934
classification,200,256,bonferroni,exhaustive,0.2,0.036,0.91,0.036,at largest realized size,offcentre_q85,0.02023610634484806,0.033863551312839094
classification,200,256,maxt,exhaustive,0.05,0.036,0.09933333333333334,0.314,matched at largest common realized size,offcentre_q85,0.022124646889837587,0.03066477758798096
classification,200,256,maxt,exhaustive,0.1,0.036,0.29433333333333334,0.314,matched at largest common realized size,offcentre_q85,0.03311910324872942,0.053962347063691934
classification,200,256,maxt,exhaustive,0.2,0.036,0.9086666666666667,0.314,matched at largest common realized size,offcentre_q85,0.01804161855266871,0.033863551312839094
classification,500,16,bonferroni,adaptive,0.05,0.05,0.24294117647058822,0.096,,offcentre_q85,0.030199337741083,0.0451794627536332
classification,500,16,bonferroni,adaptive,0.1,0.05,0.7376470588235294,0.096,,offcentre_q85,0.031206970375222264,0.04578671391718614
classification,500,16,bonferroni,adaptive,0.2,0.05,1.0,0.096,,offcentre_q85,0.0,0.0
classification,500,16,maxt,adaptive,0.05,0.05,0.2488888888888889,0.298,,offcentre_q85,0.03139267430468452,0.0451794627536332
classification,500,16,maxt,adaptive,0.1,0.05,0.7155555555555555,0.298,,offcentre_q85,0.031016124838541645,0.04578671391718614
classification,500,16,maxt,adaptive,0.2,0.05,1.0,0.298,,offcentre_q85,0.0,0.0
classification,500,16,bonferroni,exhaustive,0.05,0.05,0.2411111111111111,0.096,,offcentre_q85,0.029981244136960027,0.04174520795637442
classification,500,16,bonferroni,exhaustive,0.1,0.05,0.74,0.096,,offcentre_q85,0.031206970375222264,0.044578049667957594
classification,500,16,bonferroni,exhaustive,0.2,0.05,1.0,0.096,,offcentre_q85,0.0,0.0
classification,500,16,maxt,exhaustive,0.05,0.05,0.25,0.274,,offcentre_q85,0.03139267430468452,0.04174520795637442
classification,500,16,maxt,exhaustive,0.1,0.05,0.72,0.274,,offcentre_q85,0.031016124838541645,0.044578049667957594
classification,500,16,maxt,exhaustive,0.2,0.05,1.0,0.274,,offcentre_q85,0.0,0.0
classification,500,64,bonferroni,adaptive,0.05,0.05,0.265,0.05,,offcentre_q85,0.031206970375222264,0.047073598120830326
classification,500,64,bonferroni,adaptive,0.1,0.05,0.765,0.05,,offcentre_q85,0.029981244136960027,0.04324200031146364
classification,500,64,bonferroni,adaptive,0.2,0.05,1.0,0.05,,offcentre_q85,0.0,0.0
classification,500,64,maxt,adaptive,0.05,0.05,0.27575,0.31,,offcentre_q85,0.03139267430468452,0.047073598120830326
classification,500,64,maxt,adaptive,0.1,0.05,0.76275,0.31,,offcentre_q85,0.030199337741083,0.04324200031146364
classification,500,64,maxt,adaptive,0.2,0.05,1.0,0.31,,offcentre_q85,0.0,0.0
classification,500,64,bonferroni,exhaustive,0.05,0.05,0.27,0.05,,offcentre_q85,0.03139267430468452,0.051252083687512544
classification,500,64,bonferroni,exhaustive,0.1,0.05,0.76,0.05,,offcentre_q85,0.030199337741083,0.04493069739602783
classification,500,64,bonferroni,exhaustive,0.2,0.05,1.0,0.05,,offcentre_q85,0.0,0.0
classification,500,64,maxt,exhaustive,0.05,0.05,0.2736363636363636,0.284,,offcentre_q85,0.03208582241426889,0.051252083687512544
classification,500,64,maxt,exhaustive,0.1,0.05,0.7540909090909091,0.284,,offcentre_q85,0.029981244136960027,0.04493069739602783
classification,500,64,maxt,exhaustive,0.2,0.05,1.0,0.284,,offcentre_q85,0.0,0.0
classification,500,256,bonferroni,adaptive,0.05,0.02,0.195,0.02,at largest realized size,offcentre_q85,0.028015620642777128,0.04670959989964958
classification,500,256,bonferroni,adaptive,0.1,0.02,0.705,0.02,at largest realized size,offcentre_q85,0.03224709289222828,0.05326647263007638
classification,500,256,bonferroni,adaptive,0.2,0.02,1.0,0.02,at largest realized size,offcentre_q85,0.0,0.0
classification,500,256,maxt,adaptive,0.05,0.02,0.21733333333333332,0.312,matched at largest common realized size,offcentre_q85,0.029049526674285075,0.04670959989964958
classification,500,256,maxt,adaptive,0.1,0.02,0.6616666666666667,0.312,matched at largest common realized size,offcentre_q85,0.033613613313656115,0.05326647263007638
classification,500,256,maxt,adaptive,0.2,0.02,1.0,0.312,matched at largest common realized size,offcentre_q85,0.0,0.0
classification,500,256,bonferroni,exhaustive,0.05,0.018,0.195,0.018,at largest realized size,offcentre_q85,0.028015620642777128,0.047573675862422615
classification,500,256,bonferroni,exhaustive,0.1,0.018,0.705,0.018,at largest realized size,offcentre_q85,0.03224709289222828,0.05777907081223061
classification,500,256,bonferroni,exhaustive,0.2,0.018,1.0,0.018,at largest realized size,offcentre_q85,0.0,0.0
classification,500,256,maxt,exhaustive,0.05,0.018,0.181,0.298,matched at largest common realized size,offcentre_q85,0.029049526674285075,0.047573675862422615
classification,500,256,maxt,exhaustive,0.1,0.018,0.6629999999999999,0.298,matched at largest common realized size,offcentre_q85,0.03191982142807193,0.05777907081223061
classification,500,256,maxt,exhaustive,0.2,0.018,1.0,0.298,matched at largest common realized size,offcentre_q85,0.0,0.0
regression,100,16,bonferroni,adaptive,0.2,0.05,0.051739130434782614,0.144,,offcentre_q85,0.012995191418367026,0.02021649496499625
regression,100,16,bonferroni,adaptive,0.4,0.05,0.11782608695652175,0.144,,offcentre_q85,0.020733427116615334,0.034937645440629536
regression,100,16,bonferroni,adaptive,0.8,0.05,0.4984782608695652,0.144,,offcentre_q85,0.03526861210765175,0.05175313908389916
regression,100,16,maxt,adaptive,0.2,0.05,0.046511627906976744,0.29,,offcentre_q85,0.014658615214269049,0.02021649496499625
regression,100,16,maxt,adaptive,0.4,0.05,0.12755813953488374,0.29,,offcentre_q85,0.023385358667337135,0.034937645440629536
regression,100,16,maxt,adaptive,0.8,0.05,0.5377906976744187,0.29,,offcentre_q85,0.03526861210765175,0.05175313908389916
regression,100,16,bonferroni,exhaustive,0.2,0.05,0.0548,0.144,,offcentre_q85,0.012995191418367026,0.0218814964019888
regression,100,16,bonferroni,exhaustive,0.4,0.05,0.1252,0.144,,offcentre_q85,0.021213203435596427,0.03439227048334227
regression,100,16,bonferroni,exhaustive,0.8,0.05,0.5046,0.144,,offcentre_q85,0.03526861210765175,0.057596523483469705
regression,100,16,maxt,exhaustive,0.2,0.05,0.043333333333333335,0.286,,offcentre_q85,0.015411035007422441,0.0218814964019888
regression,100,16,maxt,exhaustive,0.4,0.05,0.12166666666666667,0.286,,offcentre_q85,0.024163505540380516,0.03439227048334227
regression,100,16,maxt,exhaustive,0.8,0.05,0.5305555555555556,0.286,,offcentre_q85,0.03514078826662828,0.057596523483469705
regression,100,64,bonferroni,adaptive,0.2,0.05,0.03769230769230769,0.072,,offcentre_q85,0.013856406460551017,0.019590563033808645
regression,100,64,bonferroni,adaptive,0.4,0.05,0.12346153846153847,0.072,,offcentre_q85,0.024163505540380516,0.03863470072771888
regression,100,64,bonferroni,adaptive,0.8,0.05,0.5265384615384616,0.072,,offcentre_q85,0.035211858797853886,0.05968744951618518
regression,100,64,maxt,adaptive,0.2,0.05,0.03884615384615385,0.288,,offcentre_q85,0.013856406460551017,0.019590563033808645
regression,100,64,maxt,adaptive,0.4,0.05,0.14384615384615385,0.288,,offcentre_q85,0.025248762345905194,0.03863470072771888
regression,100,64,maxt,adaptive,0.8,0.05,0.5488461538461539,0.288,,offcentre_q85,0.035099857549568486,0.05968744951618518
regression,100,64,bonferroni,exhaustive,0.2,0.05,0.03769230769230769,0.072,,offcentre_q85,0.013856406460551017,0.01741012540571208
regression,100,64,bonferroni,exhaustive,0.4,0.05,0.12346153846153847,0.072,,offcentre_q85,0.024163505540380516,0.03200465737415353
regression,100,64,bonferroni,exhaustive,0.8,0.05,0.5265384615384616,0.072,,offcentre_q85,0.035211858797853886,0.050319446018518225
regression,100,64,maxt,exhaustive,0.2,0.05,0.0334375,0.29,,offcentre_q85,0.013856406460551017,0.01741012540571208
regression,100,64,maxt,exhaustive,0.4,0.05,0.12875,0.29,,offcentre_q85,0.02559052559053839,0.03200465737415353
regression,100,64,maxt,exhaustive,0.8,0.05,0.53625,0.29,,offcentre_q85,0.034899856733230296,0.050319446018518225
regression,100,256,bonferroni,adaptive,0.2,0.05,0.037142857142857144,0.054,,offcentre_q85,0.013856406460551017,0.01907936913364495
regression,100,256,bonferroni,adaptive,0.4,0.05,0.13642857142857143,0.054,,offcentre_q85,0.02489728900904675,0.040177600432883716
regression,100,256,bonferroni,adaptive,0.8,0.05,0.5542857142857143,0.054,,offcentre_q85,0.03500714212842859,0.057644002813888866
regression,100,256,maxt,adaptive,0.2,0.05,0.04961538461538462,0.296,,offcentre_q85,0.014658615214269049,0.01907936913364495
regression,100,256,maxt,adaptive,0.4,0.05,0.16064102564102564,0.296,,offcentre_q85,0.02559052559053839,0.040177600432883716
regression,100,256,maxt,adaptive,0.8,0.05,0.5753846153846154,0.296,,offcentre_q85,0.03500714212842859,0.057644002813888866
regression,100,256,bonferroni,exhaustive,0.2,0.05,0.037142857142857144,0.054,,offcentre_q85,0.013856406460551017,0.01764942635257676
regression,100,256,bonferroni,exhaustive,0.4,0.05,0.13857142857142857,0.054,,offcentre_q85,0.025248762345905194,0.039246516701029174
regression,100,256,bonferroni,exhaustive,0.8,0.05,0.5557142857142857,0.054,,offcentre_q85,0.03500714212842859,0.053625304570099994
regression,100,256,maxt,exhaustive,0.2,0.05,0.041875,0.284,,offcentre_q85,0.016120638945153507,0.01764942635257676
regression,100,256,maxt,exhaustive,0.4,0.05,0.1415625,0.284,,offcentre_q85,0.02656124997058685,0.039246516701029174
regression,100,256,maxt,exhaustive,0.8,0.05,0.54625,0.284,,offcentre_q85,0.0347778665245584,0.053625304570099994
regression,200,16,bonferroni,adaptive,0.2,0.05,0.105,0.174,,offcentre_q85,0.021676600286945368,0.03277406055282088
regression,200,16,bonferroni,adaptive,0.4,0.05,0.33,0.174,,offcentre_q85,0.0332490601370926,0.048571197346287974
regression,200,16,bonferroni,adaptive,0.8,0.05,0.82,0.174,,offcentre_q85,0.027166155414412252,0.040860189962809865
regression,200,16,maxt,adaptive,0.2,0.05,0.093,0.318,,offcentre_q85,0.018624580532189176,0.03277406055282088
regression,200,16,maxt,adaptive,0.4,0.05,0.302,0.318,,offcentre_q85,0.03139267430468452,0.048571197346287974
regression,200,16,maxt,adaptive,0.8,0.05,0.8180000000000001,0.318,,offcentre_q85,0.028801041647829335,0.040860189962809865
regression,200,16,bonferroni,exhaustive,0.2,0.05,0.11323529411764706,0.174,,offcentre_q85,0.022124646889837587,0.03469919562047341
regression,200,16,bonferroni,exhaustive,0.4,0.05,0.335,0.174,,offcentre_q85,0.0332490601370926,0.060827939288886974
regression,200,16,bonferroni,exhaustive,0.8,0.05,0.8255882352941176,0.174,,offcentre_q85,0.027166155414412252,0.041157607708428585
regression,200,16,maxt,exhaustive,0.2,0.05,0.09866666666666668,0.32,,offcentre_q85,0.01918332609325088,0.03469919562047341
regression,200,16,maxt,exhaustive,0.4,0.05,0.30433333333333334,0.32,,offcentre_q85,0.031573327350787724,0.060827939288886974
regression,200,16,maxt,exhaustive,0.8,0.05,0.8213333333333334,0.32,,offcentre_q85,0.0282842712474619,0.041157607708428585
regression,200,64,bonferroni,adaptive,0.2,0.05,0.10235294117647059,0.094,,offcentre_q85,0.021213203435596427,0.027239630128906837
regression,200,64,bonferroni,adaptive,0.4,0.05,0.32382352941176473,0.094,,offcentre_q85,0.03298484500494128,0.05290853245287018
regression,200,64,bonferroni,adaptive,0.8,0.05,0.8605882352941177,0.094,,offcentre_q85,0.024535688292770596,0.03590591251973774
regression,200,64,maxt,adaptive,0.2,0.05,0.09473684210526316,0.322,,offcentre_q85,0.01918332609325088,0.027239630128906837
regression,200,64,maxt,adaptive,0.4,0.05,0.30815789473684213,0.322,,offcentre_q85,0.031573327350787724,0.05290853245287018
regression,200,64,maxt,adaptive,0.8,0.05,0.8489473684210527,0.322,,offcentre_q85,0.02686773157525585,0.03590591251973774
regression,200,64,bonferroni,exhaustive,0.2,0.05,0.10250000000000001,0.094,,offcentre_q85,0.021213203435596427,0.02848753944262224
regression,200,64,bonferroni,exhaustive,0.4,0.05,0.32406250000000003,0.094,,offcentre_q85,0.03298484500494128,0.050793984698108766
regression,200,64,bonferroni,exhaustive,0.8,0.05,0.8559375,0.094,,offcentre_q85,0.02489728900904675,0.03111843886276399
regression,200,64,maxt,exhaustive,0.2,0.05,0.09789473684210527,0.316,,offcentre_q85,0.02023610634484806,0.02848753944262224
regression,200,64,maxt,exhaustive,0.4,0.05,0.3142105263157895,0.316,,offcentre_q85,0.0324037034920393,0.050793984698108766
regression,200,64,maxt,exhaustive,0.8,0.05,0.8505263157894737,0.316,,offcentre_q85,0.02559052559053839,0.03111843886276399
regression,200,256,bonferroni,adaptive,0.2,0.048,0.1,0.048,at largest realized size,offcentre_q85,0.021213203435596427,0.026422937301967188
regression,200,256,bonferroni,adaptive,0.4,0.048,0.305,0.048,at largest realized size,offcentre_q85,0.03255572146336186,0.05360814375836601
regression,200,256,bonferroni,adaptive,0.8,0.048,0.855,0.048,at largest realized size,offcentre_q85,0.02489728900904675,0.03842233167087291
regression,200,256,maxt,adaptive,0.2,0.048,0.084375,0.326,matched at largest common realized size,offcentre_q85,0.01918332609325088,0.026422937301967188
regression,200,256,maxt,adaptive,0.4,0.048,0.28500000000000003,0.326,matched at largest common realized size,offcentre_q85,0.03139267430468452,0.05360814375836601
regression,200,256,maxt,adaptive,0.8,0.048,0.8425,0.326,matched at largest common realized size,offcentre_q85,0.02624642832844119,0.03842233167087291
regression,200,256,bonferroni,exhaustive,0.2,0.046,0.1,0.046,at largest realized size,offcentre_q85,0.021213203435596427,0.029029686635095687
regression,200,256,bonferroni,exhaustive,0.4,0.046,0.3,0.046,at largest realized size,offcentre_q85,0.0324037034920393,0.05029713108621396
regression,200,256,bonferroni,exhaustive,0.8,0.046,0.855,0.046,at largest realized size,offcentre_q85,0.02489728900904675,0.03521075657832284
regression,200,256,maxt,exhaustive,0.2,0.046,0.10130434782608697,0.322,matched at largest common realized size,offcentre_q85,0.021213203435596427,0.029029686635095687
regression,200,256,maxt,exhaustive,0.4,0.046,0.29978260869565215,0.322,matched at largest common realized size,offcentre_q85,0.03224709289222828,0.05029713108621396
regression,200,256,maxt,exhaustive,0.8,0.046,0.8426086956521739,0.322,matched at largest common realized size,offcentre_q85,0.025922962793631443,0.03521075657832284
regression,500,16,bonferroni,adaptive,0.2,0.05,0.1780952380952381,0.16,,offcentre_q85,0.02592296279363144,0.039081080318943945
regression,500,16,bonferroni,adaptive,0.4,0.05,0.6069047619047618,0.16,,offcentre_q85,0.03484070894801081,0.05616719095708107
regression,500,16,bonferroni,adaptive,0.8,0.05,0.9909523809523809,0.16,,offcentre_q85,0.007035623639735147,0.007777313215902038
regression,500,16,maxt,adaptive,0.2,0.05,0.17210526315789473,0.31,,offcentre_q85,0.028801041647829335,0.039081080318943945
regression,500,16,maxt,adaptive,0.4,0.05,0.5678947368421052,0.31,,offcentre_q85,0.03432200460346103,0.05616719095708107
regression,500,16,maxt,adaptive,0.8,0.05,0.99,0.31,,offcentre_q85,0.007035623639735147,0.007777313215902038
regression,500,16,bonferroni,exhaustive,0.2,0.05,0.1735714285714286,0.16,,offcentre_q85,0.02592296279363144,0.04570862445013187
regression,500,16,bonferroni,exhaustive,0.4,0.05,0.6014285714285714,0.16,,offcentre_q85,0.03484070894801081,0.05525955558025112
regression,500,16,bonferroni,exhaustive,0.8,0.05,0.9907142857142857,0.16,,offcentre_q85,0.007035623639735147,0.007994453197278099
regression,500,16,maxt,exhaustive,0.2,0.05,0.1628125,0.308,,offcentre_q85,0.028284271247461905,0.04570862445013187
regression,500,16,maxt,exhaustive,0.4,0.05,0.5940625,0.308,,offcentre_q85,0.03394112549695428,0.05525955558025112
regression,500,16,maxt,exhaustive,0.8,0.05,0.99,0.308,,offcentre_q85,0.007035623639735147,0.007994453197278099
regression,500,64,bonferroni,adaptive,0.2,0.05,0.189,0.084,,offcentre_q85,0.026246428328441186,0.042734545350699434
regression,500,64,bonferroni,adaptive,0.4,0.05,0.646,0.084,,offcentre_q85,0.03448912872196107,0.06034475567307771
regression,500,64,bonferroni,adaptive,0.8,0.05,0.995,0.084,,offcentre_q85,0.004987484335815003,0.007462002753892598
regression,500,64,maxt,adaptive,0.2,0.05,0.17,0.29,,offcentre_q85,0.024535688292770596,0.042734545350699434
regression,500,64,maxt,adaptive,0.4,0.05,0.5950000000000001,0.29,,offcentre_q85,0.035211858797853886,0.06034475567307771
regression,500,64,maxt,adaptive,0.8,0.05,0.99,0.29,,offcentre_q85,0.007035623639735147,0.007462002753892598
regression,500,64,bonferroni,exhaustive,0.2,0.05,0.18944444444444444,0.086,,offcentre_q85,0.026246428328441186,0.045866397710193844
regression,500,64,bonferroni,exhaustive,0.4,0.05,0.65,0.086,,offcentre_q85,0.03448912872196107,0.05950132771074062
regression,500,64,bonferroni,exhaustive,0.8,0.05,0.995,0.086,,offcentre_q85,0.004987484335815003,0.006739245122184889
regression,500,64,maxt,exhaustive,0.2,0.05,0.18700000000000003,0.292,,offcentre_q85,0.028284271247461905,0.045866397710193844
regression,500,64,maxt,exhaustive,0.4,0.05,0.651,0.292,,offcentre_q85,0.0332490601370926,0.05950132771074062
regression,500,64,maxt,exhaustive,0.8,0.05,0.994,0.292,,offcentre_q85,0.004987484335815003,0.006739245122184889
regression,500,256,bonferroni,adaptive,0.2,0.042,0.165,0.042,at largest realized size,offcentre_q85,0.026246428328441186,0.04509435651265885
regression,500,256,bonferroni,adaptive,0.4,0.042,0.61,0.042,at largest realized size,offcentre_q85,0.03448912872196107,0.0570689867801275
regression,500,256,bonferroni,adaptive,0.8,0.042,0.995,0.042,at largest realized size,offcentre_q85,0.004987484335815003,0.007248955601673864
regression,500,256,maxt,adaptive,0.2,0.042,0.15447368421052632,0.296,matched at largest common realized size,offcentre_q85,0.023385358667337135,0.04509435651265885
regression,500,256,maxt,adaptive,0.4,0.042,0.5936842105263158,0.296,matched at largest common realized size,offcentre_q85,0.035099857549568486,0.0570689867801275
regression,500,256,maxt,adaptive,0.8,0.042,0.99,0.296,matched at largest common realized size,offcentre_q85,0.007035623639735147,0.007248955601673864
regression,500,256,bonferroni,exhaustive,0.2,0.042,0.17,0.042,at largest realized size,offcentre_q85,0.02656124997058685,0.05083559921376124
regression,500,256,bonferroni,exhaustive,0.4,0.042,0.615,0.042,at largest realized size,offcentre_q85,0.034407484650872115,0.06161865219145298
regression,500,256,bonferroni,exhaustive,0.8,0.042,0.995,0.042,at largest realized size,offcentre_q85,0.004987484335815003,0.008025687937864468
regression,500,256,maxt,exhaustive,0.2,0.042,0.16041666666666668,0.286,matched at largest common realized size,offcentre_q85,0.023385358667337135,0.05083559921376124
regression,500,256,maxt,exhaustive,0.4,0.042,0.6275000000000001,0.286,matched at largest common realized size,offcentre_q85,0.0347778665245584,0.06161865219145298
regression,500,256,maxt,exhaustive,0.8,0.042,0.9920833333333333,0.286,matched at largest common realized size,offcentre_q85,0.007035623639735147,0.008025687937864468
