method,avg_rank,std_rank,cd
boruta,7.5,0.0,21.448023533674693
cat,7.5,0.0,21.448023533674693
cif,7.5,0.0,21.448023533674693
cit,7.5,0.0,21.448023533674693
cpi,7.5,0.0,21.448023533674693
et,7.5,0.0,21.448023533674693
lgbm,7.5,0.0,21.448023533674693
pi,7.5,0.0,21.448023533674693
ptest_mc,7.5,0.0,21.448023533674693
ptest_rdc,7.5,0.0,21.448023533674693
r_ctree,7.5,0.0,21.448023533674693
rf,7.5,0.0,21.448023533674693
rfe,7.5,0.0,21.448023533674693
xgb,7.5,0.0,21.448023533674693
r_cforest,15.0,0.0,21.448023533674693
