method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.934,,,0.934 [insufficient data],0.9262857142857144,,,0.926 [insufficient data],0.934,,,0.934 [insufficient data]
cat,0.934,,,0.934 [insufficient data],0.9262857142857144,,,0.926 [insufficient data],0.934,,,0.934 [insufficient data]
cif,0.934,,,0.934 [insufficient data],0.9262857142857144,,,0.926 [insufficient data],0.934,,,0.934 [insufficient data]
cit,0.9331578947368422,,,0.933 [insufficient data],0.9252130325814537,,,0.925 [insufficient data],0.9331578947368422,,,0.933 [insufficient data]
cpi,0.934,,,0.934 [insufficient data],0.9262857142857144,,,0.926 [insufficient data],0.934,,,0.934 [insufficient data]
et,0.934,,,0.934 [insufficient data],0.9262857142857144,,,0.926 [insufficient data],0.934,,,0.934 [insufficient data]
lgbm,0.934,,,0.934 [insufficient data],0.9262857142857144,,,0.926 [insufficient data],0.934,,,0.934 [insufficient data]
pi,0.934,,,0.934 [insufficient data],0.9262857142857144,,,0.926 [insufficient data],0.934,,,0.934 [insufficient data]
ptest_mc,0.934,,,0.934 [insufficient data],0.9262857142857144,,,0.926 [insufficient data],0.934,,,0.934 [insufficient data]
ptest_rdc,0.934,,,0.934 [insufficient data],0.9262857142857144,,,0.926 [insufficient data],0.934,,,0.934 [insufficient data]
r_cforest,0.79,,,0.790 [insufficient data],0.7796055555555556,,,0.780 [insufficient data],0.79,,,0.790 [insufficient data]
r_ctree,0.934,,,0.934 [insufficient data],0.9262857142857144,,,0.926 [insufficient data],0.934,,,0.934 [insufficient data]
rf,0.934,,,0.934 [insufficient data],0.9262857142857144,,,0.926 [insufficient data],0.934,,,0.934 [insufficient data]
rfe,0.934,,,0.934 [insufficient data],0.9262857142857144,,,0.926 [insufficient data],0.934,,,0.934 [insufficient data]
xgb,0.934,,,0.934 [insufficient data],0.9262857142857143,,,0.926 [insufficient data],0.934,,,0.934 [insufficient data]
