method,avg_rank,std_rank,cd
xgb,1.0,0.0,23.067547886657533
lgbm,2.0,0.0,23.067547886657533
cat,3.0,0.0,23.067547886657533
pi,4.0,0.0,23.067547886657533
cif,5.5,0.0,23.067547886657533
rfe,5.5,0.0,23.067547886657533
boruta,8.0,0.0,23.067547886657533
ptest_pc,8.0,0.0,23.067547886657533
ptest_rdc,8.0,0.0,23.067547886657533
et,11.0,0.0,23.067547886657533
ptest_dc,11.0,0.0,23.067547886657533
rf,11.0,0.0,23.067547886657533
r_ctree,13.0,0.0,23.067547886657533
cit,14.0,0.0,23.067547886657533
cpi,15.0,0.0,23.067547886657533
r_cforest,16.0,0.0,23.067547886657533
