method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.6239486547118955,0.4066481451463536,0.8270301193703221,"0.624 [0.407, 0.827]",1107588.6974175712,421.30553123353315,3242920.678137559,"1107588.697 [421.306, 3242920.678]",192.7246640108764,9.028891437642894,523.287218728249,"192.725 [9.029, 523.287]"
cat,0.546051288006337,0.2291860229919304,0.8215928128876083,"0.546 [0.229, 0.822]",1203514.3647020115,421.6854367140706,3534088.7858205866,"1203514.365 [421.685, 3534088.786]",208.85439315638635,8.791788835492007,574.520346396007,"208.854 [8.792, 574.520]"
cif,0.48719914783710594,0.05750809303693,0.807180781520772,"0.487 [0.058, 0.807]",1328384.1045500177,655.0390810943807,3897567.564801052,"1328384.105 [655.039, 3897567.565]",216.00150562686412,11.54606534630641,582.6135542212467,"216.002 [11.546, 582.614]"
cit,0.5060947770316967,0.2189379314525363,0.7464027382735682,"0.506 [0.219, 0.746]",1230973.0159591576,1861.6120526335303,3606354.4044299955,"1230973.016 [1861.612, 3606354.404]",201.67366915702218,18.58779409221338,532.5098851000755,"201.674 [18.588, 532.510]"
cpi,0.33603978314174704,-0.18200697026643298,0.7642886533647882,"0.336 [-0.182, 0.764]",1276288.497166852,1032.3342496114542,3751265.7152772644,"1276288.497 [1032.334, 3751265.715]",226.14955907878158,14.298956933296774,613.0484322428438,"226.150 [14.299, 613.048]"
et,0.621032175591797,0.3909473186160565,0.8351068865651976,"0.621 [0.391, 0.835]",971723.5412544191,433.9321955691836,2847039.5084719146,"971723.541 [433.932, 2847039.508]",184.01361631206692,9.03674624942328,500.3001226025218,"184.014 [9.037, 500.300]"
lgbm,0.16816731508979446,-0.8065586291880437,0.80466626334034,"0.168 [-0.807, 0.805]",1360280.6524298242,430.2215921218035,3998699.045903283,"1360280.652 [430.222, 3998699.046]",228.2768130018247,8.91791833813742,625.8227421251026,"228.277 [8.918, 625.823]"
pi,0.5952237374214298,0.3556930629337928,0.8200307765232362,"0.595 [0.356, 0.820]",1290084.4439634422,469.4872301582971,3796221.6334543186,"1290084.444 [469.487, 3796221.633]",222.122819527572,9.7616222333596,611.421817043397,"222.123 [9.762, 611.422]"
ptest_dc,0.547213231427636,0.22254485325092013,0.817240654199943,"0.547 [0.223, 0.817]",1527768.5231245232,444.07827344401676,4497201.84710813,"1527768.523 [444.078, 4497201.847]",214.26854902961495,9.274383652007273,579.7736029484867,"214.269 [9.274, 579.774]"
ptest_pc,0.5851101451643691,0.3189092407543437,0.8169292434605515,"0.585 [0.319, 0.817]",1417272.0897244918,428.33509773217725,4166890.1057452513,"1417272.090 [428.335, 4166890.106]",206.73265804795696,9.076873829499496,556.2419974065681,"206.733 [9.077, 556.242]"
ptest_rdc,0.5033536709151217,0.10837940866657313,0.8130337016745154,"0.503 [0.108, 0.813]",1521696.279232054,447.34440552644355,4466093.493526592,"1521696.279 [447.344, 4466093.494]",229.43920230557552,9.331550854001597,626.1274928812109,"229.439 [9.332, 626.127]"
r_cforest,0.12545239939450553,-0.3161452815722219,0.4873960098231657,"0.125 [-0.316, 0.487]",1558778.8801946563,7265.7020062618185,4414075.349307957,"1558778.880 [7265.702, 4414075.349]",291.2184264162578,40.002693389200275,713.741047303755,"291.218 [40.003, 713.741]"
r_ctree,-0.052059860713984635,-0.5835003203090902,0.3812961534637745,"-0.052 [-0.584, 0.381]",1527397.0117315245,8345.320799152427,4204467.281205481,"1527397.012 [8345.321, 4204467.281]",310.8004297449435,37.59131183818436,736.3300476807485,"310.800 [37.591, 736.330]"
rf,0.6001972122504927,0.35422660107568243,0.8244044491395506,"0.600 [0.354, 0.824]",1167659.897418239,425.1875735805966,3424466.7284176517,"1167659.897 [425.188, 3424466.728]",196.66681736692462,9.219921926536434,534.9730370413499,"196.667 [9.220, 534.973]"
rfe,0.6249180461659822,0.404087771115901,0.8242600078996204,"0.625 [0.404, 0.824]",1133623.5470854554,424.92107737035786,3306287.44260011,"1133623.547 [424.921, 3306287.443]",207.62586184416506,8.963119374645009,555.972023921256,"207.626 [8.963, 555.972]"
xgb,0.44061286443853126,0.020303081011396894,0.7591683673885584,"0.441 [0.020, 0.759]",1416830.2270755328,911.7877093378634,4077501.481857756,"1416830.227 [911.788, 4077501.482]",246.00562769339936,12.212883940911171,653.51276558888,"246.006 [12.213, 653.513]"
