method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.7431404475015806,0.677876760027634,0.8082755040695074,"0.743 [0.678, 0.808]",0.723000012452664,0.6555231442940569,0.7881831973846342,"0.723 [0.656, 0.788]",0.7414776348668541,0.675856022221645,0.8067068960066084,"0.741 [0.676, 0.807]"
cat,0.8003362906823497,0.753397963465329,0.8490345413581476,"0.800 [0.753, 0.849]",0.7808693125061856,0.7341942706770282,0.8318458935927019,"0.781 [0.734, 0.832]",0.7987092916327782,0.7519739892798787,0.8458463660680968,"0.799 [0.752, 0.846]"
cif,0.7736849761620711,0.7240761527861763,0.8239478058583526,"0.774 [0.724, 0.824]",0.750718690286735,0.7016974403612329,0.8015066727528959,"0.751 [0.702, 0.802]",0.7703287256406588,0.7205189392257552,0.8197584762962846,"0.770 [0.721, 0.820]"
cit,0.7398327464428276,0.6863552554129924,0.7931654745789628,"0.740 [0.686, 0.793]",0.7160009092991438,0.6595001598324666,0.7728894440760271,"0.716 [0.660, 0.773]",0.7398412142475039,0.6876993067558346,0.7945157988847994,"0.740 [0.688, 0.795]"
cpi,0.6520402940061587,0.5654884298922536,0.7371593067817427,"0.652 [0.565, 0.737]",0.6292808728434266,0.5411943326034933,0.717623668765057,"0.629 [0.541, 0.718]",0.6536315366822606,0.5670156940925746,0.7395153632438635,"0.654 [0.567, 0.740]"
et,0.7788247316395858,0.7226501897251185,0.83403184509434,"0.779 [0.723, 0.834]",0.7614218083605162,0.7058060795147497,0.8148532475709405,"0.761 [0.706, 0.815]",0.7792010570922213,0.7256189287800839,0.8332500960152505,"0.779 [0.726, 0.833]"
lgbm,0.8000620859605626,0.7527242770177454,0.8473158056075081,"0.800 [0.753, 0.847]",0.7812007037275782,0.7334979279615018,0.8301376795072076,"0.781 [0.733, 0.830]",0.7987689246948518,0.7512854795688654,0.844827014468102,"0.799 [0.751, 0.845]"
pi,0.7112974044143971,0.6482530041490486,0.7755474644541009,"0.711 [0.648, 0.776]",0.6904265809479799,0.6267295257821293,0.7571601093339825,"0.690 [0.627, 0.757]",0.7130590807646289,0.6510122241905592,0.7774122395980199,"0.713 [0.651, 0.777]"
ptest_mc,0.7473234875785386,0.6923370455744788,0.8074667150892471,"0.747 [0.692, 0.807]",0.7263124361174189,0.6693712578731388,0.7886351397272277,"0.726 [0.669, 0.789]",0.7464506151696757,0.6917358482568209,0.804673405984675,"0.746 [0.692, 0.805]"
ptest_rdc,0.7267238300688653,0.6602241177860511,0.7958458425332643,"0.727 [0.660, 0.796]",0.7040480681250142,0.6340030315683622,0.7730487834413212,"0.704 [0.634, 0.773]",0.7247179138585729,0.6588244727638177,0.7918669633428206,"0.725 [0.659, 0.792]"
r_cforest,0.6852243253642527,0.6235018391696023,0.743398474297978,"0.685 [0.624, 0.743]",0.6662090396597707,0.6082389904411633,0.7237789764964265,"0.666 [0.608, 0.724]",0.6871638645233888,0.626675527054009,0.7445935637554775,"0.687 [0.627, 0.745]"
r_ctree,0.671108975997923,0.6163017975883294,0.7257521832265205,"0.671 [0.616, 0.726]",0.6541398968176254,0.6036390245768349,0.7056764448860822,"0.654 [0.604, 0.706]",0.6748137107501455,0.6196619766823509,0.7299854950343233,"0.675 [0.620, 0.730]"
rf,0.7887304214858876,0.7386928625301795,0.8395023218542113,"0.789 [0.739, 0.840]",0.7722120243461958,0.7220874609106172,0.8237364724953348,"0.772 [0.722, 0.824]",0.7892953868754086,0.7386399416736413,0.8391471416217346,"0.789 [0.739, 0.839]"
rfe,0.8011064392404622,0.752880489602292,0.8474692246472255,"0.801 [0.753, 0.847]",0.7796166560418789,0.7327855360960971,0.8262463742439529,"0.780 [0.733, 0.826]",0.7959835295598698,0.7484461528181473,0.8415366177738951,"0.796 [0.748, 0.842]"
xgb,0.7880346693146383,0.7397953368866246,0.8379941803968876,"0.788 [0.740, 0.838]",0.767035027314319,0.7167660201068939,0.8167278927917615,"0.767 [0.717, 0.817]",0.7851477312371267,0.7343117154870842,0.8332392809161502,"0.785 [0.734, 0.833]"
