method,avg_rank,std_rank,cd
cif,5.966666666666667,2.1791945504908203,5.956015253524448
et,6.133333333333334,3.630733014450694,5.956015253524448
cat,6.3,2.9540932054806035,5.956015253524448
rf,6.433333333333334,4.253887111284872,5.956015253524448
pi,6.633333333333334,3.716928241916375,5.956015253524448
rfe,6.8,4.707440918375928,5.956015253524448
xgb,7.7,4.689705036922187,5.956015253524448
boruta,8.033333333333333,3.779182745280019,5.956015253524448
lgbm,8.166666666666666,3.775652997238432,5.956015253524448
ptest_pc,8.366666666666667,3.9432079439066983,5.956015253524448
ptest_rdc,9.066666666666666,3.3954217541991585,5.956015253524448
ptest_dc,9.9,2.9676028485406647,5.956015253524448
cpi,9.966666666666667,3.5518383346593287,5.956015253524448
cit,10.5,4.658325879540846,5.956015253524448
r_cforest,13.0,4.788875998951459,5.956015253524448
r_ctree,13.033333333333333,3.0901276492871435,5.956015253524448
