method,avg_rank,std_rank,cd
cat,4.326086956521739,2.7959936230729587,4.289604706734938
lgbm,4.326086956521739,2.243874248841159,4.289604706734938
rf,4.869565217391305,2.044171945164806,4.289604706734938
et,5.630434782608695,2.546171001226316,4.289604706734938
xgb,5.673913043478261,2.7091178399433704,4.289604706734938
boruta,5.739130434782608,4.18036186601266,4.289604706734938
rfe,5.8478260869565215,3.745823130671814,4.289604706734938
cif,6.282608695652174,2.548768189079485,4.289604706734938
ptest_mc,8.630434782608695,2.7513529924793283,4.289604706734938
ptest_rdc,9.891304347826088,2.948678855746912,4.289604706734938
cit,10.152173913043478,3.7747294248228993,4.289604706734938
pi,10.652173913043478,2.6186404645918335,4.289604706734938
r_ctree,12.326086956521738,3.3609286231382343,4.289604706734938
cpi,12.608695652173912,2.9041069933994392,4.289604706734938
r_cforest,13.043478260869565,1.601039359958432,4.289604706734938
