task,dataset,downstream_model,k,model_variant,ranking_variant,candidate_score,candidate_fold_seed_rows,candidate_nonnull_score_rows,candidate_score_missing_rows,reference_score,reference_fold_seed_rows,reference_nonnull_score_rows,reference_score_missing_rows,reference_model_variant,reference_ranking_variant,delta_vs_reference,candidate_complete,reference_complete
classification,ALLAML,knn,5,cif_default,split_count,0.8759999999999999,25,25,0,0.858,25,25,0,cif_default,split_importance,0.017999999999999905,True,True
classification,ALLAML,knn,5,cif_no_bootstrap,split_count,0.8964444444444445,25,25,0,0.858,25,25,0,cif_default,split_importance,0.0384444444444445,True,True
classification,ALLAML,knn,5,cif_no_bootstrap,split_importance,0.8959999999999999,25,25,0,0.858,25,25,0,cif_default,split_importance,0.03799999999999992,True,True
classification,ALLAML,knn,5,cif_no_mute,split_count,0.8759999999999999,25,25,0,0.858,25,25,0,cif_default,split_importance,0.017999999999999905,True,True
classification,ALLAML,knn,5,cif_no_mute,split_importance,0.8540000000000001,25,25,0,0.858,25,25,0,cif_default,split_importance,-0.0039999999999998925,True,True
classification,ALLAML,knn,5,cif_one_tree,split_count,0.708,25,25,0,0.858,25,25,0,cif_default,split_importance,-0.15000000000000002,True,True
classification,ALLAML,knn,5,cif_one_tree,split_importance,0.708,25,25,0,0.858,25,25,0,cif_default,split_importance,-0.15000000000000002,True,True
classification,ALLAML,knn,10,cif_default,split_count,0.9022222222222221,25,25,0,0.8986666666666667,25,25,0,cif_default,split_importance,0.003555555555555423,True,True
classification,ALLAML,knn,10,cif_no_bootstrap,split_count,0.9224444444444444,25,25,0,0.8986666666666667,25,25,0,cif_default,split_importance,0.023777777777777676,True,True
classification,ALLAML,knn,10,cif_no_bootstrap,split_importance,0.9008888888888889,25,25,0,0.8986666666666667,25,25,0,cif_default,split_importance,0.0022222222222221255,True,True
classification,ALLAML,knn,10,cif_no_mute,split_count,0.9004444444444445,25,25,0,0.8986666666666667,25,25,0,cif_default,split_importance,0.001777777777777767,True,True
classification,ALLAML,knn,10,cif_no_mute,split_importance,0.9006666666666666,25,25,0,0.8986666666666667,25,25,0,cif_default,split_importance,0.0019999999999998908,True,True
classification,ALLAML,knn,10,cif_one_tree,split_count,0.7244444444444444,25,25,0,0.8986666666666667,25,25,0,cif_default,split_importance,-0.17422222222222228,True,True
classification,ALLAML,knn,10,cif_one_tree,split_importance,0.7244444444444444,25,25,0,0.8986666666666667,25,25,0,cif_default,split_importance,-0.17422222222222228,True,True
classification,ALLAML,knn,25,cif_default,split_count,0.8886666666666666,25,25,0,0.9151111111111111,25,25,0,cif_default,split_importance,-0.026444444444444493,True,True
classification,ALLAML,knn,25,cif_no_bootstrap,split_count,0.8993333333333333,25,25,0,0.9151111111111111,25,25,0,cif_default,split_importance,-0.01577777777777778,True,True
classification,ALLAML,knn,25,cif_no_bootstrap,split_importance,0.9033333333333333,25,25,0,0.9151111111111111,25,25,0,cif_default,split_importance,-0.011777777777777776,True,True
classification,ALLAML,knn,25,cif_no_mute,split_count,0.8868888888888888,25,25,0,0.9151111111111111,25,25,0,cif_default,split_importance,-0.02822222222222226,True,True
classification,ALLAML,knn,25,cif_no_mute,split_importance,0.9131111111111112,25,25,0,0.9151111111111111,25,25,0,cif_default,split_importance,-0.0019999999999998908,True,True
classification,ALLAML,knn,25,cif_one_tree,split_count,0.6646666666666667,25,25,0,0.9151111111111111,25,25,0,cif_default,split_importance,-0.25044444444444436,True,True
classification,ALLAML,knn,25,cif_one_tree,split_importance,0.6646666666666667,25,25,0,0.9151111111111111,25,25,0,cif_default,split_importance,-0.25044444444444436,True,True
classification,ALLAML,knn,50,cif_default,split_count,0.8891111111111111,25,25,0,0.9228888888888889,25,25,0,cif_default,split_importance,-0.033777777777777795,True,True
classification,ALLAML,knn,50,cif_no_bootstrap,split_count,0.9513333333333334,25,25,0,0.9228888888888889,25,25,0,cif_default,split_importance,0.028444444444444494,True,True
classification,ALLAML,knn,50,cif_no_bootstrap,split_importance,0.9193333333333333,25,25,0,0.9228888888888889,25,25,0,cif_default,split_importance,-0.003555555555555534,True,True
classification,ALLAML,knn,50,cif_no_mute,split_count,0.9071111111111111,25,25,0,0.9228888888888889,25,25,0,cif_default,split_importance,-0.01577777777777778,True,True
classification,ALLAML,knn,50,cif_no_mute,split_importance,0.9188888888888889,25,25,0,0.9228888888888889,25,25,0,cif_default,split_importance,-0.0040000000000000036,True,True
classification,ALLAML,knn,50,cif_one_tree,split_count,0.6402222222222222,25,25,0,0.9228888888888889,25,25,0,cif_default,split_importance,-0.2826666666666666,True,True
classification,ALLAML,knn,50,cif_one_tree,split_importance,0.6402222222222222,25,25,0,0.9228888888888889,25,25,0,cif_default,split_importance,-0.2826666666666666,True,True
classification,ALLAML,knn,100,cif_default,split_count,0.9291111111111111,25,25,0,0.9471111111111111,25,25,0,cif_default,split_importance,-0.018000000000000016,True,True
classification,ALLAML,knn,100,cif_no_bootstrap,split_count,0.9531111111111111,25,25,0,0.9471111111111111,25,25,0,cif_default,split_importance,0.006000000000000005,True,True
classification,ALLAML,knn,100,cif_no_bootstrap,split_importance,0.9491111111111111,25,25,0,0.9471111111111111,25,25,0,cif_default,split_importance,0.0020000000000000018,True,True
classification,ALLAML,knn,100,cif_no_mute,split_count,0.9211111111111111,25,25,0,0.9471111111111111,25,25,0,cif_default,split_importance,-0.026000000000000023,True,True
classification,ALLAML,knn,100,cif_no_mute,split_importance,0.9448888888888889,25,25,0,0.9471111111111111,25,25,0,cif_default,split_importance,-0.0022222222222222365,True,True
classification,ALLAML,knn,100,cif_one_tree,split_count,0.7346666666666667,25,25,0,0.9471111111111111,25,25,0,cif_default,split_importance,-0.21244444444444444,True,True
classification,ALLAML,knn,100,cif_one_tree,split_importance,0.7346666666666667,25,25,0,0.9471111111111111,25,25,0,cif_default,split_importance,-0.21244444444444444,True,True
classification,ALLAML,lr,5,cif_default,split_count,0.8973333333333333,25,25,0,0.9064444444444445,25,25,0,cif_default,split_importance,-0.009111111111111181,True,True
classification,ALLAML,lr,5,cif_no_bootstrap,split_count,0.9133333333333333,25,25,0,0.9064444444444445,25,25,0,cif_default,split_importance,0.006888888888888833,True,True
classification,ALLAML,lr,5,cif_no_bootstrap,split_importance,0.8993333333333333,25,25,0,0.9064444444444445,25,25,0,cif_default,split_importance,-0.007111111111111179,True,True
classification,ALLAML,lr,5,cif_no_mute,split_count,0.8933333333333333,25,25,0,0.9064444444444445,25,25,0,cif_default,split_importance,-0.013111111111111184,True,True
classification,ALLAML,lr,5,cif_no_mute,split_importance,0.8984444444444445,25,25,0,0.9064444444444445,25,25,0,cif_default,split_importance,-0.008000000000000007,True,True
classification,ALLAML,lr,5,cif_one_tree,split_count,0.7613333333333334,25,25,0,0.9064444444444445,25,25,0,cif_default,split_importance,-0.14511111111111108,True,True
classification,ALLAML,lr,5,cif_one_tree,split_importance,0.7613333333333334,25,25,0,0.9064444444444445,25,25,0,cif_default,split_importance,-0.14511111111111108,True,True
classification,ALLAML,lr,10,cif_default,split_count,0.9193333333333333,25,25,0,0.9244444444444444,25,25,0,cif_default,split_importance,-0.005111111111111066,True,True
classification,ALLAML,lr,10,cif_no_bootstrap,split_count,0.938,25,25,0,0.9244444444444444,25,25,0,cif_default,split_importance,0.013555555555555543,True,True
classification,ALLAML,lr,10,cif_no_bootstrap,split_importance,0.9257777777777778,25,25,0,0.9244444444444444,25,25,0,cif_default,split_importance,0.0013333333333334085,True,True
classification,ALLAML,lr,10,cif_no_mute,split_count,0.9175555555555556,25,25,0,0.9244444444444444,25,25,0,cif_default,split_importance,-0.006888888888888833,True,True
classification,ALLAML,lr,10,cif_no_mute,split_importance,0.9244444444444444,25,25,0,0.9244444444444444,25,25,0,cif_default,split_importance,0.0,True,True
classification,ALLAML,lr,10,cif_one_tree,split_count,0.7568888888888888,25,25,0,0.9244444444444444,25,25,0,cif_default,split_importance,-0.16755555555555557,True,True
classification,ALLAML,lr,10,cif_one_tree,split_importance,0.7568888888888888,25,25,0,0.9244444444444444,25,25,0,cif_default,split_importance,-0.16755555555555557,True,True
classification,ALLAML,lr,25,cif_default,split_count,0.9362222222222222,25,25,0,0.9504444444444445,25,25,0,cif_default,split_importance,-0.014222222222222358,True,True
classification,ALLAML,lr,25,cif_no_bootstrap,split_count,0.9522222222222223,25,25,0,0.9504444444444445,25,25,0,cif_default,split_importance,0.001777777777777767,True,True
classification,ALLAML,lr,25,cif_no_bootstrap,split_importance,0.9588888888888889,25,25,0,0.9504444444444445,25,25,0,cif_default,split_importance,0.008444444444444366,True,True
classification,ALLAML,lr,25,cif_no_mute,split_count,0.9366666666666668,25,25,0,0.9504444444444445,25,25,0,cif_default,split_importance,-0.013777777777777778,True,True
classification,ALLAML,lr,25,cif_no_mute,split_importance,0.9508888888888889,25,25,0,0.9504444444444445,25,25,0,cif_default,split_importance,0.0004444444444443585,True,True
classification,ALLAML,lr,25,cif_one_tree,split_count,0.7286666666666668,25,25,0,0.9504444444444445,25,25,0,cif_default,split_importance,-0.22177777777777774,True,True
classification,ALLAML,lr,25,cif_one_tree,split_importance,0.7286666666666668,25,25,0,0.9504444444444445,25,25,0,cif_default,split_importance,-0.22177777777777774,True,True
classification,ALLAML,lr,50,cif_default,split_count,0.9488888888888889,25,25,0,0.9646666666666667,25,25,0,cif_default,split_importance,-0.01577777777777778,True,True
classification,ALLAML,lr,50,cif_no_bootstrap,split_count,0.9602222222222223,25,25,0,0.9646666666666667,25,25,0,cif_default,split_importance,-0.004444444444444362,True,True
classification,ALLAML,lr,50,cif_no_bootstrap,split_importance,0.9544444444444444,25,25,0,0.9646666666666667,25,25,0,cif_default,split_importance,-0.010222222222222244,True,True
classification,ALLAML,lr,50,cif_no_mute,split_count,0.955111111111111,25,25,0,0.9646666666666667,25,25,0,cif_default,split_importance,-0.00955555555555565,True,True
classification,ALLAML,lr,50,cif_no_mute,split_importance,0.9646666666666667,25,25,0,0.9646666666666667,25,25,0,cif_default,split_importance,0.0,True,True
classification,ALLAML,lr,50,cif_one_tree,split_count,0.7871111111111111,25,25,0,0.9646666666666667,25,25,0,cif_default,split_importance,-0.17755555555555558,True,True
classification,ALLAML,lr,50,cif_one_tree,split_importance,0.7871111111111111,25,25,0,0.9646666666666667,25,25,0,cif_default,split_importance,-0.17755555555555558,True,True
classification,ALLAML,lr,100,cif_default,split_count,0.9728888888888889,25,25,0,0.9622222222222223,25,25,0,cif_default,split_importance,0.010666666666666602,True,True
classification,ALLAML,lr,100,cif_no_bootstrap,split_count,0.9624444444444444,25,25,0,0.9622222222222223,25,25,0,cif_default,split_importance,0.00022222222222212373,True,True
classification,ALLAML,lr,100,cif_no_bootstrap,split_importance,0.9624444444444444,25,25,0,0.9622222222222223,25,25,0,cif_default,split_importance,0.00022222222222212373,True,True
classification,ALLAML,lr,100,cif_no_mute,split_count,0.9708888888888889,25,25,0,0.9622222222222223,25,25,0,cif_default,split_importance,0.0086666666666666,True,True
classification,ALLAML,lr,100,cif_no_mute,split_importance,0.9644444444444444,25,25,0,0.9622222222222223,25,25,0,cif_default,split_importance,0.0022222222222221255,True,True
classification,ALLAML,lr,100,cif_one_tree,split_count,0.8146666666666667,25,25,0,0.9622222222222223,25,25,0,cif_default,split_importance,-0.14755555555555566,True,True
classification,ALLAML,lr,100,cif_one_tree,split_importance,0.8146666666666667,25,25,0,0.9622222222222223,25,25,0,cif_default,split_importance,-0.14755555555555566,True,True
classification,ALLAML,svm,5,cif_default,split_count,0.9006666666666666,25,25,0,0.8793333333333334,25,25,0,cif_default,split_importance,0.021333333333333204,True,True
classification,ALLAML,svm,5,cif_no_bootstrap,split_count,0.892888888888889,25,25,0,0.8793333333333334,25,25,0,cif_default,split_importance,0.013555555555555543,True,True
classification,ALLAML,svm,5,cif_no_bootstrap,split_importance,0.8946666666666667,25,25,0,0.8793333333333334,25,25,0,cif_default,split_importance,0.01533333333333331,True,True
classification,ALLAML,svm,5,cif_no_mute,split_count,0.9006666666666666,25,25,0,0.8793333333333334,25,25,0,cif_default,split_importance,0.021333333333333204,True,True
classification,ALLAML,svm,5,cif_no_mute,split_importance,0.8793333333333334,25,25,0,0.8793333333333334,25,25,0,cif_default,split_importance,0.0,True,True
classification,ALLAML,svm,5,cif_one_tree,split_count,0.7384444444444445,25,25,0,0.8793333333333334,25,25,0,cif_default,split_importance,-0.14088888888888895,True,True
classification,ALLAML,svm,5,cif_one_tree,split_importance,0.7384444444444445,25,25,0,0.8793333333333334,25,25,0,cif_default,split_importance,-0.14088888888888895,True,True
classification,ALLAML,svm,10,cif_default,split_count,0.9113333333333334,25,25,0,0.8982222222222223,25,25,0,cif_default,split_importance,0.013111111111111184,True,True
classification,ALLAML,svm,10,cif_no_bootstrap,split_count,0.9255555555555556,25,25,0,0.8982222222222223,25,25,0,cif_default,split_importance,0.02733333333333332,True,True
classification,ALLAML,svm,10,cif_no_bootstrap,split_importance,0.9235555555555556,25,25,0,0.8982222222222223,25,25,0,cif_default,split_importance,0.02533333333333332,True,True
classification,ALLAML,svm,10,cif_no_mute,split_count,0.9073333333333333,25,25,0,0.8982222222222223,25,25,0,cif_default,split_importance,0.00911111111111107,True,True
classification,ALLAML,svm,10,cif_no_mute,split_importance,0.8977777777777777,25,25,0,0.8982222222222223,25,25,0,cif_default,split_importance,-0.00044444444444458053,True,True
classification,ALLAML,svm,10,cif_one_tree,split_count,0.7366666666666667,25,25,0,0.8982222222222223,25,25,0,cif_default,split_importance,-0.16155555555555556,True,True
classification,ALLAML,svm,10,cif_one_tree,split_importance,0.7366666666666667,25,25,0,0.8982222222222223,25,25,0,cif_default,split_importance,-0.16155555555555556,True,True
classification,ALLAML,svm,25,cif_default,split_count,0.9135555555555556,25,25,0,0.9382222222222222,25,25,0,cif_default,split_importance,-0.024666666666666615,True,True
classification,ALLAML,svm,25,cif_no_bootstrap,split_count,0.9420000000000001,25,25,0,0.9382222222222222,25,25,0,cif_default,split_importance,0.00377777777777788,True,True
classification,ALLAML,svm,25,cif_no_bootstrap,split_importance,0.9426666666666667,25,25,0,0.9382222222222222,25,25,0,cif_default,split_importance,0.004444444444444473,True,True
classification,ALLAML,svm,25,cif_no_mute,split_count,0.9135555555555556,25,25,0,0.9382222222222222,25,25,0,cif_default,split_importance,-0.024666666666666615,True,True
classification,ALLAML,svm,25,cif_no_mute,split_importance,0.9404444444444445,25,25,0,0.9382222222222222,25,25,0,cif_default,split_importance,0.0022222222222223476,True,True
classification,ALLAML,svm,25,cif_one_tree,split_count,0.7528888888888889,25,25,0,0.9382222222222222,25,25,0,cif_default,split_importance,-0.18533333333333324,True,True
classification,ALLAML,svm,25,cif_one_tree,split_importance,0.7528888888888889,25,25,0,0.9382222222222222,25,25,0,cif_default,split_importance,-0.18533333333333324,True,True
classification,ALLAML,svm,50,cif_default,split_count,0.9486666666666665,25,25,0,0.9540000000000001,25,25,0,cif_default,split_importance,-0.005333333333333523,True,True
classification,ALLAML,svm,50,cif_no_bootstrap,split_count,0.95,25,25,0,0.9540000000000001,25,25,0,cif_default,split_importance,-0.004000000000000115,True,True
classification,ALLAML,svm,50,cif_no_bootstrap,split_importance,0.9442222222222222,25,25,0,0.9540000000000001,25,25,0,cif_default,split_importance,-0.009777777777777885,True,True
classification,ALLAML,svm,50,cif_no_mute,split_count,0.9526666666666667,25,25,0,0.9540000000000001,25,25,0,cif_default,split_importance,-0.0013333333333334085,True,True
classification,ALLAML,svm,50,cif_no_mute,split_importance,0.956,25,25,0,0.9540000000000001,25,25,0,cif_default,split_importance,0.0019999999999998908,True,True
classification,ALLAML,svm,50,cif_one_tree,split_count,0.7586666666666667,25,25,0,0.9540000000000001,25,25,0,cif_default,split_importance,-0.19533333333333336,True,True
classification,ALLAML,svm,50,cif_one_tree,split_importance,0.7586666666666667,25,25,0,0.9540000000000001,25,25,0,cif_default,split_importance,-0.19533333333333336,True,True
classification,ALLAML,svm,100,cif_default,split_count,0.9477777777777777,25,25,0,0.958,25,25,0,cif_default,split_importance,-0.010222222222222244,True,True
classification,ALLAML,svm,100,cif_no_bootstrap,split_count,0.9522222222222223,25,25,0,0.958,25,25,0,cif_default,split_importance,-0.0057777777777776596,True,True
classification,ALLAML,svm,100,cif_no_bootstrap,split_importance,0.9522222222222223,25,25,0,0.958,25,25,0,cif_default,split_importance,-0.0057777777777776596,True,True
classification,ALLAML,svm,100,cif_no_mute,split_count,0.9542222222222222,25,25,0,0.958,25,25,0,cif_default,split_importance,-0.003777777777777769,True,True
classification,ALLAML,svm,100,cif_no_mute,split_importance,0.96,25,25,0,0.958,25,25,0,cif_default,split_importance,0.0020000000000000018,True,True
classification,ALLAML,svm,100,cif_one_tree,split_count,0.7482222222222222,25,25,0,0.958,25,25,0,cif_default,split_importance,-0.20977777777777773,True,True
classification,ALLAML,svm,100,cif_one_tree,split_importance,0.7482222222222222,25,25,0,0.958,25,25,0,cif_default,split_importance,-0.20977777777777773,True,True
classification,CLL_SUB_111,knn,5,cif_default,split_count,0.6752323232323232,25,25,0,0.6772390572390572,25,25,0,cif_default,split_importance,-0.0020067340067340123,True,True
classification,CLL_SUB_111,knn,5,cif_no_bootstrap,split_count,0.6479461279461279,25,25,0,0.6772390572390572,25,25,0,cif_default,split_importance,-0.02929292929292926,True,True
classification,CLL_SUB_111,knn,5,cif_no_bootstrap,split_importance,0.603986531986532,25,25,0,0.6772390572390572,25,25,0,cif_default,split_importance,-0.07325252525252524,True,True
classification,CLL_SUB_111,knn,5,cif_no_mute,split_count,0.6496296296296297,25,25,0,0.6772390572390572,25,25,0,cif_default,split_importance,-0.027609427609427528,True,True
classification,CLL_SUB_111,knn,5,cif_no_mute,split_importance,0.6585993265993265,25,25,0,0.6772390572390572,25,25,0,cif_default,split_importance,-0.01863973063973068,True,True
classification,CLL_SUB_111,knn,5,cif_one_tree,split_count,0.542074074074074,25,25,0,0.6772390572390572,25,25,0,cif_default,split_importance,-0.13516498316498315,True,True
classification,CLL_SUB_111,knn,5,cif_one_tree,split_importance,0.530074074074074,25,25,0,0.6772390572390572,25,25,0,cif_default,split_importance,-0.14716498316498317,True,True
classification,CLL_SUB_111,knn,10,cif_default,split_count,0.6812794612794613,25,25,0,0.6611447811447811,25,25,0,cif_default,split_importance,0.020134680134680116,True,True
classification,CLL_SUB_111,knn,10,cif_no_bootstrap,split_count,0.6671515151515152,25,25,0,0.6611447811447811,25,25,0,cif_default,split_importance,0.006006734006734016,True,True
classification,CLL_SUB_111,knn,10,cif_no_bootstrap,split_importance,0.6640673400673401,25,25,0,0.6611447811447811,25,25,0,cif_default,split_importance,0.002922558922558993,True,True
classification,CLL_SUB_111,knn,10,cif_no_mute,split_count,0.6845252525252525,25,25,0,0.6611447811447811,25,25,0,cif_default,split_importance,0.02338047138047139,True,True
classification,CLL_SUB_111,knn,10,cif_no_mute,split_importance,0.6753131313131313,25,25,0,0.6611447811447811,25,25,0,cif_default,split_importance,0.014168350168350163,True,True
classification,CLL_SUB_111,knn,10,cif_one_tree,split_count,0.5633939393939393,25,25,0,0.6611447811447811,25,25,0,cif_default,split_importance,-0.09775084175084181,True,True
classification,CLL_SUB_111,knn,10,cif_one_tree,split_importance,0.5633939393939393,25,25,0,0.6611447811447811,25,25,0,cif_default,split_importance,-0.09775084175084181,True,True
classification,CLL_SUB_111,knn,25,cif_default,split_count,0.736040404040404,25,25,0,0.6934545454545454,25,25,0,cif_default,split_importance,0.042585858585858616,True,True
classification,CLL_SUB_111,knn,25,cif_no_bootstrap,split_count,0.7271380471380471,25,25,0,0.6934545454545454,25,25,0,cif_default,split_importance,0.03368350168350165,True,True
classification,CLL_SUB_111,knn,25,cif_no_bootstrap,split_importance,0.6906936026936027,25,25,0,0.6934545454545454,25,25,0,cif_default,split_importance,-0.0027609427609427417,True,True
classification,CLL_SUB_111,knn,25,cif_no_mute,split_count,0.7308821548821548,25,25,0,0.6934545454545454,25,25,0,cif_default,split_importance,0.037427609427609365,True,True
classification,CLL_SUB_111,knn,25,cif_no_mute,split_importance,0.6870168350168351,25,25,0,0.6934545454545454,25,25,0,cif_default,split_importance,-0.006437710437710353,True,True
classification,CLL_SUB_111,knn,25,cif_one_tree,split_count,0.5791380471380472,25,25,0,0.6934545454545454,25,25,0,cif_default,split_importance,-0.11431649831649826,True,True
classification,CLL_SUB_111,knn,25,cif_one_tree,split_importance,0.5791380471380472,25,25,0,0.6934545454545454,25,25,0,cif_default,split_importance,-0.11431649831649826,True,True
classification,CLL_SUB_111,knn,50,cif_default,split_count,0.6682154882154882,25,25,0,0.7516902356902356,25,25,0,cif_default,split_importance,-0.08347474747474748,True,True
classification,CLL_SUB_111,knn,50,cif_no_bootstrap,split_count,0.72203367003367,25,25,0,0.7516902356902356,25,25,0,cif_default,split_importance,-0.029656565656565603,True,True
classification,CLL_SUB_111,knn,50,cif_no_bootstrap,split_importance,0.7080269360269361,25,25,0,0.7516902356902356,25,25,0,cif_default,split_importance,-0.043663299663299515,True,True
classification,CLL_SUB_111,knn,50,cif_no_mute,split_count,0.6679999999999999,25,25,0,0.7516902356902356,25,25,0,cif_default,split_importance,-0.0836902356902357,True,True
classification,CLL_SUB_111,knn,50,cif_no_mute,split_importance,0.7183838383838383,25,25,0,0.7516902356902356,25,25,0,cif_default,split_importance,-0.033306397306397284,True,True
classification,CLL_SUB_111,knn,50,cif_one_tree,split_count,0.5294141414141413,25,25,0,0.7516902356902356,25,25,0,cif_default,split_importance,-0.2222760942760943,True,True
classification,CLL_SUB_111,knn,50,cif_one_tree,split_importance,0.5294141414141413,25,25,0,0.7516902356902356,25,25,0,cif_default,split_importance,-0.2222760942760943,True,True
classification,CLL_SUB_111,knn,100,cif_default,split_count,0.7040942760942761,25,25,0,0.7205925925925927,25,25,0,cif_default,split_importance,-0.016498316498316568,True,True
classification,CLL_SUB_111,knn,100,cif_no_bootstrap,split_count,0.7399326599326599,25,25,0,0.7205925925925927,25,25,0,cif_default,split_importance,0.019340067340067213,True,True
classification,CLL_SUB_111,knn,100,cif_no_bootstrap,split_importance,0.7587744107744108,25,25,0,0.7205925925925927,25,25,0,cif_default,split_importance,0.038181818181818095,True,True
classification,CLL_SUB_111,knn,100,cif_no_mute,split_count,0.6866666666666668,25,25,0,0.7205925925925927,25,25,0,cif_default,split_importance,-0.033925925925925915,True,True
classification,CLL_SUB_111,knn,100,cif_no_mute,split_importance,0.7270841750841751,25,25,0,0.7205925925925927,25,25,0,cif_default,split_importance,0.006491582491582437,True,True
classification,CLL_SUB_111,knn,100,cif_one_tree,split_count,0.5665723905723905,25,25,0,0.7205925925925927,25,25,0,cif_default,split_importance,-0.15402020202020217,True,True
classification,CLL_SUB_111,knn,100,cif_one_tree,split_importance,0.5665723905723905,25,25,0,0.7205925925925927,25,25,0,cif_default,split_importance,-0.15402020202020217,True,True
classification,CLL_SUB_111,lr,5,cif_default,split_count,0.7025993265993266,25,25,0,0.6741010101010102,25,25,0,cif_default,split_importance,0.028498316498316356,True,True
classification,CLL_SUB_111,lr,5,cif_no_bootstrap,split_count,0.6724848484848485,25,25,0,0.6741010101010102,25,25,0,cif_default,split_importance,-0.0016161616161617376,True,True
classification,CLL_SUB_111,lr,5,cif_no_bootstrap,split_importance,0.6386666666666667,25,25,0,0.6741010101010102,25,25,0,cif_default,split_importance,-0.035434343434343485,True,True
classification,CLL_SUB_111,lr,5,cif_no_mute,split_count,0.6966599326599326,25,25,0,0.6741010101010102,25,25,0,cif_default,split_importance,0.022558922558922445,True,True
classification,CLL_SUB_111,lr,5,cif_no_mute,split_importance,0.6743973063973064,25,25,0,0.6741010101010102,25,25,0,cif_default,split_importance,0.000296296296296239,True,True
classification,CLL_SUB_111,lr,5,cif_one_tree,split_count,0.600121212121212,25,25,0,0.6741010101010102,25,25,0,cif_default,split_importance,-0.07397979797979815,True,True
classification,CLL_SUB_111,lr,5,cif_one_tree,split_importance,0.5867878787878787,25,25,0,0.6741010101010102,25,25,0,cif_default,split_importance,-0.08731313131313145,True,True
classification,CLL_SUB_111,lr,10,cif_default,split_count,0.7244848484848485,25,25,0,0.7037306397306398,25,25,0,cif_default,split_importance,0.020754208754208747,True,True
classification,CLL_SUB_111,lr,10,cif_no_bootstrap,split_count,0.7275690235690235,25,25,0,0.7037306397306398,25,25,0,cif_default,split_importance,0.02383838383838377,True,True
classification,CLL_SUB_111,lr,10,cif_no_bootstrap,split_importance,0.6781414141414142,25,25,0,0.7037306397306398,25,25,0,cif_default,split_importance,-0.025589225589225606,True,True
classification,CLL_SUB_111,lr,10,cif_no_mute,split_count,0.7165925925925926,25,25,0,0.7037306397306398,25,25,0,cif_default,split_importance,0.012861952861952797,True,True
classification,CLL_SUB_111,lr,10,cif_no_mute,split_importance,0.6924713804713805,25,25,0,0.7037306397306398,25,25,0,cif_default,split_importance,-0.011259259259259302,True,True
classification,CLL_SUB_111,lr,10,cif_one_tree,split_count,0.6512861952861952,25,25,0,0.7037306397306398,25,25,0,cif_default,split_importance,-0.052444444444444516,True,True
classification,CLL_SUB_111,lr,10,cif_one_tree,split_importance,0.6512861952861952,25,25,0,0.7037306397306398,25,25,0,cif_default,split_importance,-0.052444444444444516,True,True
classification,CLL_SUB_111,lr,25,cif_default,split_count,0.7640808080808081,25,25,0,0.7363232323232323,25,25,0,cif_default,split_importance,0.02775757575757587,True,True
classification,CLL_SUB_111,lr,25,cif_no_bootstrap,split_count,0.7329696969696969,25,25,0,0.7363232323232323,25,25,0,cif_default,split_importance,-0.0033535353535353307,True,True
classification,CLL_SUB_111,lr,25,cif_no_bootstrap,split_importance,0.7138181818181818,25,25,0,0.7363232323232323,25,25,0,cif_default,split_importance,-0.022505050505050472,True,True
classification,CLL_SUB_111,lr,25,cif_no_mute,split_count,0.7592592592592592,25,25,0,0.7363232323232323,25,25,0,cif_default,split_importance,0.02293602693602692,True,True
classification,CLL_SUB_111,lr,25,cif_no_mute,split_importance,0.7149898989898991,25,25,0,0.7363232323232323,25,25,0,cif_default,split_importance,-0.021333333333333204,True,True
classification,CLL_SUB_111,lr,25,cif_one_tree,split_count,0.6989898989898989,25,25,0,0.7363232323232323,25,25,0,cif_default,split_importance,-0.03733333333333333,True,True
classification,CLL_SUB_111,lr,25,cif_one_tree,split_importance,0.6989898989898989,25,25,0,0.7363232323232323,25,25,0,cif_default,split_importance,-0.03733333333333333,True,True
classification,CLL_SUB_111,lr,50,cif_default,split_count,0.73803367003367,25,25,0,0.7698989898989899,25,25,0,cif_default,split_importance,-0.03186531986531982,True,True
classification,CLL_SUB_111,lr,50,cif_no_bootstrap,split_count,0.7486329966329965,25,25,0,0.7698989898989899,25,25,0,cif_default,split_importance,-0.02126599326599332,True,True
classification,CLL_SUB_111,lr,50,cif_no_bootstrap,split_importance,0.7191515151515151,25,25,0,0.7698989898989899,25,25,0,cif_default,split_importance,-0.05074747474747476,True,True
classification,CLL_SUB_111,lr,50,cif_no_mute,split_count,0.7448215488215487,25,25,0,0.7698989898989899,25,25,0,cif_default,split_importance,-0.025077441077441143,True,True
classification,CLL_SUB_111,lr,50,cif_no_mute,split_importance,0.7735622895622896,25,25,0,0.7698989898989899,25,25,0,cif_default,split_importance,0.0036632996632997017,True,True
classification,CLL_SUB_111,lr,50,cif_one_tree,split_count,0.6933737373737374,25,25,0,0.7698989898989899,25,25,0,cif_default,split_importance,-0.07652525252525244,True,True
classification,CLL_SUB_111,lr,50,cif_one_tree,split_importance,0.6933737373737374,25,25,0,0.7698989898989899,25,25,0,cif_default,split_importance,-0.07652525252525244,True,True
classification,CLL_SUB_111,lr,100,cif_default,split_count,0.7868282828282829,25,25,0,0.7768754208754208,25,25,0,cif_default,split_importance,0.009952861952862047,True,True
classification,CLL_SUB_111,lr,100,cif_no_bootstrap,split_count,0.7827205387205387,25,25,0,0.7768754208754208,25,25,0,cif_default,split_importance,0.005845117845117875,True,True
