method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.6062324975533807,0.37217644678541295,0.8226783949552606,"0.606 [0.372, 0.823]",1312453.0519888536,424.1923559668337,3853041.5586027657,"1312453.052 [424.192, 3853041.559]",198.65489914489993,8.644100391150028,542.675885377803,"198.655 [8.644, 542.676]"
cat,0.5933873165849225,0.34990577372358567,0.8229694217676304,"0.593 [0.350, 0.823]",1020054.5178689851,413.5012845074938,2979341.076495289,"1020054.518 [413.501, 2979341.076]",189.9594982252379,8.429569754234846,518.1844739110038,"189.959 [8.430, 518.184]"
cif,0.5299058425462977,0.199130042378931,0.8071418141289746,"0.530 [0.199, 0.807]",1202976.0488419118,592.6202432061301,3521017.385309426,"1202976.049 [592.620, 3521017.385]",206.6433915512225,10.362534188795129,556.6275782646835,"206.643 [10.363, 556.628]"
cit,0.521990624105743,0.2600097287757581,0.7524724921441381,"0.522 [0.260, 0.752]",1311809.9369910439,1816.9381362231547,3849294.2341880454,"1311809.937 [1816.938, 3849294.234]",208.60351359936632,16.086442142129485,557.2213237368595,"208.604 [16.086, 557.221]"
cpi,0.30691212510562776,-0.248754331851112,0.7549400364623755,"0.307 [-0.249, 0.755]",1397928.0959530943,1059.2935604387715,4115840.9288725387,"1397928.096 [1059.294, 4115840.929]",210.67700780692147,12.974500662474721,569.27217733939,"210.677 [12.975, 569.272]"
et,0.6032044840298106,0.3513506959163427,0.8296240895525377,"0.603 [0.351, 0.830]",1079514.4102961337,419.89121135201066,3166728.1313511007,"1079514.410 [419.891, 3166728.131]",185.97424794931737,8.701182039152963,509.208993592012,"185.974 [8.701, 509.209]"
lgbm,0.4892738426662884,0.1384801160013166,0.8068956484874282,"0.489 [0.138, 0.807]",1241059.5166294267,409.80714719987185,3637788.437208815,"1241059.517 [409.807, 3637788.437]",211.43077892446448,8.389804156658748,572.7371222397327,"211.431 [8.390, 572.737]"
pi,0.5715728092038684,0.2929447275698216,0.8173044269323346,"0.572 [0.293, 0.817]",1227532.3250623036,438.87730758462357,3604692.9438648443,"1227532.325 [438.877, 3604692.944]",200.81506055071688,9.0886529620903,547.2268868807683,"200.815 [9.089, 547.227]"
ptest_dc,0.6054617781834486,0.37498271886382406,0.8162752614403793,"0.605 [0.375, 0.816]",1404982.477258887,410.872924542971,4114420.187562235,"1404982.477 [410.873, 4114420.188]",205.89087252338348,8.453027741634354,554.9602712920832,"205.891 [8.453, 554.960]"
ptest_pc,0.6053677543733438,0.36958006890562006,0.8222237069330416,"0.605 [0.370, 0.822]",1202264.5039500152,415.98445561344226,3522009.1666808743,"1202264.504 [415.984, 3522009.167]",198.10686264849284,8.630476483489597,531.6645614669455,"198.107 [8.630, 531.665]"
ptest_rdc,0.36971780211406674,-0.2686218374242249,0.8132778351912693,"0.370 [-0.269, 0.813]",1328355.5867987326,413.441088955549,3888987.2823864454,"1328355.587 [413.441, 3888987.282]",201.457160175218,8.406180382404882,542.5561821577058,"201.457 [8.406, 542.556]"
r_cforest,0.2716075923983674,-0.03980655648199392,0.5471844320322136,"0.272 [-0.040, 0.547]",1470463.8367897666,6458.8927469180535,4206667.368025438,"1470463.837 [6458.893, 4206667.368]",266.3200779484139,33.34239407146901,661.321757884308,"266.320 [33.342, 661.322]"
r_ctree,-0.04795656619783727,-0.5782463565379211,0.39455493754172566,"-0.048 [-0.578, 0.395]",1574732.6015130477,8095.662784652085,4362389.717503112,"1574732.602 [8095.663, 4362389.718]",299.59597664810946,37.63671044634491,708.6387109631636,"299.596 [37.637, 708.639]"
rf,0.635582570665765,0.42713350507594683,0.8270714139796339,"0.636 [0.427, 0.827]",1292853.0986282327,428.308474670401,3793951.0728414585,"1292853.099 [428.308, 3793951.073]",197.91841535148214,8.727045917364062,540.534243427622,"197.918 [8.727, 540.534]"
rfe,0.6078317010752858,0.3693983313553897,0.823351301700154,"0.608 [0.369, 0.823]",1215861.1984357298,418.881036548171,3552425.359667263,"1215861.198 [418.881, 3552425.360]",200.69589199250976,8.496944029339145,537.7557736757649,"200.696 [8.497, 537.756]"
xgb,0.3541181207301209,-0.1861761803486435,0.7645122333174212,"0.354 [-0.186, 0.765]",1554994.3161568583,551.7491725396397,4495990.700272417,"1554994.316 [551.749, 4495990.700]",236.49883278932427,9.79404253552641,629.6366968251087,"236.499 [9.794, 629.637]"
