method,avg_rank,std_rank,cd
ptest_dc,1.0,0.0,23.067547886657533
boruta,3.0,0.0,23.067547886657533
cat,3.0,0.0,23.067547886657533
r_ctree,3.0,0.0,23.067547886657533
cpi,5.0,0.0,23.067547886657533
cif,7.5,0.0,23.067547886657533
cit,7.5,0.0,23.067547886657533
pi,7.5,0.0,23.067547886657533
ptest_rdc,7.5,0.0,23.067547886657533
lgbm,11.0,0.0,23.067547886657533
ptest_pc,11.0,0.0,23.067547886657533
xgb,11.0,0.0,23.067547886657533
et,14.0,0.0,23.067547886657533
rf,14.0,0.0,23.067547886657533
rfe,14.0,0.0,23.067547886657533
r_cforest,16.0,0.0,23.067547886657533
