method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.6646938401025879,0.5959852266302129,0.7355029795728903,"0.665 [0.596, 0.736]",0.6368593269158668,0.567497246264026,0.7071276206634745,"0.637 [0.567, 0.707]",0.6600210115865346,0.591888545324561,0.7299944501382682,"0.660 [0.592, 0.730]"
cat,0.7363994430887306,0.6819585761803434,0.7919595622983663,"0.736 [0.682, 0.792]",0.7110933438736107,0.6571811709855808,0.7671620907899861,"0.711 [0.657, 0.767]",0.732955189989378,0.679779241292687,0.7881459121657145,"0.733 [0.680, 0.788]"
cif,0.7108024483151816,0.6576033007214535,0.7675081732581022,"0.711 [0.658, 0.768]",0.6822415794375075,0.6256699673162947,0.7394841325847277,"0.682 [0.626, 0.739]",0.7074684951282502,0.6539192001485667,0.7639765110870433,"0.707 [0.654, 0.764]"
cit,0.6852880166567203,0.6264873336334259,0.7463060112406722,"0.685 [0.626, 0.746]",0.6581989268435154,0.5965388580244309,0.7216539035035001,"0.658 [0.597, 0.722]",0.6895692000297223,0.634778976246646,0.7468459215942275,"0.690 [0.635, 0.747]"
cpi,0.6228884291753572,0.545347511148503,0.7012570029629518,"0.623 [0.545, 0.701]",0.5935433612378302,0.5135500735236916,0.6741268038862609,"0.594 [0.514, 0.674]",0.6230791935218419,0.5450464636770633,0.7001377122002624,"0.623 [0.545, 0.700]"
et,0.7243252010599939,0.6658931319648879,0.7849134764098918,"0.724 [0.666, 0.785]",0.7014984474646158,0.6430749441067051,0.758376176815094,"0.701 [0.643, 0.758]",0.7227494670859114,0.6659795243761198,0.7799794473722108,"0.723 [0.666, 0.780]"
lgbm,0.7359465743723135,0.681245649021077,0.7914938624607141,"0.736 [0.681, 0.791]",0.7114325635231489,0.6559429229987699,0.7675732792324075,"0.711 [0.656, 0.768]",0.7318476492026543,0.6787059669010224,0.7864604588681965,"0.732 [0.679, 0.786]"
pi,0.6646030123927749,0.6005109366580049,0.7313114160604088,"0.665 [0.601, 0.731]",0.6384362132625357,0.5719228603226101,0.7096312191122929,"0.638 [0.572, 0.710]",0.6663768930022376,0.6026695169589168,0.7332390047479039,"0.666 [0.603, 0.733]"
ptest_mc,0.6932964505854216,0.6259006271204978,0.7630669328192887,"0.693 [0.626, 0.763]",0.6668936745597651,0.5992827872663444,0.7358247425566784,"0.667 [0.599, 0.736]",0.6910921696432416,0.6267047208066804,0.7562750970361081,"0.691 [0.627, 0.756]"
ptest_rdc,0.6752503926561159,0.6031857417225207,0.7477586084360518,"0.675 [0.603, 0.748]",0.6458178673855988,0.5729755297936318,0.7197417540093627,"0.646 [0.573, 0.720]",0.6691453279058523,0.5982195778155188,0.7397538193086515,"0.669 [0.598, 0.740]"
r_cforest,0.6232082800391537,0.563172801357956,0.6851076891257293,"0.623 [0.563, 0.685]",0.5978730430787723,0.5358058152172619,0.6568159087467927,"0.598 [0.536, 0.657]",0.6241935183428045,0.5636166419293914,0.6853632572307179,"0.624 [0.564, 0.685]"
r_ctree,0.5921856922175064,0.53650298393871,0.6493027218414018,"0.592 [0.537, 0.649]",0.5646410324142425,0.51057680913244,0.6176117480586806,"0.565 [0.511, 0.618]",0.5936203687582199,0.5379715994310103,0.648534653824006,"0.594 [0.538, 0.649]"
rf,0.7319071740669205,0.6764709202077867,0.790690208520434,"0.732 [0.676, 0.791]",0.7103776224452854,0.6561027518796914,0.7665414415327318,"0.710 [0.656, 0.767]",0.7302391814091573,0.6769428217516656,0.7848413762448028,"0.730 [0.677, 0.785]"
rfe,0.7502670526198925,0.7003938372309592,0.80047358006551,"0.750 [0.700, 0.800]",0.7231707682332417,0.6749948667071978,0.7741520739274514,"0.723 [0.675, 0.774]",0.7431906748089104,0.6949180656807757,0.7922500577836247,"0.743 [0.695, 0.792]"
xgb,0.7185781069569448,0.6647077686975015,0.7734023835523353,"0.719 [0.665, 0.773]",0.690148401547002,0.6355124913038925,0.7459450625724936,"0.690 [0.636, 0.746]",0.7130615542750218,0.6588899854315714,0.7676231703709717,"0.713 [0.659, 0.768]"
