method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.5482,,,0.548 [insufficient data],0.5452563265019325,,,0.545 [insufficient data],0.5482,,,0.548 [insufficient data]
cat,0.5482,,,0.548 [insufficient data],0.5452563265019325,,,0.545 [insufficient data],0.5482,,,0.548 [insufficient data]
cif,0.5482,,,0.548 [insufficient data],0.5452563265019325,,,0.545 [insufficient data],0.5482,,,0.548 [insufficient data]
cit,0.5482,,,0.548 [insufficient data],0.5452563265019325,,,0.545 [insufficient data],0.5482,,,0.548 [insufficient data]
cpi,0.5482,,,0.548 [insufficient data],0.5452563265019325,,,0.545 [insufficient data],0.5482,,,0.548 [insufficient data]
et,0.5482,,,0.548 [insufficient data],0.5452563265019325,,,0.545 [insufficient data],0.5482,,,0.548 [insufficient data]
lgbm,0.5482,,,0.548 [insufficient data],0.5452563265019325,,,0.545 [insufficient data],0.5482,,,0.548 [insufficient data]
pi,0.5482,,,0.548 [insufficient data],0.5452563265019325,,,0.545 [insufficient data],0.5482,,,0.548 [insufficient data]
ptest_mc,0.5482,,,0.548 [insufficient data],0.5452563265019325,,,0.545 [insufficient data],0.5482,,,0.548 [insufficient data]
ptest_rdc,0.5482,,,0.548 [insufficient data],0.5452563265019325,,,0.545 [insufficient data],0.5482,,,0.548 [insufficient data]
r_cforest,0.5307999999999999,,,0.531 [insufficient data],0.5286935292606694,,,0.529 [insufficient data],0.5307999999999999,,,0.531 [insufficient data]
r_ctree,0.5482,,,0.548 [insufficient data],0.5452563265019325,,,0.545 [insufficient data],0.5482,,,0.548 [insufficient data]
rf,0.5482,,,0.548 [insufficient data],0.5452563265019325,,,0.545 [insufficient data],0.5482,,,0.548 [insufficient data]
rfe,0.5482,,,0.548 [insufficient data],0.5452563265019325,,,0.545 [insufficient data],0.5482,,,0.548 [insufficient data]
xgb,0.5482,,,0.548 [insufficient data],0.5452563265019325,,,0.545 [insufficient data],0.5482,,,0.548 [insufficient data]
