method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.8326150737674142,0.777366400665922,0.8858696044304826,"0.833 [0.777, 0.886]",0.8228737389603509,0.7645540145204187,0.8751246933647625,"0.823 [0.765, 0.875]",0.828859553196391,0.7712845504421169,0.8815795857160994,"0.829 [0.771, 0.882]"
cat,0.8498289354765455,0.7916862946489998,0.9048201889384161,"0.850 [0.792, 0.905]",0.8411052927128553,0.7815260689144099,0.8943892026222592,"0.841 [0.782, 0.894]",0.844238243214981,0.7847512126820914,0.8983180294601701,"0.844 [0.785, 0.898]"
cif,0.8296863528188659,0.7704434951048494,0.8864337878271156,"0.830 [0.770, 0.886]",0.8183207777850683,0.7542984504899346,0.8771111617553228,"0.818 [0.754, 0.877]",0.8241269343788737,0.7604444760161663,0.882569994981957,"0.824 [0.760, 0.883]"
cit,0.7900653928171818,0.7285616430323171,0.8498516364870345,"0.790 [0.729, 0.850]",0.7757232038850278,0.7092489005915739,0.8381782638164468,"0.776 [0.709, 0.838]",0.7831739721082854,0.7175917999570479,0.8441764933952016,"0.783 [0.718, 0.844]"
cpi,0.7629722352773903,0.7020932480686062,0.8228931908450003,"0.763 [0.702, 0.823]",0.7556793533746405,0.6952386930825645,0.8151779794210517,"0.756 [0.695, 0.815]",0.7640508456189323,0.7038060933153001,0.822797180855165,"0.764 [0.704, 0.823]"
et,0.839360428980381,0.7797347027033654,0.8974929542883419,"0.839 [0.780, 0.897]",0.8312387668075105,0.7690862992454963,0.8865985002752593,"0.831 [0.769, 0.887]",0.8358882455183643,0.7748045753589946,0.8910343379547039,"0.836 [0.775, 0.891]"
lgbm,0.8464549893922374,0.7866319288803145,0.902278829860025,"0.846 [0.787, 0.902]",0.8363218685556472,0.7755605988829708,0.8917610927924509,"0.836 [0.776, 0.892]",0.8393283151537204,0.7778860937365776,0.8956981043056005,"0.839 [0.778, 0.896]"
pi,0.7969274482498179,0.7342023194584181,0.8530306468399506,"0.797 [0.734, 0.853]",0.7924110899450862,0.731665896153739,0.8480290472308863,"0.792 [0.732, 0.848]",0.7991965770214428,0.7366205536370618,0.8535878263475416,"0.799 [0.737, 0.854]"
ptest_mc,0.8194781467490124,0.7579177159700744,0.87893215685368,"0.819 [0.758, 0.879]",0.8112170930810139,0.7510669573933882,0.8668308165229164,"0.811 [0.751, 0.867]",0.8169131774876656,0.7569359719311909,0.8732034823393029,"0.817 [0.757, 0.873]"
ptest_rdc,0.8142456824481508,0.7578243878696441,0.8694818684207676,"0.814 [0.758, 0.869]",0.8030975756180172,0.7433611821756643,0.858568992885606,"0.803 [0.743, 0.859]",0.8103879420977363,0.7513494087204723,0.8656742727095307,"0.810 [0.751, 0.866]"
r_cforest,0.7757855401977987,0.7080673830452587,0.8375860239387473,"0.776 [0.708, 0.838]",0.7720316524439933,0.704933152052181,0.8324819990232288,"0.772 [0.705, 0.832]",0.7783103726394869,0.712501974134743,0.8385891908772058,"0.778 [0.713, 0.839]"
r_ctree,0.7798993694957626,0.7129120408631544,0.8417029994060532,"0.780 [0.713, 0.842]",0.7753939347332925,0.7084834170662445,0.8388796797187097,"0.775 [0.708, 0.839]",0.7816637552469442,0.7141538181719121,0.8429680879026525,"0.782 [0.714, 0.843]"
rf,0.8395210210051229,0.7804312078564573,0.896358607429786,"0.840 [0.780, 0.896]",0.8301570552222952,0.7671645143125169,0.884844581844965,"0.830 [0.767, 0.885]",0.8350918752713355,0.7725803761379398,0.8901536096548741,"0.835 [0.773, 0.890]"
rfe,0.8267604559025835,0.7677313364817846,0.8855245878490376,"0.827 [0.768, 0.886]",0.8157736421190521,0.7540279857703827,0.8750417401959907,"0.816 [0.754, 0.875]",0.8218800283798965,0.7611322320370363,0.879710609165765,"0.822 [0.761, 0.880]"
xgb,0.8440494145212946,0.7849583086625824,0.8997870944991357,"0.844 [0.785, 0.900]",0.8340791912257481,0.773784060234376,0.8897706557180495,"0.834 [0.774, 0.890]",0.8372011926807729,0.7768855333963058,0.8932989449577898,"0.837 [0.777, 0.893]"
