study,dataset,task,kind,design_family,n_samples,n_features,n_informative,informative_fraction,dataset_seed,method,seed,n_splits,n_true_split_events,n_noise_split_events,distinct_noise_features_used,informative_indices
single_tree_split_counts,make_classification_n250_p100_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,10,0.1,104818,rt,2,76,15,61,43,"41,19,98,14,47,69,48,93,20,70"
single_tree_split_counts,make_classification_n250_p100_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,10,0.1,104818,rt,3,70,19,51,34,"41,19,98,14,47,69,48,93,20,70"
single_tree_split_counts,make_classification_n250_p100_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,10,0.1,104818,rt,4,87,18,69,47,"41,19,98,14,47,69,48,93,20,70"
single_tree_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,105218,cit,0,3,3,0,0,"75,289,330,52,442,199,457,360,471,205"
single_tree_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,105218,cit,1,3,3,0,0,"75,289,330,52,442,199,457,360,471,205"
single_tree_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,105218,cit,2,3,3,0,0,"75,289,330,52,442,199,457,360,471,205"
single_tree_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,105218,cit,3,3,3,0,0,"75,289,330,52,442,199,457,360,471,205"
single_tree_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,105218,cit,4,3,3,0,0,"75,289,330,52,442,199,457,360,471,205"
single_tree_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,105218,dt,0,12,6,6,6,"75,289,330,52,442,199,457,360,471,205"
single_tree_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,105218,dt,1,12,5,7,7,"75,289,330,52,442,199,457,360,471,205"
single_tree_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,105218,dt,2,12,5,7,6,"75,289,330,52,442,199,457,360,471,205"
single_tree_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,105218,dt,3,12,5,7,7,"75,289,330,52,442,199,457,360,471,205"
single_tree_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,105218,dt,4,12,5,7,7,"75,289,330,52,442,199,457,360,471,205"
single_tree_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,105218,rt,0,70,2,68,61,"75,289,330,52,442,199,457,360,471,205"
single_tree_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,105218,rt,1,70,3,67,63,"75,289,330,52,442,199,457,360,471,205"
single_tree_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,105218,rt,2,67,3,64,59,"75,289,330,52,442,199,457,360,471,205"
single_tree_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,105218,rt,3,53,3,50,48,"75,289,330,52,442,199,457,360,471,205"
single_tree_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,105218,rt,4,63,6,57,54,"75,289,330,52,442,199,457,360,471,205"
single_tree_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,105718,cit,0,4,4,0,0,"981,969,184,176,600,205,923,931,750,691"
single_tree_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,105718,cit,1,5,5,0,0,"981,969,184,176,600,205,923,931,750,691"
single_tree_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,105718,cit,2,5,5,0,0,"981,969,184,176,600,205,923,931,750,691"
single_tree_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,105718,cit,3,4,4,0,0,"981,969,184,176,600,205,923,931,750,691"
single_tree_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,105718,cit,4,6,6,0,0,"981,969,184,176,600,205,923,931,750,691"
single_tree_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,105718,dt,0,14,5,9,9,"981,969,184,176,600,205,923,931,750,691"
single_tree_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,105718,dt,1,14,6,8,8,"981,969,184,176,600,205,923,931,750,691"
single_tree_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,105718,dt,2,14,6,8,8,"981,969,184,176,600,205,923,931,750,691"
single_tree_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,105718,dt,3,14,5,9,9,"981,969,184,176,600,205,923,931,750,691"
single_tree_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,105718,dt,4,14,5,9,9,"981,969,184,176,600,205,923,931,750,691"
single_tree_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,105718,rt,0,69,2,67,64,"981,969,184,176,600,205,923,931,750,691"
single_tree_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,105718,rt,1,67,3,64,61,"981,969,184,176,600,205,923,931,750,691"
single_tree_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,105718,rt,2,68,1,67,66,"981,969,184,176,600,205,923,931,750,691"
single_tree_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,105718,rt,3,67,0,67,66,"981,969,184,176,600,205,923,931,750,691"
single_tree_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,105718,rt,4,66,2,64,63,"981,969,184,176,600,205,923,931,750,691"
