method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.008336063324384049,,,0.008 [insufficient data],0.7118210963752354,,,0.712 [insufficient data],0.6511754651165875,,,0.651 [insufficient data]
cat,0.008336063324384028,,,0.008 [insufficient data],0.7118210963752354,,,0.712 [insufficient data],0.6511754651165875,,,0.651 [insufficient data]
cif,0.008336063324384017,,,0.008 [insufficient data],0.7118210963752354,,,0.712 [insufficient data],0.6511754651165875,,,0.651 [insufficient data]
cit,0.008336063324384036,,,0.008 [insufficient data],0.7118210963752354,,,0.712 [insufficient data],0.6511754651165875,,,0.651 [insufficient data]
cpi,0.00833606332438392,,,0.008 [insufficient data],0.7118210963752354,,,0.712 [insufficient data],0.6511754651165875,,,0.651 [insufficient data]
et,0.008336063324383986,,,0.008 [insufficient data],0.7118210963752354,,,0.712 [insufficient data],0.6511754651165875,,,0.651 [insufficient data]
lgbm,0.008336063324384016,,,0.008 [insufficient data],0.7118210963752354,,,0.712 [insufficient data],0.6511754651165875,,,0.651 [insufficient data]
pi,0.008336063324384003,,,0.008 [insufficient data],0.7118210963752354,,,0.712 [insufficient data],0.6511754651165875,,,0.651 [insufficient data]
ptest_dc,0.00833606332438399,,,0.008 [insufficient data],0.7118210963752354,,,0.712 [insufficient data],0.6511754651165875,,,0.651 [insufficient data]
ptest_pc,0.008336063324384047,,,0.008 [insufficient data],0.7118210963752354,,,0.712 [insufficient data],0.6511754651165875,,,0.651 [insufficient data]
ptest_rdc,0.008336063324383958,,,0.008 [insufficient data],0.7118210963752354,,,0.712 [insufficient data],0.6511754651165875,,,0.651 [insufficient data]
r_cforest,-1.1737461302808239,,,-1.174 [insufficient data],1.6294769581238069,,,1.629 [insufficient data],0.9593626925195824,,,0.959 [insufficient data]
r_ctree,0.00833606332438407,,,0.008 [insufficient data],0.7118210963752354,,,0.712 [insufficient data],0.6511754651165875,,,0.651 [insufficient data]
rf,0.008336063324384014,,,0.008 [insufficient data],0.7118210963752354,,,0.712 [insufficient data],0.6511754651165875,,,0.651 [insufficient data]
rfe,0.00833606332438408,,,0.008 [insufficient data],0.7118210963752354,,,0.712 [insufficient data],0.6511754651165875,,,0.651 [insufficient data]
xgb,0.008336063324384,,,0.008 [insufficient data],0.7118210963752354,,,0.712 [insufficient data],0.6511754651165875,,,0.651 [insufficient data]
