method,avg_rank,std_rank,cd
cat,4.375,2.452677108793573,5.766886971664383
rfe,4.8125,3.8114752721223315,5.766886971664383
rf,5.8125,2.838766237293941,5.766886971664383
et,6.09375,3.1035199270344633,5.766886971664383
ptest_pc,7.3125,4.130205049389195,5.766886971664383
pi,7.5625,3.9205986468905487,5.766886971664383
ptest_rdc,7.96875,4.273715998694812,5.766886971664383
cif,8.25,2.5860201081971503,5.766886971664383
ptest_dc,8.5,3.787314351885779,5.766886971664383
cit,9.0625,4.534158549279017,5.766886971664383
cpi,9.0625,5.706013823151851,5.766886971664383
lgbm,9.1875,3.7950419958150663,5.766886971664383
boruta,10.6875,3.9956030521061523,5.766886971664383
xgb,11.25,4.422951503238533,5.766886971664383
r_ctree,12.0625,4.2495404163273935,5.766886971664383
r_cforest,14.0,1.8371173070873836,5.766886971664383
