method,avg_rank,std_rank,cd
cif,5.9,2.733739807175023,5.956015253524448
et,5.9,2.8994252303976844,5.956015253524448
cat,6.3,3.8893015654056273,5.956015253524448
ptest_pc,6.4,4.5025918461851875,5.956015253524448
ptest_dc,6.8,5.221110992882645,5.956015253524448
ptest_rdc,6.9,4.509988913511872,5.956015253524448
boruta,7.366666666666666,2.9238483012784515,5.956015253524448
pi,7.9,3.347635981803677,5.956015253524448
rfe,8.033333333333333,3.9684869772860396,5.956015253524448
rf,8.3,2.6695817400234567,5.956015253524448
lgbm,8.966666666666667,2.9465610840812753,5.956015253524448
xgb,9.533333333333333,4.7274611462061635,5.956015253524448
cpi,9.7,4.48627536678999,5.956015253524448
cit,10.5,4.643992535164831,5.956015253524448
r_cforest,13.6,3.261901286060018,5.956015253524448
r_ctree,13.9,2.4234960972391377,5.956015253524448
