method,avg_rank,std_rank,cd
r_cforest,1.0,0.0,16.311219536000955
ptest_rdc,2.5,0.5,16.311219536000955
cat,5.5,2.5,16.311219536000955
et,5.5,0.5,16.311219536000955
xgb,5.5,1.5,16.311219536000955
cpi,6.5,1.5,16.311219536000955
ptest_dc,7.5,5.5,16.311219536000955
boruta,8.0,4.0,16.311219536000955
pi,8.5,1.5,16.311219536000955
cif,9.0,0.0,16.311219536000955
cit,9.0,3.0,16.311219536000955
ptest_pc,11.0,0.0,16.311219536000955
rfe,13.0,3.0,16.311219536000955
lgbm,13.5,0.5,16.311219536000955
r_ctree,14.5,0.5,16.311219536000955
rf,15.5,0.5,16.311219536000955
