method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.8451287878787879,,,0.845 [insufficient data],0.837924074074074,,,0.838 [insufficient data],0.8448055555555556,,,0.845 [insufficient data]
cat,0.8451287878787879,,,0.845 [insufficient data],0.837924074074074,,,0.838 [insufficient data],0.8448055555555556,,,0.845 [insufficient data]
cif,0.8451287878787879,,,0.845 [insufficient data],0.837924074074074,,,0.838 [insufficient data],0.8448055555555556,,,0.845 [insufficient data]
cit,0.8451287878787879,,,0.845 [insufficient data],0.837924074074074,,,0.838 [insufficient data],0.8448055555555556,,,0.845 [insufficient data]
cpi,0.8451287878787879,,,0.845 [insufficient data],0.837924074074074,,,0.838 [insufficient data],0.8448055555555556,,,0.845 [insufficient data]
et,0.8451287878787879,,,0.845 [insufficient data],0.837924074074074,,,0.838 [insufficient data],0.8448055555555556,,,0.845 [insufficient data]
lgbm,0.8451287878787879,,,0.845 [insufficient data],0.837924074074074,,,0.838 [insufficient data],0.8448055555555556,,,0.845 [insufficient data]
pi,0.8451287878787879,,,0.845 [insufficient data],0.837924074074074,,,0.838 [insufficient data],0.8448055555555556,,,0.845 [insufficient data]
ptest_mc,0.8451287878787879,,,0.845 [insufficient data],0.837924074074074,,,0.838 [insufficient data],0.8448055555555556,,,0.845 [insufficient data]
ptest_rdc,0.8451287878787879,,,0.845 [insufficient data],0.837924074074074,,,0.838 [insufficient data],0.8448055555555556,,,0.845 [insufficient data]
r_cforest,0.7945795454545455,,,0.795 [insufficient data],0.7837405423280424,,,0.784 [insufficient data],0.796625,,,0.797 [insufficient data]
r_ctree,0.8451287878787879,,,0.845 [insufficient data],0.837924074074074,,,0.838 [insufficient data],0.8448055555555556,,,0.845 [insufficient data]
rf,0.8451287878787879,,,0.845 [insufficient data],0.837924074074074,,,0.838 [insufficient data],0.8448055555555556,,,0.845 [insufficient data]
rfe,0.8451287878787879,,,0.845 [insufficient data],0.837924074074074,,,0.838 [insufficient data],0.8448055555555556,,,0.845 [insufficient data]
xgb,0.8451287878787879,,,0.845 [insufficient data],0.8379240740740741,,,0.838 [insufficient data],0.8448055555555556,,,0.845 [insufficient data]
