method,avg_rank,std_rank,cd
rfe,4.086956521739131,3.399655269969498,4.289604706734938
lgbm,4.521739130434782,2.5344507203112476,4.289604706734938
cat,4.6521739130434785,2.314579418122811,4.289604706734938
rf,4.739130434782608,3.577920106337562,4.289604706734938
et,5.434782608695652,3.033524094349984,4.289604706734938
xgb,6.086956521739131,3.1055776397267083,4.289604706734938
boruta,6.565217391304348,4.008969150341918,4.289604706734938
cif,6.6521739130434785,2.6310635252882206,4.289604706734938
ptest_mc,8.956521739130435,2.8510602279573916,4.289604706734938
ptest_rdc,8.956521739130435,3.872739294198843,4.289604706734938
cit,10.782608695652174,3.0066089773252993,4.289604706734938
pi,10.891304347826088,2.021388468888405,4.289604706734938
cpi,12.23913043478261,3.021191692669688,4.289604706734938
r_ctree,12.608695652173912,2.8089783139501034,4.289604706734938
r_cforest,12.826086956521738,2.219521568365255,4.289604706734938
