method,avg_rank,std_rank,cd
cpi,1.0,0.0,21.448023533674693
lgbm,2.0,0.0,21.448023533674693
r_ctree,3.0,0.0,21.448023533674693
boruta,4.0,0.0,21.448023533674693
ptest_mc,5.0,0.0,21.448023533674693
xgb,6.0,0.0,21.448023533674693
pi,7.0,0.0,21.448023533674693
et,8.0,0.0,21.448023533674693
cif,9.0,0.0,21.448023533674693
rfe,10.0,0.0,21.448023533674693
cit,11.0,0.0,21.448023533674693
cat,12.0,0.0,21.448023533674693
r_cforest,13.0,0.0,21.448023533674693
ptest_rdc,14.0,0.0,21.448023533674693
rf,15.0,0.0,21.448023533674693
