method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.28189634050538503,0.006295326477646299,0.4930582323420052,"0.282 [0.006, 0.493]",1332185.4079556104,6391.231823762579,3725716.0289148684,"1332185.408 [6391.232, 3725716.029]",288.37428389997257,42.53311741252729,668.0823585445748,"288.374 [42.533, 668.082]"
cat,0.38454437122419416,0.23348220296816713,0.5266949954063255,"0.385 [0.233, 0.527]",1305591.342273332,6366.184344601647,3675598.3480745754,"1305591.342 [6366.184, 3675598.348]",284.3656070513456,42.42773002389592,669.559353547561,"284.366 [42.428, 669.559]"
cif,0.3599363536930197,0.18387899716548617,0.5221485686395965,"0.360 [0.184, 0.522]",1244571.1346139156,6438.05767406477,3494499.2749390714,"1244571.135 [6438.058, 3494499.275]",279.356872641996,42.202595967903534,656.0496495206185,"279.357 [42.203, 656.050]"
cit,-0.3404612976097706,-1.5112023329698816,0.4573377099657311,"-0.340 [-1.511, 0.457]",1316385.7191573712,6969.729245094582,3775808.360774104,"1316385.719 [6969.729, 3775808.361]",261.92265284945984,43.74020218208289,640.0704169100892,"261.923 [43.740, 640.070]"
cpi,-0.5689689976697737,-2.4617911991751367,0.46615520838652763,"-0.569 [-2.462, 0.466]",1312114.4606496287,7010.131075183836,3662049.4427214824,"1312114.461 [7010.131, 3662049.443]",295.763001947221,44.96382825834569,687.0839877900727,"295.763 [44.964, 687.084]"
et,0.3684378688155316,0.1975162003185079,0.5290056207610522,"0.368 [0.198, 0.529]",1247447.2146604392,6431.652966871097,3531670.980316803,"1247447.215 [6431.653, 3531670.980]",271.1826846760317,42.497013558837025,642.456683594141,"271.183 [42.497, 642.457]"
lgbm,-0.12185426899870697,-1.192655062519214,0.4937467071261088,"-0.122 [-1.193, 0.494]",1290863.4915236456,6556.485953665613,3578283.3970767213,"1290863.492 [6556.486, 3578283.397]",286.479772470784,43.08179565379939,650.2069911930887,"286.480 [43.082, 650.207]"
pi,0.15336507762340118,-0.373244533434568,0.5032055586196525,"0.153 [-0.373, 0.503]",1180269.2558068798,6317.407206901371,3276907.8324376815,"1180269.256 [6317.407, 3276907.832]",282.1679210732929,42.462318237110885,653.0263609364155,"282.168 [42.462, 653.026]"
ptest_dc,0.19294638575343329,-0.1623402006035271,0.49155962515470003,"0.193 [-0.162, 0.492]",1282107.5220398344,6509.620975431458,3619588.9293762418,"1282107.522 [6509.621, 3619588.929]",275.7496257520983,40.740079736252596,650.2459059949625,"275.750 [40.740, 650.246]"
ptest_pc,0.2626608594716072,-0.003698971323284466,0.4996860321885478,"0.263 [-0.004, 0.500]",1250102.3606136108,6497.750485123241,3518817.7005845373,"1250102.361 [6497.750, 3518817.701]",275.9223974982394,39.68409642067444,649.329903087142,"275.922 [39.684, 649.330]"
ptest_rdc,0.33069931232011984,0.1357533248933299,0.5148443577356226,"0.331 [0.136, 0.515]",1277089.9688942507,6606.7413932882255,3611640.6036827844,"1277089.969 [6606.741, 3611640.604]",273.5298706683928,40.21209120709615,646.5696007652966,"273.530 [40.212, 646.570]"
r_cforest,-0.9265407530629016,-3.134012066186116,0.3470136091053586,"-0.927 [-3.134, 0.347]",1293535.8081603542,9651.123106035508,3541040.0647912617,"1293535.808 [9651.123, 3541040.065]",300.07557861276985,50.94117338015936,667.6779912893102,"300.076 [50.941, 667.678]"
r_ctree,-0.14272693669042796,-0.8359972315522478,0.31084869950381844,"-0.143 [-0.836, 0.311]",1473464.6328866102,11961.719137230159,3999571.1533516217,"1473464.633 [11961.719, 3999571.153]",330.2604299438826,54.59540315857012,736.2229233780425,"330.260 [54.595, 736.223]"
rf,0.33169392283520566,0.13194944614112109,0.5007864809508726,"0.332 [0.132, 0.501]",1336492.899498773,6500.915484810637,3738528.6643132516,"1336492.899 [6500.915, 3738528.664]",290.5187931145219,42.721016042593035,674.3551485802917,"290.519 [42.721, 674.355]"
rfe,0.38909721000674125,0.24559518231161762,0.515765624822135,"0.389 [0.246, 0.516]",1353880.4842635682,6432.453161084305,3760136.381947522,"1353880.484 [6432.453, 3760136.382]",298.36871989273203,42.579461569337184,686.3260170443051,"298.369 [42.579, 686.326]"
xgb,0.34604473423737464,0.20064675290839476,0.4774827815427488,"0.346 [0.201, 0.477]",1368394.143081956,6843.37489282507,3756201.2623709794,"1368394.143 [6843.375, 3756201.262]",303.059087804377,43.822127991732636,685.4595225964579,"303.059 [43.822, 685.460]"
