method,avg_rank,std_rank,cd
cat,4.133333333333334,2.4184476196289406,5.956015253524448
et,5.466666666666667,3.138293945583952,5.956015253524448
rfe,5.666666666666667,3.4189017079888226,5.956015253524448
rf,6.2,3.429285639896449,5.956015253524448
boruta,6.266666666666667,3.7321426672742413,5.956015253524448
cif,7.466666666666667,4.2405450383438,5.956015253524448
pi,7.666666666666667,2.98142396999972,5.956015253524448
ptest_pc,7.7,4.089824772122476,5.956015253524448
ptest_rdc,8.533333333333333,4.096611065529924,5.956015253524448
ptest_dc,8.566666666666666,4.323835745672533,5.956015253524448
lgbm,8.6,4.813868852942853,5.956015253524448
cit,10.6,3.3426536364591133,5.956015253524448
cpi,10.933333333333334,4.138706185378335,5.956015253524448
xgb,11.733333333333333,2.8859814429217816,5.956015253524448
r_cforest,12.933333333333334,4.024370206076418,5.956015253524448
r_ctree,13.533333333333333,4.129030017920539,5.956015253524448
