method,avg_rank,std_rank,cd
cat,4.282608695652174,3.0318099306481203,4.289604706734938
lgbm,4.891304347826087,2.8966116702523252,4.289604706734938
et,5.369565217391305,2.4769256509894078,4.289604706734938
xgb,5.5,3.018061571965342,4.289604706734938
cif,5.543478260869565,3.158539300119119,4.289604706734938
rf,6.108695652173913,2.678239695003817,4.289604706734938
rfe,6.108695652173913,2.98531376888205,4.289604706734938
boruta,7.195652173913044,4.114500155692174,4.289604706734938
ptest_mc,9.021739130434783,3.490603102460031,4.289604706734938
ptest_rdc,9.456521739130435,3.371598264654771,4.289604706734938
cit,9.717391304347826,3.8920936775348807,4.289604706734938
pi,9.782608695652174,3.6973142042760956,4.289604706734938
r_ctree,12.152173913043478,3.2283889595434565,4.289604706734938
cpi,12.26086956521739,3.1960218656316273,4.289604706734938
r_cforest,12.608695652173912,2.201563287160376,4.289604706734938
