method,avg_rank,std_rank,cd
rfe,3.6166666666666667,2.8626425243509224,3.791510720927508
cat,4.35,2.7633011658763023,3.791510720927508
lgbm,4.416666666666667,2.8812130932801354,3.791510720927508
rf,5.566666666666666,2.8276413413931327,3.791510720927508
et,6.183333333333334,2.7370401693962934,3.791510720927508
cif,7.066666666666666,2.7438820836342233,3.791510720927508
xgb,7.3,3.2470499431535287,3.791510720927508
cit,8.633333333333333,3.391001163209604,3.791510720927508
ptest_mc,8.7,3.7784476530271887,3.791510720927508
boruta,9.183333333333334,4.987456488253529,3.791510720927508
pi,9.7,3.404898432161132,3.791510720927508
ptest_rdc,10.55,3.5924689745818728,3.791510720927508
r_cforest,11.166666666666666,3.387066905483595,3.791510720927508
cpi,11.383333333333333,3.5418529362781603,3.791510720927508
r_ctree,12.183333333333334,4.013484216432844,3.791510720927508
