method,avg_rank,std_rank,cd
et,5.125,3.2572035551988456,5.766886971664383
cat,5.25,3.61420807370024,5.766886971664383
ptest_dc,6.15625,4.159772943022251,5.766886971664383
ptest_rdc,6.15625,4.365055662588967,5.766886971664383
rf,6.1875,2.4036105653786763,5.766886971664383
cif,6.375,3.07967124868873,5.766886971664383
ptest_pc,6.375,4.240798863421843,5.766886971664383
rfe,6.75,4.437059837324712,5.766886971664383
boruta,8.625,3.3517719194479807,5.766886971664383
lgbm,8.75,3.881043674065006,5.766886971664383
pi,9.0625,3.2301073898556374,5.766886971664383
cit,10.6875,3.7201940473582824,5.766886971664383
cpi,11.0625,4.099828502510806,5.766886971664383
xgb,11.8125,3.626616019101002,5.766886971664383
r_cforest,13.3125,3.0149367737980843,5.766886971664383
r_ctree,14.3125,2.6860461183680373,5.766886971664383
