method,avg_rank,std_rank,cd
rfe,4.5625,4.182833220438032,5.766886971664383
cat,4.75,3.61420807370024,5.766886971664383
et,6.25,2.9895651857753496,5.766886971664383
rf,6.4375,2.6918569334197535,5.766886971664383
cif,7.375,2.7585095613392387,5.766886971664383
lgbm,7.75,3.881043674065006,5.766886971664383
ptest_rdc,7.84375,4.321887427675552,5.766886971664383
boruta,7.9375,3.5261301379841328,5.766886971664383
pi,7.9375,3.6991341892394227,5.766886971664383
ptest_dc,8.21875,4.572228497953706,5.766886971664383
ptest_pc,8.625,4.357106264483344,5.766886971664383
cpi,9.625,4.897384506039933,5.766886971664383
cit,10.5625,4.24218030616333,5.766886971664383
xgb,10.75,4.322904116447646,5.766886971664383
r_ctree,13.1875,3.9245819841099,5.766886971664383
r_cforest,14.1875,1.7036266463048764,5.766886971664383
