method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.8029072883045685,0.7481364017401584,0.8532460937670575,"0.803 [0.748, 0.853]",0.7907079010371656,0.7379041849183138,0.8419709760779094,"0.791 [0.738, 0.842]",0.7935590723945564,0.7417107939583275,0.8433977371771839,"0.794 [0.742, 0.843]"
cat,0.8192317765570991,0.7675238857800896,0.866550268547331,"0.819 [0.768, 0.867]",0.8072539098979326,0.7571849038531515,0.8542113713856954,"0.807 [0.757, 0.854]",0.8080759646984689,0.7587389820592706,0.8540918593185717,"0.808 [0.759, 0.854]"
cif,0.8019765165111323,0.7475372627604856,0.8526633843909049,"0.802 [0.748, 0.853]",0.7860895020116685,0.7328388927558087,0.8369730757608542,"0.786 [0.733, 0.837]",0.788507316402993,0.7359469801758248,0.8387530563063806,"0.789 [0.736, 0.839]"
cit,0.7525621301042402,0.6969199814434331,0.8048686798859908,"0.753 [0.697, 0.805]",0.7274611113993795,0.6733789046190366,0.7815551103982644,"0.727 [0.673, 0.782]",0.7328840985874037,0.68050366352961,0.7858841869679247,"0.733 [0.681, 0.786]"
cpi,0.6999453329795537,0.6366044126852382,0.7641660777817728,"0.700 [0.637, 0.764]",0.6862264736564762,0.6208077183433874,0.7519505520437542,"0.686 [0.621, 0.752]",0.69461648560636,0.6339985226043242,0.7571334504845744,"0.695 [0.634, 0.757]"
et,0.813278698051737,0.7596203820647982,0.8616136251853468,"0.813 [0.760, 0.862]",0.8034178452349511,0.7531649034739102,0.8507344175472726,"0.803 [0.753, 0.851]",0.8054771939903225,0.7550468501693605,0.8515989201245177,"0.805 [0.755, 0.852]"
lgbm,0.8191139092475064,0.7668801620061257,0.8672886685777692,"0.819 [0.767, 0.867]",0.8064830409772645,0.754647120736421,0.853918751648949,"0.806 [0.755, 0.854]",0.8066806210082952,0.7556838600466254,0.852673298491515,"0.807 [0.756, 0.853]"
pi,0.7517737550917184,0.6957014445499751,0.8052648779835142,"0.752 [0.696, 0.805]",0.7403410380809673,0.6843198558674707,0.7934638322814179,"0.740 [0.684, 0.793]",0.7459569720303776,0.691746984296825,0.7968539526387304,"0.746 [0.692, 0.797]"
ptest_mc,0.7868814206690476,0.7337530290542588,0.8377991684029836,"0.787 [0.734, 0.838]",0.7759510951946156,0.7267390201149779,0.8233018324898522,"0.776 [0.727, 0.823]",0.7777747895734324,0.729088829529499,0.8247140790184196,"0.778 [0.729, 0.825]"
ptest_rdc,0.7666972652997822,0.7087561163179436,0.821400265688738,"0.767 [0.709, 0.821]",0.7533525414442822,0.6978905910436564,0.8088624085937133,"0.753 [0.698, 0.809]",0.7561970609736339,0.7028049909551424,0.8092302309041862,"0.756 [0.703, 0.809]"
r_cforest,0.7143465451990558,0.6590554325271082,0.773619093901483,"0.714 [0.659, 0.774]",0.703079010686892,0.6485605751549384,0.7617144488579048,"0.703 [0.649, 0.762]",0.7078372297261105,0.6529703418356512,0.7655747872574294,"0.708 [0.653, 0.766]"
r_ctree,0.7039859592034727,0.6425323075063164,0.7696607567606919,"0.704 [0.643, 0.770]",0.6909068946503946,0.6276116056128914,0.7565140290164614,"0.691 [0.628, 0.757]",0.6968194696537331,0.6362297784258867,0.761840329208224,"0.697 [0.636, 0.762]"
rf,0.8163109455355186,0.764253696433619,0.8644741402141777,"0.816 [0.764, 0.864]",0.8053537622558118,0.7541423235374408,0.8526952065901331,"0.805 [0.754, 0.853]",0.8075851827268822,0.7583934266711464,0.8540736930013677,"0.808 [0.758, 0.854]"
rfe,0.8112055591546539,0.757928668236333,0.8593807020303278,"0.811 [0.758, 0.859]",0.7982464320492352,0.7478259017044162,0.8438588681211238,"0.798 [0.748, 0.844]",0.7983569794160019,0.7496360331763012,0.8434859008725688,"0.798 [0.750, 0.843]"
xgb,0.811376565095209,0.758815670902047,0.8607870545884676,"0.811 [0.759, 0.861]",0.7973216443636155,0.7455355409788216,0.8445801168577839,"0.797 [0.746, 0.845]",0.7980382467716041,0.7464507883609902,0.8452020916996371,"0.798 [0.746, 0.845]"
