method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.7528409090909091,,,0.753 [insufficient data],0.7387267436267436,,,0.739 [insufficient data],0.7541944444444444,,,0.754 [insufficient data]
cat,0.7528409090909091,,,0.753 [insufficient data],0.7387267436267436,,,0.739 [insufficient data],0.7541944444444444,,,0.754 [insufficient data]
cif,0.7528409090909091,,,0.753 [insufficient data],0.7387267436267436,,,0.739 [insufficient data],0.7541944444444444,,,0.754 [insufficient data]
cit,0.7528409090909091,,,0.753 [insufficient data],0.7387267436267436,,,0.739 [insufficient data],0.7541944444444444,,,0.754 [insufficient data]
cpi,0.7528409090909091,,,0.753 [insufficient data],0.7387267436267436,,,0.739 [insufficient data],0.7541944444444444,,,0.754 [insufficient data]
et,0.7528409090909091,,,0.753 [insufficient data],0.7387267436267436,,,0.739 [insufficient data],0.7541944444444444,,,0.754 [insufficient data]
lgbm,0.7528409090909091,,,0.753 [insufficient data],0.7387267436267436,,,0.739 [insufficient data],0.7541944444444444,,,0.754 [insufficient data]
pi,0.7528409090909091,,,0.753 [insufficient data],0.7387267436267436,,,0.739 [insufficient data],0.7541944444444444,,,0.754 [insufficient data]
ptest_mc,0.7528409090909091,,,0.753 [insufficient data],0.7387267436267436,,,0.739 [insufficient data],0.7541944444444444,,,0.754 [insufficient data]
ptest_rdc,0.7528409090909091,,,0.753 [insufficient data],0.7387267436267436,,,0.739 [insufficient data],0.7541944444444444,,,0.754 [insufficient data]
r_cforest,0.7223579545454546,,,0.722 [insufficient data],0.7033398268398268,,,0.703 [insufficient data],0.7248125,,,0.725 [insufficient data]
r_ctree,0.7528409090909091,,,0.753 [insufficient data],0.7387267436267436,,,0.739 [insufficient data],0.7541944444444444,,,0.754 [insufficient data]
rf,0.7528409090909091,,,0.753 [insufficient data],0.7387267436267436,,,0.739 [insufficient data],0.7541944444444444,,,0.754 [insufficient data]
rfe,0.7528409090909091,,,0.753 [insufficient data],0.7387267436267436,,,0.739 [insufficient data],0.7541944444444444,,,0.754 [insufficient data]
xgb,0.7528409090909092,,,0.753 [insufficient data],0.7387267436267437,,,0.739 [insufficient data],0.7541944444444444,,,0.754 [insufficient data]
