method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.22079135502958017,,,0.221 [insufficient data],0.042358524244203964,,,0.042 [insufficient data],0.14844790239102523,,,0.148 [insufficient data]
cat,0.22079135502958003,,,0.221 [insufficient data],0.04235852424420397,,,0.042 [insufficient data],0.14844790239102523,,,0.148 [insufficient data]
cif,0.22079135502958028,,,0.221 [insufficient data],0.042358524244203964,,,0.042 [insufficient data],0.1484479023910252,,,0.148 [insufficient data]
cit,0.22079135502958036,,,0.221 [insufficient data],0.04235852424420395,,,0.042 [insufficient data],0.14844790239102518,,,0.148 [insufficient data]
cpi,0.22079135502958022,,,0.221 [insufficient data],0.042358524244203964,,,0.042 [insufficient data],0.1484479023910252,,,0.148 [insufficient data]
et,0.22079135502958017,,,0.221 [insufficient data],0.042358524244203964,,,0.042 [insufficient data],0.1484479023910252,,,0.148 [insufficient data]
lgbm,0.2207913550295803,,,0.221 [insufficient data],0.042358524244203964,,,0.042 [insufficient data],0.1484479023910252,,,0.148 [insufficient data]
pi,0.22079135502958028,,,0.221 [insufficient data],0.042358524244203964,,,0.042 [insufficient data],0.1484479023910252,,,0.148 [insufficient data]
ptest_dc,0.2207913550295801,,,0.221 [insufficient data],0.04235852424420397,,,0.042 [insufficient data],0.14844790239102523,,,0.148 [insufficient data]
ptest_pc,0.22079135502958014,,,0.221 [insufficient data],0.04235852424420397,,,0.042 [insufficient data],0.1484479023910252,,,0.148 [insufficient data]
ptest_rdc,0.2207913550295803,,,0.221 [insufficient data],0.042358524244203964,,,0.042 [insufficient data],0.14844790239102518,,,0.148 [insufficient data]
r_cforest,0.5817678296908279,,,0.582 [insufficient data],0.022630232330559982,,,0.023 [insufficient data],0.1023348604770661,,,0.102 [insufficient data]
r_ctree,0.22079135502958,,,0.221 [insufficient data],0.04235852424420397,,,0.042 [insufficient data],0.14844790239102523,,,0.148 [insufficient data]
rf,0.2207913550295803,,,0.221 [insufficient data],0.042358524244203964,,,0.042 [insufficient data],0.14844790239102518,,,0.148 [insufficient data]
rfe,0.22079135502958028,,,0.221 [insufficient data],0.042358524244203964,,,0.042 [insufficient data],0.14844790239102518,,,0.148 [insufficient data]
xgb,0.2207913550295802,,,0.221 [insufficient data],0.042358524244203964,,,0.042 [insufficient data],0.1484479023910252,,,0.148 [insufficient data]
