method,avg_rank,std_rank,cd
ptest_rdc,3.5,2.5,16.311219536000955
boruta,4.5,0.5,16.311219536000955
et,4.5,0.5,16.311219536000955
cat,5.0,3.0,16.311219536000955
cpi,5.0,3.0,16.311219536000955
ptest_dc,6.0,3.0,16.311219536000955
xgb,6.5,0.5,16.311219536000955
r_cforest,8.5,7.5,16.311219536000955
cit,9.0,2.0,16.311219536000955
rfe,9.25,6.25,16.311219536000955
cif,9.5,0.5,16.311219536000955
lgbm,12.0,2.0,16.311219536000955
r_ctree,12.0,0.0,16.311219536000955
ptest_pc,12.5,1.5,16.311219536000955
rf,14.0,1.0,16.311219536000955
pi,14.25,1.25,16.311219536000955
