method,avg_rank,std_rank,cd
lgbm,4.326086956521739,2.772570207885808,4.289604706734938
cat,4.934782608695652,3.29130721957258,4.289604706734938
xgb,4.956521739130435,2.612316327965183,4.289604706734938
rf,5.565217391304348,3.499392331801545,4.289604706734938
et,5.695652173913044,3.027910495040026,4.289604706734938
rfe,5.695652173913044,3.2628979198771684,4.289604706734938
boruta,5.782608695652174,3.635053037578866,4.289604706734938
cif,6.413043478260869,2.7451624404024977,4.289604706734938
ptest_rdc,9.130434782608695,2.8177133471338522,4.289604706734938
ptest_mc,9.26086956521739,3.9144924853382177,4.289604706734938
cit,10.0,2.9488391230979425,4.289604706734938
pi,10.23913043478261,2.5532143646161827,4.289604706734938
r_ctree,12.347826086956522,2.9724634148064712,4.289604706734938
cpi,12.478260869565217,3.3050628516998284,4.289604706734938
r_cforest,13.173913043478262,1.372150768526913,4.289604706734938
