method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.9740000000000001,,,0.974 [insufficient data],0.9713333333333334,,,0.971 [insufficient data],0.9740000000000001,,,0.974 [insufficient data]
cat,0.9740000000000001,,,0.974 [insufficient data],0.9713333333333334,,,0.971 [insufficient data],0.9740000000000001,,,0.974 [insufficient data]
cif,0.9740000000000001,,,0.974 [insufficient data],0.9713333333333334,,,0.971 [insufficient data],0.9740000000000001,,,0.974 [insufficient data]
cit,0.9742105263157894,,,0.974 [insufficient data],0.9715087719298245,,,0.972 [insufficient data],0.9742105263157894,,,0.974 [insufficient data]
cpi,0.9740000000000001,,,0.974 [insufficient data],0.9713333333333334,,,0.971 [insufficient data],0.9740000000000001,,,0.974 [insufficient data]
et,0.9740000000000001,,,0.974 [insufficient data],0.9713333333333334,,,0.971 [insufficient data],0.9740000000000001,,,0.974 [insufficient data]
lgbm,0.9740000000000001,,,0.974 [insufficient data],0.9713333333333334,,,0.971 [insufficient data],0.9740000000000001,,,0.974 [insufficient data]
pi,0.9740000000000001,,,0.974 [insufficient data],0.9713333333333334,,,0.971 [insufficient data],0.9740000000000001,,,0.974 [insufficient data]
ptest_mc,0.9740000000000001,,,0.974 [insufficient data],0.9713333333333334,,,0.971 [insufficient data],0.9740000000000001,,,0.974 [insufficient data]
ptest_rdc,0.9740000000000001,,,0.974 [insufficient data],0.9713333333333334,,,0.971 [insufficient data],0.9740000000000001,,,0.974 [insufficient data]
r_cforest,0.8165,,,0.817 [insufficient data],0.8084492063492063,,,0.808 [insufficient data],0.8165,,,0.817 [insufficient data]
r_ctree,0.9740000000000001,,,0.974 [insufficient data],0.9713333333333334,,,0.971 [insufficient data],0.9740000000000001,,,0.974 [insufficient data]
rf,0.9740000000000001,,,0.974 [insufficient data],0.9713333333333334,,,0.971 [insufficient data],0.9740000000000001,,,0.974 [insufficient data]
rfe,0.9740000000000001,,,0.974 [insufficient data],0.9713333333333334,,,0.971 [insufficient data],0.9740000000000001,,,0.974 [insufficient data]
xgb,0.974,,,0.974 [insufficient data],0.9713333333333334,,,0.971 [insufficient data],0.974,,,0.974 [insufficient data]
