method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.9749666666666666,,,0.975 [insufficient data],0.9749662034567044,,,0.975 [insufficient data],0.9749666666666666,,,0.975 [insufficient data]
cat,0.9749666666666666,,,0.975 [insufficient data],0.9749662034567044,,,0.975 [insufficient data],0.9749666666666666,,,0.975 [insufficient data]
cif,0.9749666666666666,,,0.975 [insufficient data],0.9749662034567044,,,0.975 [insufficient data],0.9749666666666666,,,0.975 [insufficient data]
cit,0.9749607843137256,,,0.975 [insufficient data],0.9749603461796773,,,0.975 [insufficient data],0.9749607843137256,,,0.975 [insufficient data]
cpi,0.9749666666666666,,,0.975 [insufficient data],0.9749662034567044,,,0.975 [insufficient data],0.9749666666666666,,,0.975 [insufficient data]
et,0.9749666666666666,,,0.975 [insufficient data],0.9749662034567044,,,0.975 [insufficient data],0.9749666666666666,,,0.975 [insufficient data]
lgbm,0.9749666666666666,,,0.975 [insufficient data],0.9749662034567044,,,0.975 [insufficient data],0.9749666666666666,,,0.975 [insufficient data]
pi,0.9749666666666666,,,0.975 [insufficient data],0.9749662034567044,,,0.975 [insufficient data],0.9749666666666666,,,0.975 [insufficient data]
ptest_mc,0.9749666666666666,,,0.975 [insufficient data],0.9749662034567044,,,0.975 [insufficient data],0.9749666666666666,,,0.975 [insufficient data]
ptest_rdc,0.9749666666666666,,,0.975 [insufficient data],0.9749662034567044,,,0.975 [insufficient data],0.9749666666666666,,,0.975 [insufficient data]
r_cforest,0.961075,,,0.961 [insufficient data],0.9610738511429937,,,0.961 [insufficient data],0.961075,,,0.961 [insufficient data]
r_ctree,0.974925925925926,,,0.975 [insufficient data],0.9749255088943513,,,0.975 [insufficient data],0.974925925925926,,,0.975 [insufficient data]
rf,0.9749666666666666,,,0.975 [insufficient data],0.9749662034567044,,,0.975 [insufficient data],0.9749666666666666,,,0.975 [insufficient data]
rfe,0.9749666666666666,,,0.975 [insufficient data],0.9749662034567044,,,0.975 [insufficient data],0.9749666666666666,,,0.975 [insufficient data]
xgb,0.9749666666666666,,,0.975 [insufficient data],0.9749662034567044,,,0.975 [insufficient data],0.9749666666666666,,,0.975 [insufficient data]
