experiment,task,dataset_type,variant,n_features,n_samples,precision_at_10_mean,precision_at_10_std,recall_at_10_mean,recall_at_10_std,f1_at_10_mean,f1_at_10_std,spread_at_10_mean,spread_at_10_std,lr_ba_mean,lr_ba_std,knn_ba_mean,knn_ba_std,elapsed_seconds_mean,elapsed_seconds_std,mean_depth_mean,mean_depth_std,max_depth_mean,max_depth_std,mean_features_used_mean,mean_features_used_std,confounder_rate_at_5_mean,confounder_rate_at_5_std,confounder_rate_at_10_mean,confounder_rate_at_10_std,ridge_r2_mean,ridge_r2_std,knn_r2_mean,knn_r2_std
strictness_continuum,clf,clf_nonlinear,no_bonf_a05,100,1000,0.4,0.0,0.8,0.0,0.5333333333333333,0.0,0.8303030303030303,0.13299620679299223,0.8310126734482841,0.01025011947283628,0.7862107111079047,0.007923627482618111,43.119639578799976,2.188530499584715,3.112,0.15458331087151678,9.2,0.39999999999999997,2.492,0.1710438540258023,,,,,,,,
strictness_continuum,clf,clf_nonlinear,no_bonf_a10,100,1000,0.4,0.0,0.8,0.0,0.5333333333333333,0.0,0.898989898989899,0.07311903462971255,0.8290046413197703,0.013629924412827416,0.7780090421566506,0.014813171330413651,49.162178451399996,2.374485651309859,3.1759999999999997,0.19283153269110317,8.8,0.39999999999999997,2.54,0.24633310780323453,,,,,,,,
strictness_continuum,clf,clf_nonlinear,no_bonf_a20,100,1000,0.4,0.0,0.8,0.0,0.5333333333333333,0.0,0.8646464646464647,0.07493833127673295,0.8301974364523964,0.012320203067988695,0.7793870091143015,0.009028753867091566,53.38398197940005,0.7701880828960187,3.2640000000000002,0.15027973915335363,9.8,0.7483314773547882,2.652,0.17531685600648905,,,,,,,,
strictness_continuum,clf,clf_nonlinear,no_bonf_a50,100,1000,0.4,0.0,0.8,0.0,0.5333333333333333,0.0,0.8707070707070708,0.08314794192830981,0.8298114614145204,0.01356611193762214,0.771399369934829,0.02017052354987615,56.85575492059979,2.353065045505935,3.282,0.15625619987699685,9.6,0.8,2.7199999999999998,0.20995237555217125,,,,,,,,
strictness_continuum,clf,clf_nonlinear,wide_open_a99,100,1000,0.4,0.0,0.8,0.0,0.5333333333333333,0.0,0.8747474747474747,0.07943274040944444,0.829009450977563,0.014183150662032388,0.7691965466657047,0.012726433703574206,58.228733167799874,3.083125903188021,3.2939999999999996,0.17304334717058623,9.8,0.7483314773547882,2.7459999999999996,0.23921538412067062,,,,,,,,
strictness_continuum,clf,clf_nonlinear,no_bonf_a20_no_es,100,1000,0.42000000000000004,0.039999999999999994,0.8400000000000001,0.07999999999999999,0.5599999999999999,0.05333333333333332,0.9010101010101008,0.04797713974560775,0.831023495178318,0.011756157636956473,0.7780186614722362,0.019502986138404753,115.3536825874,2.321613312587491,1.7280000000000002,0.12319090875547595,6.0,0.8944271909999159,0.7620000000000001,0.14905032707109367,,,,,,,,
strictness_continuum,clf,clf_nonlinear,no_bonf_a05_no_boot,100,1000,0.42000000000000004,0.039999999999999994,0.8400000000000001,0.07999999999999999,0.5599999999999999,0.05333333333333332,0.8727272727272727,0.10852829105909731,0.8307950364331578,0.012063452331111224,0.7835942572685954,0.013222017615128655,35.22020564359991,0.7655858030658742,1.746,0.0932952303175248,5.8,0.7483314773547882,0.7220000000000001,0.07110555533852474,,,,,,,,
strictness_continuum,clf,clf_nonlinear,optimized_a20,100,1000,0.45999999999999996,0.04898979485566354,0.9199999999999999,0.09797958971132709,0.6133333333333333,0.06531972647421806,0.8666666666666666,0.07210734665686765,0.8272034244763485,0.009541642858014555,0.7980003847726235,0.010510444933595708,29.006053345599867,0.8125018783838158,1.982,0.06939740629158982,6.2,0.7483314773547882,1.0080000000000002,0.06493073232299172,,,,,,,,
strictness_continuum,clf,clf_nonlinear,rf,100,1000,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.814141414141414,0.117900900698302,0.8330183007479018,0.013575272752640536,0.8024144482120097,0.015955171374253434,0.1771132772000783,0.01395336053021041,0.0,0.0,0.0,0.0,66.536,0.619632148939999,,,,,,,,
strictness_continuum,clf,clf_nonlinear,et,100,1000,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.795959595959596,0.11717171717171715,0.8335990669263882,0.014069266640428669,0.8032176610634153,0.006981932532839256,0.12451178799983609,0.0058642810739670355,0.0,0.0,0.0,0.0,94.99199999999999,0.23886397802933845,,,,,,,,
