method,avg_rank,std_rank,cd
r_cforest,1.0,0.0,23.067547886657533
cit,3.5,0.0,23.067547886657533
ptest_rdc,3.5,0.0,23.067547886657533
rf,3.5,0.0,23.067547886657533
rfe,3.5,0.0,23.067547886657533
cif,9.0,0.0,23.067547886657533
cpi,9.0,0.0,23.067547886657533
et,9.0,0.0,23.067547886657533
lgbm,9.0,0.0,23.067547886657533
pi,9.0,0.0,23.067547886657533
ptest_pc,9.0,0.0,23.067547886657533
xgb,9.0,0.0,23.067547886657533
boruta,14.5,0.0,23.067547886657533
cat,14.5,0.0,23.067547886657533
ptest_dc,14.5,0.0,23.067547886657533
r_ctree,14.5,0.0,23.067547886657533
