study,dataset,task,kind,design_family,n_samples,n_features,n_informative,informative_fraction,dataset_seed,method,seed,n_splits,n_true_split_events,n_noise_split_events,distinct_noise_features_used,informative_indices
single_tree_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,rt,2,249,35,214,84,"70,26,7,90,39,28,0,2,62,56"
single_tree_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,rt,3,249,30,219,82,"70,26,7,90,39,28,0,2,62,56"
single_tree_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,rt,4,249,43,206,83,"70,26,7,90,39,28,0,2,62,56"
single_tree_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,cit,0,7,6,1,1,"0,230,294,390,75,16,98,212,103,69"
single_tree_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,cit,1,6,5,1,1,"0,230,294,390,75,16,98,212,103,69"
single_tree_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,cit,2,7,6,1,1,"0,230,294,390,75,16,98,212,103,69"
single_tree_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,cit,3,7,6,1,1,"0,230,294,390,75,16,98,212,103,69"
single_tree_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,cit,4,7,6,1,1,"0,230,294,390,75,16,98,212,103,69"
single_tree_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,dt,0,249,12,237,193,"0,230,294,390,75,16,98,212,103,69"
single_tree_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,dt,1,249,12,237,194,"0,230,294,390,75,16,98,212,103,69"
single_tree_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,dt,2,249,14,235,187,"0,230,294,390,75,16,98,212,103,69"
single_tree_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,dt,3,249,12,237,191,"0,230,294,390,75,16,98,212,103,69"
single_tree_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,dt,4,249,12,237,193,"0,230,294,390,75,16,98,212,103,69"
single_tree_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,rt,0,249,15,234,189,"0,230,294,390,75,16,98,212,103,69"
single_tree_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,rt,1,249,12,237,186,"0,230,294,390,75,16,98,212,103,69"
single_tree_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,rt,2,249,20,229,172,"0,230,294,390,75,16,98,212,103,69"
single_tree_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,rt,3,249,11,238,188,"0,230,294,390,75,16,98,212,103,69"
single_tree_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,rt,4,249,10,239,188,"0,230,294,390,75,16,98,212,103,69"
single_tree_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,cit,0,5,4,1,1,"960,150,547,817,777,450,185,785,226,93"
single_tree_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,cit,1,5,4,1,1,"960,150,547,817,777,450,185,785,226,93"
single_tree_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,cit,2,5,4,1,1,"960,150,547,817,777,450,185,785,226,93"
single_tree_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,cit,3,5,4,1,1,"960,150,547,817,777,450,185,785,226,93"
single_tree_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,cit,4,4,3,1,1,"960,150,547,817,777,450,185,785,226,93"
single_tree_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,dt,0,249,11,238,212,"960,150,547,817,777,450,185,785,226,93"
single_tree_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,dt,1,249,11,238,208,"960,150,547,817,777,450,185,785,226,93"
single_tree_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,dt,2,249,11,238,213,"960,150,547,817,777,450,185,785,226,93"
single_tree_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,dt,3,249,11,238,208,"960,150,547,817,777,450,185,785,226,93"
single_tree_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,dt,4,249,12,237,214,"960,150,547,817,777,450,185,785,226,93"
single_tree_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,rt,0,249,11,238,210,"960,150,547,817,777,450,185,785,226,93"
single_tree_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,rt,1,249,7,242,220,"960,150,547,817,777,450,185,785,226,93"
single_tree_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,rt,2,249,8,241,217,"960,150,547,817,777,450,185,785,226,93"
single_tree_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,rt,3,249,7,242,214,"960,150,547,817,777,450,185,785,226,93"
single_tree_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,rt,4,249,15,234,211,"960,150,547,817,777,450,185,785,226,93"
