method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,-1.7318581580917958,,,-1.732 [insufficient data],1.714250224064525,,,1.714 [insufficient data],1.0068230367102962,,,1.007 [insufficient data]
cat,-1.7318581580918497,,,-1.732 [insufficient data],1.7142502240645463,,,1.714 [insufficient data],1.0068230367102928,,,1.007 [insufficient data]
cif,-1.7318581580919359,,,-1.732 [insufficient data],1.714250224064606,,,1.714 [insufficient data],1.0068230367103057,,,1.007 [insufficient data]
cit,-1.7318581580919588,,,-1.732 [insufficient data],1.7142502240645943,,,1.714 [insufficient data],1.0068230367103033,,,1.007 [insufficient data]
cpi,-1.7318581580918115,,,-1.732 [insufficient data],1.7142502240645259,,,1.714 [insufficient data],1.0068230367102955,,,1.007 [insufficient data]
et,-1.7318581580917989,,,-1.732 [insufficient data],1.7142502240645272,,,1.714 [insufficient data],1.0068230367102902,,,1.007 [insufficient data]
lgbm,-1.7318581580919898,,,-1.732 [insufficient data],1.7142502240646325,,,1.714 [insufficient data],1.006823036710317,,,1.007 [insufficient data]
pi,-1.731858158092026,,,-1.732 [insufficient data],1.7142502240646442,,,1.714 [insufficient data],1.0068230367103035,,,1.007 [insufficient data]
ptest_dc,-1.7318581580918062,,,-1.732 [insufficient data],1.714250224064549,,,1.714 [insufficient data],1.0068230367102924,,,1.007 [insufficient data]
ptest_pc,-1.7318581580919719,,,-1.732 [insufficient data],1.7142502240646338,,,1.714 [insufficient data],1.0068230367103097,,,1.007 [insufficient data]
ptest_rdc,-1.7318581580918253,,,-1.732 [insufficient data],1.7142502240645046,,,1.714 [insufficient data],1.0068230367102757,,,1.007 [insufficient data]
r_cforest,-0.5773920496581958,,,-0.577 [insufficient data],1.1355015783406606,,,1.136 [insufficient data],0.7116106771113211,,,0.712 [insufficient data]
r_ctree,-1.731858158091999,,,-1.732 [insufficient data],1.7142502240646234,,,1.714 [insufficient data],1.00682303671032,,,1.007 [insufficient data]
rf,-1.73185815809208,,,-1.732 [insufficient data],1.7142502240646718,,,1.714 [insufficient data],1.006823036710333,,,1.007 [insufficient data]
rfe,-1.7318581580920114,,,-1.732 [insufficient data],1.714250224064603,,,1.714 [insufficient data],1.0068230367103193,,,1.007 [insufficient data]
xgb,-1.7318581580918824,,,-1.732 [insufficient data],1.7142502240645603,,,1.714 [insufficient data],1.0068230367102888,,,1.007 [insufficient data]
