task,signal,method,informative_share_at_5_mean,informative_share_at_5_std,informative_share_at_5_count,noise_highcard_share_at_5_mean,noise_highcard_share_at_5_std,noise_highcard_share_at_5_count,noise_binary_share_at_5_mean,noise_binary_share_at_5_std,noise_binary_share_at_5_count,noise_gaussian_share_at_5_mean,noise_gaussian_share_at_5_std,noise_gaussian_share_at_5_count,informative_share_at_10_mean,informative_share_at_10_std,informative_share_at_10_count,noise_highcard_share_at_10_mean,noise_highcard_share_at_10_std,noise_highcard_share_at_10_count,noise_binary_share_at_10_mean,noise_binary_share_at_10_std,noise_binary_share_at_10_count,noise_gaussian_share_at_10_mean,noise_gaussian_share_at_10_std,noise_gaussian_share_at_10_count,informative_share_at_25_mean,informative_share_at_25_std,informative_share_at_25_count,noise_highcard_share_at_25_mean,noise_highcard_share_at_25_std,noise_highcard_share_at_25_count,noise_binary_share_at_25_mean,noise_binary_share_at_25_std,noise_binary_share_at_25_count,noise_gaussian_share_at_25_mean,noise_gaussian_share_at_25_std,noise_gaussian_share_at_25_count,support_size_mean,support_size_std,support_size_count,informative_share_at_5_se,noise_highcard_share_at_5_se,noise_binary_share_at_5_se,noise_gaussian_share_at_5_se,informative_share_at_10_se,noise_highcard_share_at_10_se,noise_binary_share_at_10_se,noise_gaussian_share_at_10_se,informative_share_at_25_se,noise_highcard_share_at_25_se,noise_binary_share_at_25_se,noise_gaussian_share_at_25_se,support_size_se,downstream_at_5,downstream_at_10,downstream_at_25
regression,0.05,rf_oobperm,0.52,0.22360679774997896,25,0.32799999999999996,0.22271057451320087,25,0.016,0.05537749241945383,25,0.136,0.14966629547095767,25,0.37200000000000005,0.13391539617733778,25,0.43200000000000005,0.174928556845359,25,0.052000000000000005,0.07141428428542851,25,0.14400000000000002,0.1083205120618128,25,0.20800000000000002,0.05887840577551899,25,0.38079999999999997,0.10399999999999997,25,0.2576,0.09243376006633075,25,0.1536,0.05619015334854793,25,33.84,6.0462109346818735,25,0.044721359549995794,0.04454211490264017,0.011075498483890767,0.029933259094191533,0.026783079235467556,0.0349857113690718,0.014282856857085701,0.02166410241236256,0.011775681155103798,0.020799999999999992,0.01848675201326615,0.011238030669709586,1.2092421869363748,-0.09550611542051099,-0.10416974958742674,-0.11829515076831534
regression,0.05,xgb,0.20800000000000002,0.1869046102516825,25,0.17600000000000002,0.16653327995729061,25,0.47200000000000003,0.2508651696296904,25,0.14400000000000002,0.1685229954635272,25,0.22400000000000003,0.14224392195567914,25,0.276,0.1451436070471816,25,0.348,0.1610382977224155,25,0.15200000000000002,0.1004987562112089,25,0.2192,0.06544208635630948,25,0.39840000000000003,0.07701082175036614,25,0.21600000000000003,0.058878405775518984,25,0.1664,0.05851495535331118,25,70.0,0.0,25,0.0373809220503365,0.03330665599145812,0.05017303392593808,0.03370459909270544,0.02844878439113583,0.02902872140943632,0.032207659544483104,0.02009975124224178,0.013088417271261896,0.015402164350073227,0.011775681155103798,0.011702991070662236,0.0,-0.11571843813467114,-0.12132398836766735,-0.11926695616977982
regression,0.1,cif,0.8640000000000001,0.11135528725660042,25,0.0,0.0,25,0.12,0.11547005383792518,25,0.016,0.05537749241945383,25,0.636,0.10360180178613365,25,0.11200000000000002,0.08812869377601523,25,0.2,0.09574271077563382,25,0.052000000000000005,0.05859465277082316,25,0.3296,0.049369356217529636,25,0.2576,0.05425863986500214,25,0.3136,0.060750857332770754,25,0.0992,0.0448998886412873,25,23.68,3.997082269189197,25,0.022271057451320082,0.0,0.023094010767585035,0.011075498483890767,0.02072036035722673,0.017625738755203048,0.019148542155126763,0.011718930554164632,0.009873871243505927,0.010851727973000427,0.01215017146655415,0.00897997772825746,0.7994164538378394,-0.05416499338964569,-0.0476721709610429,-0.03552349033938649
regression,0.1,cif_maxt,0.9279999999999999,0.0979795897113271,25,0.008,0.04000000000000001,25,0.04800000000000001,0.08717797887081348,25,0.016,0.05537749241945383,25,0.652,0.10456258094238749,25,0.132,0.07483314773547883,25,0.15200000000000002,0.09626352718795768,25,0.064,0.05686240703077328,25,0.34240000000000004,0.03843609414773218,25,0.26080000000000003,0.05670978751503129,25,0.2768,0.07564830908002285,25,0.12,0.05291502622129182,25,28.36,5.098038838612353,25,0.01959591794226542,0.008000000000000002,0.017435595774162697,0.011075498483890767,0.020912516188477497,0.014966629547095767,0.019252705437591534,0.011372481406154657,0.007687218829546436,0.011341957503006258,0.015129661816004569,0.010583005244258365,1.0196077677224706,-0.05509706926348597,-0.03684449130394411,-0.03172728912887515
regression,0.1,cif_noadjust,0.9279999999999999,0.11372481406154651,25,0.008,0.04000000000000001,25,0.04,0.08164965809277262,25,0.024000000000000004,0.06633249580710801,25,0.6759999999999999,0.08793937305515281,25,0.11599999999999999,0.08504900548115384,25,0.14400000000000002,0.08205689083394115,25,0.064,0.05686240703077328,25,0.3408,0.038505410875183055,25,0.2928,0.05856051001599398,25,0.25120000000000003,0.08207313811473275,25,0.1152,0.05075431016179808,25,29.28,4.8263167460635366,25,0.022744962812309304,0.008000000000000002,0.016329931618554526,0.013266499161421603,0.017587874611030563,0.017009801096230768,0.01641137816678823,0.011372481406154657,0.007701082175036611,0.011712102003198796,0.01641462762294655,0.010150862032359615,0.9652633492127073,-0.05656153823057854,-0.04260167362199574,-0.03796519192244655
regression,0.1,cit,0.256,0.19595917942265423,25,0.36,0.14142135623730948,25,0.336,0.11135528725660042,25,0.04800000000000001,0.0871779788708135,25,0.188,0.08326663997864531,25,0.4,0.1,25,0.344,0.05066228051190223,25,0.068,0.06904105059069326,25,0.1472,0.07807688518377255,25,0.3728,0.07368401002478987,25,0.384,0.056568542494923824,25,0.096,0.041633319989322654,25,0.76,0.8793937305515279,25,0.039191835884530846,0.028284271247461894,0.022271057451320082,0.017435595774162697,0.01665332799572906,0.02,0.010132456102380446,0.013808210118138653,0.01561537703675451,0.014736802004957975,0.011313708498984765,0.00832666399786453,0.17587874611030557,-0.08556909407316399,-0.08811663908876512,-0.08443573247489596
regression,0.1,lgbm,0.43200000000000005,0.2135415650406262,25,0.424,0.16653327995729061,25,0.0,0.0,25,0.14400000000000002,0.1781385228784985,25,0.384,0.13441230102437304,25,0.408,0.14696938456699069,25,0.0,0.0,25,0.20800000000000002,0.1255653880122491,25,0.3088,0.037452191747168385,25,0.48160000000000003,0.053516352641038614,25,0.0,0.0,25,0.2096,0.06354001363970056,25,70.0,0.0,25,0.04270831300812524,0.03330665599145812,0.0,0.0356277045756997,0.026882460204874607,0.029393876913398138,0.0,0.025113077602449817,0.007490438349433677,0.010703270528207723,0.0,0.012708002727940112,0.0,-0.08453272799780248,-0.08652740054754877,-0.04767780435141507
regression,0.1,rf,0.9520000000000001,0.08717797887081348,25,0.04,0.08164965809277261,25,0.0,0.0,25,0.008,0.04,25,0.728,0.12754084313139324,25,0.172,0.1173314393786536,25,0.0,0.0,25,0.1,0.08660254037844387,25,0.3728,0.0320832251080426,25,0.43520000000000003,0.05694441734416699,25,0.0,0.0,25,0.192,0.05163977794943223,25,70.0,0.0,25,0.017435595774162697,0.016329931618554522,0.0,0.008,0.025508168626278648,0.02346628787573072,0.0,0.017320508075688773,0.006416645021608521,0.011388883468833398,0.0,0.010327955589886447,0.0,-0.04994468035897503,-0.038154420166544176,-0.012636412246671433
regression,0.1,rf_oobperm,0.792,0.1351542328847553,25,0.15200000000000002,0.1446835627614047,25,0.0,0.0,25,0.05600000000000001,0.1083205120618128,25,0.572,0.08906926143924926,25,0.268,0.09882644720249062,25,0.012000000000000002,0.033166247903554005,25,0.14800000000000002,0.10456258094238748,25,0.3008,0.047777260979117095,25,0.3728,0.064,25,0.1824,0.07666376806114693,25,0.14400000000000002,0.058878405775518984,25,36.76,5.317267468665961,25,0.02703084657695106,0.02893671255228094,0.0,0.02166410241236256,0.017813852287849853,0.019765289440498122,0.006633249580710801,0.020912516188477497,0.009555452195823419,0.0128,0.015332753612229386,0.011775681155103798,1.0634534937331923,-0.05239279376629908,-0.05601027958291828,-0.04561103722441085
regression,0.1,xgb,0.504,0.25897232799406705,25,0.05600000000000001,0.09165151389911681,25,0.4,0.30550504633038933,25,0.04,0.08164965809277262,25,0.44799999999999995,0.12622730819174324,25,0.188,0.12013880860626733,25,0.292,0.1730125236314797,25,0.07200000000000001,0.061373175465073225,25,0.3104,0.052000000000000005,25,0.3456,0.09083318042800587,25,0.2064,0.06601010023726168,25,0.1376,0.0384360941477322,25,69.92,0.27688746209727133,25,0.05179446559881341,0.018330302779823362,0.061101009266077866,0.016329931618554526,0.02524546163834865,0.024027761721253465,0.03460250472629594,0.012274635093014645,0.010400000000000001,0.018166636085601172,0.013202020047452337,0.007687218829546439,0.05537749241945426,-0.08472059233127442,-0.0705768700793205,-0.04250800434339203
regression,0.2,cif,1.0,0.0,25,0.0,0.0,25,0.0,0.0,25,0.0,0.0,25,0.948,0.050990195135927854,25,0.032,0.04760952285695234,25,0.016,0.03741657386773942,25,0.004,0.02,25,0.3968,0.011075498483890764,25,0.2704,0.05689756878227167,25,0.2656,0.062053740150507186,25,0.0672,0.03953057888099625,25,36.36,4.653672384973685,25,0.0,0.0,0.0,0.0,0.01019803902718557,0.009521904571390467,0.007483314773547883,0.004,0.002215099696778153,0.011379513756454334,0.012410748030101438,0.00790611577619925,0.930734476994737,0.114593417223272,0.2815172206496167,0.25966586319049734
regression,0.2,cif_maxt,1.0,0.0,25,0.0,0.0,25,0.0,0.0,25,0.0,0.0,25,0.948,0.05099019513592784,25,0.024000000000000004,0.04358898943540674,25,0.024000000000000004,0.04358898943540674,25,0.004,0.02,25,0.39840000000000003,0.008000000000000014,25,0.25920000000000004,0.062311047709588924,25,0.2416,0.06162250671088716,25,0.1008,0.041825032376954986,25,43.88,6.078102774166734,25,0.0,0.0,0.0,0.0,0.010198039027185569,0.008717797887081349,0.008717797887081349,0.004,0.001600000000000003,0.012462209541917785,0.012324501342177432,0.008365006475390997,1.2156205548333467,0.11550981339531131,0.27644392296558384,0.2596962613645875
regression,0.2,cif_noadjust,1.0,0.0,25,0.0,0.0,25,0.0,0.0,25,0.0,0.0,25,0.9640000000000001,0.04898979485566354,25,0.02,0.040824829046386304,25,0.008,0.027688746209726913,25,0.008,0.027688746209726917,25,0.39840000000000003,0.008000000000000014,25,0.2816,0.057131427428342804,25,0.2192,0.06337191807101945,25,0.1008,0.05179446559881342,25,46.36,3.7735924528226406,25,0.0,0.0,0.0,0.0,0.009797958971132708,0.008164965809277261,0.005537749241945383,0.005537749241945384,0.001600000000000003,0.01142628548566856,0.01267438361420389,0.010358893119762683,0.7547184905645281,0.11242181473253603,0.284225334129975,0.25778805571673713
regression,0.2,cit,0.768,0.23579652245103191,25,0.10400000000000001,0.15405626677721793,25,0.11200000000000002,0.11661903789690602,25,0.016,0.05537749241945383,25,0.46,0.15545631755148023,25,0.228,0.11733143937865362,25,0.272,0.10214368964029708,25,0.04,0.05000000000000001,25,0.24,0.08326663997864531,25,0.32159999999999994,0.05941941321375251,25,0.35200000000000004,0.06324555320336755,25,0.0864,0.05251031644670724,25,3.96,1.42828568570857,25,0.04715930449020638,0.030811253355443585,0.023323807579381205,0.011075498483890767,0.031091263510296046,0.023466287875730723,0.020428737928059416,0.010000000000000002,0.01665332799572906,0.011883882642750502,0.01264911064067351,0.010502063289341449,0.285657137141714,0.06859060275416864,0.07363186890007593,0.10711816638507415
regression,0.2,lgbm,1.0,0.0,25,0.0,0.0,25,0.0,0.0,25,0.0,0.0,25,0.88,0.06454972243679027,25,0.09200000000000001,0.07023769168568493,25,0.0,0.0,25,0.028000000000000004,0.0541602560309064,25,0.4,0.0,25,0.4368,0.04607240678178933,25,0.0,0.0,25,0.1632,0.04607240678178933,25,70.0,0.0,25,0.0,0.0,0.0,0.0,0.012909944487358055,0.014047538337136987,0.0,0.01083205120618128,0.0,0.009214481356357867,0.0,0.009214481356357867,0.0,0.11386865322506395,0.24591888370592638,0.2622761723803526
regression,0.2,rf,1.0,0.0,25,0.0,0.0,25,0.0,0.0,25,0.0,0.0,25,0.988,0.033166247903553984,25,0.012000000000000002,0.033166247903554,25,0.0,0.0,25,0.0,0.0,25,0.4,0.0,25,0.4128,0.049959983987187206,25,0.0,0.0,25,0.18719999999999998,0.04995998398718718,25,70.0,0.0,25,0.0,0.0,0.0,0.0,0.006633249580710797,0.0066332495807108,0.0,0.0,0.0,0.009991996797437442,0.0,0.009991996797437435,0.0,0.11706740280795301,0.2904698472698155,0.2583313907180989
regression,0.2,rf_oobperm,1.0,0.0,25,0.0,0.0,25,0.0,0.0,25,0.0,0.0,25,0.9520000000000001,0.05859465277082314,25,0.032,0.05567764362830022,25,0.0,0.0,25,0.016,0.03741657386773942,25,0.3968,0.011075498483890773,25,0.35200000000000004,0.07023769168568493,25,0.1328,0.064,25,0.1184,0.04963869458396343,25,38.84,3.636390151418481,25,0.0,0.0,0.0,0.0,0.011718930554164628,0.011135528725660045,0.0,0.007483314773547883,0.0022150996967781546,0.014047538337136987,0.0128,0.009927738916792685,0.7272780302836962,0.1224105476327036,0.27625435775457985,0.2528693542609738
regression,0.2,xgb,0.9279999999999999,0.1137248140615465,25,0.0,0.0,25,0.07200000000000001,0.11372481406154657,25,0.0,0.0,25,0.852,0.0871779788708135,25,0.02,0.05,25,0.128,0.0842614977317636,25,0.0,0.0,25,0.3872,0.01904380914278097,25,0.2944,0.07200000000000001,25,0.1776,0.06118823416311343,25,0.1408,0.0567097875150313,25,69.96,0.20000000000000187,25,0.0227449628123093,0.0,0.022744962812309314,0.0,0.017435595774162697,0.01,0.01685229954635272,0.0,0.003808761828556194,0.014400000000000001,0.012237646832622686,0.01134195750300626,0.040000000000000376,0.0922296687272671,0.2420871030647985,0.24527689093002858
