method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.2148433286780559,0.06769869666421474,0.37116052515613257,"0.215 [0.068, 0.371]",5486277.582080638,10668.931366992001,15611003.190872148,"5486277.582 [10668.931, 15611003.191]",597.494115716405,53.95810359328181,1471.2180701319867,"597.494 [53.958, 1471.218]"
cat,0.24801612372113713,0.09997062690847215,0.4018103631660414,"0.248 [0.100, 0.402]",5483990.959948058,10671.772985041185,15607931.123295238,"5483990.960 [10671.773, 15607931.123]",596.7063500789886,53.95868248325608,1469.886381075271,"596.706 [53.959, 1469.886]"
cif,0.23093725239336005,0.08955896202429353,0.3821886755236107,"0.231 [0.090, 0.382]",5475895.229445519,10681.976695830344,15594099.140618328,"5475895.229 [10681.977, 15594099.141]",594.6848541932189,53.99194397698157,1466.9533442574134,"594.685 [53.992, 1466.953]"
cit,0.19206205038785887,0.047278964292882565,0.34945622623896977,"0.192 [0.047, 0.349]",5477081.870586297,10854.249801024793,15596076.38239546,"5477081.871 [10854.250, 15596076.382]",596.2506772926234,54.35430848787555,1469.5898331149065,"596.251 [54.354, 1469.590]"
cpi,0.1995788344794266,0.06007151716396842,0.3493327047061948,"0.200 [0.060, 0.349]",5503606.837485502,10794.652128358335,15650506.986143997,"5503606.837 [10794.652, 15650506.986]",600.4565705131773,54.44536843373634,1474.7099436864794,"600.457 [54.445, 1474.710]"
et,0.23690070140345107,0.08929862070231404,0.390876320454333,"0.237 [0.089, 0.391]",5478422.570220972,10668.997957594367,15599877.526200451,"5478422.570 [10668.998, 15599877.526]",595.0460743807039,53.94043975396035,1467.608709211754,"595.046 [53.940, 1467.609]"
lgbm,0.21457324189660018,0.07240127481132053,0.36781820192631454,"0.215 [0.072, 0.368]",5491854.780558844,10781.334492239443,15624281.091248397,"5491854.781 [10781.334, 15624281.091]",598.227971070052,54.20398067036881,1471.935334831989,"598.228 [54.204, 1471.935]"
pi,0.21309642745480206,0.07127281223659111,0.3669563748759795,"0.213 [0.071, 0.367]",5490996.45431624,10701.944155854204,15623436.011636592,"5490996.454 [10701.944, 15623436.012]",597.9633744892442,54.01251262356904,1471.6033947722394,"597.963 [54.013, 1471.603]"
ptest_dc,0.20312797862734927,0.05402110477586166,0.36406925732361967,"0.203 [0.054, 0.364]",5475842.265608281,10663.993630282155,15593601.964213211,"5475842.266 [10663.994, 15593601.964]",594.7296500078058,53.939779317080784,1466.5344473123712,"594.730 [53.940, 1466.534]"
ptest_pc,0.20114193635263966,0.05179246540295235,0.3619960922097325,"0.201 [0.052, 0.362]",5475934.241790353,10660.934512189408,15594544.396809058,"5475934.242 [10660.935, 15594544.397]",594.7020859386666,53.930170505402096,1466.535239607113,"594.702 [53.930, 1466.535]"
ptest_rdc,0.19974120954806854,0.05113349987025975,0.3616201792968611,"0.200 [0.051, 0.362]",5469900.880577946,10661.334865408988,15582475.197354222,"5469900.881 [10661.335, 15582475.197]",593.6848879174237,53.951752081486234,1465.5934591782895,"593.685 [53.952, 1465.593]"
r_cforest,0.11206499634527914,-0.030712683134041723,0.2651855596449418,"0.112 [-0.031, 0.265]",5492091.243095827,11235.729996043936,15627552.20305771,"5492091.243 [11235.730, 15627552.203]",598.7990225036341,55.52236778797089,1472.7114545493537,"598.799 [55.522, 1472.711]"
r_ctree,0.0921867795918466,-0.03450312115273428,0.23364236042668693,"0.092 [-0.035, 0.234]",5504150.443214169,11428.5878181322,15649984.432285229,"5504150.443 [11428.588, 15649984.432]",601.9198533718904,56.228789049081286,1476.3951993255741,"601.920 [56.229, 1476.395]"
rf,0.23036133542204326,0.08734975821563343,0.38297667039540517,"0.230 [0.087, 0.383]",5487890.5931503335,10669.497441277477,15614730.849077044,"5487890.593 [10669.497, 15614730.849]",597.6980754638531,53.960048761302794,1471.4816995369456,"597.698 [53.960, 1471.482]"
rfe,0.24789318279143296,0.09902031823970107,0.40091323270523727,"0.248 [0.099, 0.401]",5491786.112017864,10673.445635603526,15622395.651861547,"5491786.112 [10673.446, 15622395.652]",598.2780574201938,53.96496975212516,1472.0242806198785,"598.278 [53.965, 1472.024]"
xgb,0.22045719698549313,0.08188396953812682,0.36530117480506025,"0.220 [0.082, 0.365]",5498181.882599329,10802.27495176046,15637517.363282057,"5498181.883 [10802.275, 15637517.363]",599.6688815081978,54.38126797209257,1473.6850540856587,"599.669 [54.381, 1473.685]"
