method,avg_rank,std_rank,cd
boruta,7.5,0.0,23.067547886657533
cat,7.5,0.0,23.067547886657533
cif,7.5,0.0,23.067547886657533
cit,7.5,0.0,23.067547886657533
cpi,7.5,0.0,23.067547886657533
et,7.5,0.0,23.067547886657533
lgbm,7.5,0.0,23.067547886657533
pi,7.5,0.0,23.067547886657533
ptest_dc,7.5,0.0,23.067547886657533
ptest_pc,7.5,0.0,23.067547886657533
ptest_rdc,7.5,0.0,23.067547886657533
r_ctree,7.5,0.0,23.067547886657533
rf,7.5,0.0,23.067547886657533
rfe,7.5,0.0,23.067547886657533
xgb,15.0,0.0,23.067547886657533
r_cforest,16.0,0.0,23.067547886657533
