method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.9998795149294364,,,1.000 [insufficient data],8.61320310426378,,,8.613 [insufficient data],1.6846046552640248,,,1.685 [insufficient data]
cat,0.9998795149294364,,,1.000 [insufficient data],8.613203104264187,,,8.613 [insufficient data],1.684604655264071,,,1.685 [insufficient data]
cif,0.9998795149294364,,,1.000 [insufficient data],8.613203104264018,,,8.613 [insufficient data],1.6846046552640614,,,1.685 [insufficient data]
cit,0.9998795149294364,,,1.000 [insufficient data],8.613203104264104,,,8.613 [insufficient data],1.68460465526406,,,1.685 [insufficient data]
cpi,0.9998795149294364,,,1.000 [insufficient data],8.613203104264173,,,8.613 [insufficient data],1.6846046552640679,,,1.685 [insufficient data]
et,0.9998795149294364,,,1.000 [insufficient data],8.613203104264315,,,8.613 [insufficient data],1.6846046552640712,,,1.685 [insufficient data]
lgbm,0.9998795149294364,,,1.000 [insufficient data],8.613203104264086,,,8.613 [insufficient data],1.6846046552640588,,,1.685 [insufficient data]
pi,0.9998795149294364,,,1.000 [insufficient data],8.613203104264262,,,8.613 [insufficient data],1.6846046552640634,,,1.685 [insufficient data]
ptest_dc,0.9998795149294364,,,1.000 [insufficient data],8.613203104263839,,,8.613 [insufficient data],1.684604655264052,,,1.685 [insufficient data]
ptest_pc,0.9998795149294364,,,1.000 [insufficient data],8.613203104264063,,,8.613 [insufficient data],1.68460465526406,,,1.685 [insufficient data]
ptest_rdc,0.9998795149294364,,,1.000 [insufficient data],8.613203104264047,,,8.613 [insufficient data],1.68460465526407,,,1.685 [insufficient data]
r_cforest,0.9998816083993448,,,1.000 [insufficient data],8.526454431342666,,,8.526 [insufficient data],1.66881832444068,,,1.669 [insufficient data]
r_ctree,0.9998795149294364,,,1.000 [insufficient data],8.61320310426356,,,8.613 [insufficient data],1.6846046552640146,,,1.685 [insufficient data]
rf,0.9998795149294364,,,1.000 [insufficient data],8.613203104264011,,,8.613 [insufficient data],1.6846046552640543,,,1.685 [insufficient data]
rfe,0.9998795149294364,,,1.000 [insufficient data],8.613203104264182,,,8.613 [insufficient data],1.684604655264064,,,1.685 [insufficient data]
xgb,0.9998795149294364,,,1.000 [insufficient data],8.613203104264235,,,8.613 [insufficient data],1.6846046552640668,,,1.685 [insufficient data]
