method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,-0.2719084154486581,,,-0.272 [insufficient data],0.06850710503123947,,,0.069 [insufficient data],0.19525083635548676,,,0.195 [insufficient data]
cat,-0.27190841544858757,,,-0.272 [insufficient data],0.06850710503123586,,,0.069 [insufficient data],0.1952508363554818,,,0.195 [insufficient data]
cif,-0.27190841544858024,,,-0.272 [insufficient data],0.0685071050312357,,,0.069 [insufficient data],0.1952508363554803,,,0.195 [insufficient data]
cit,-0.27190841544847044,,,-0.272 [insufficient data],0.06850710503122959,,,0.069 [insufficient data],0.19525083635547372,,,0.195 [insufficient data]
cpi,-0.27190841544849226,,,-0.272 [insufficient data],0.06850710503123071,,,0.069 [insufficient data],0.19525083635547205,,,0.195 [insufficient data]
et,-0.27190841544863686,,,-0.272 [insufficient data],0.06850710503123858,,,0.069 [insufficient data],0.19525083635548718,,,0.195 [insufficient data]
lgbm,-0.27190841544865724,,,-0.272 [insufficient data],0.06850710503123998,,,0.069 [insufficient data],0.19525083635548687,,,0.195 [insufficient data]
pi,-0.27190841544839117,,,-0.272 [insufficient data],0.06850710503122509,,,0.069 [insufficient data],0.19525083635547183,,,0.195 [insufficient data]
ptest_dc,-0.27190841544859035,,,-0.272 [insufficient data],0.06850710503123596,,,0.069 [insufficient data],0.19525083635548185,,,0.195 [insufficient data]
ptest_pc,-0.2719084154485401,,,-0.272 [insufficient data],0.06850710503123335,,,0.069 [insufficient data],0.1952508363554794,,,0.195 [insufficient data]
ptest_rdc,-0.27190841544859584,,,-0.272 [insufficient data],0.06850710503123629,,,0.069 [insufficient data],0.19525083635548238,,,0.195 [insufficient data]
r_cforest,0.6514763546263573,,,0.651 [insufficient data],0.0188459059316478,,,0.019 [insufficient data],0.0964473987926824,,,0.096 [insufficient data]
r_ctree,-0.27190841544857947,,,-0.272 [insufficient data],0.0685071050312354,,,0.069 [insufficient data],0.1952508363554806,,,0.195 [insufficient data]
rf,-0.27190841544873207,,,-0.272 [insufficient data],0.06850710503124333,,,0.069 [insufficient data],0.19525083635549348,,,0.195 [insufficient data]
rfe,-0.2719084154487214,,,-0.272 [insufficient data],0.06850710503124313,,,0.069 [insufficient data],0.19525083635549323,,,0.195 [insufficient data]
xgb,-0.27190841544860156,,,-0.272 [insufficient data],0.06850710503123653,,,0.069 [insufficient data],0.1952508363554828,,,0.195 [insufficient data]
