method,avg_rank,std_rank,cd
boruta,4.0,0.0,16.311219536000955
et,4.0,1.0,16.311219536000955
ptest_rdc,4.0,3.0,16.311219536000955
cat,5.0,3.0,16.311219536000955
cpi,5.0,2.0,16.311219536000955
xgb,5.5,0.5,16.311219536000955
ptest_dc,6.0,4.0,16.311219536000955
r_cforest,8.5,7.5,16.311219536000955
cif,9.0,0.0,16.311219536000955
cit,10.0,2.0,16.311219536000955
rfe,11.0,5.0,16.311219536000955
ptest_pc,11.5,1.5,16.311219536000955
lgbm,12.5,1.5,16.311219536000955
pi,12.5,1.5,16.311219536000955
r_ctree,12.5,0.5,16.311219536000955
rf,15.0,0.0,16.311219536000955
