method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.85509243697479,,,0.855 [insufficient data],0.8562831876585746,,,0.856 [insufficient data],0.857797619047619,,,0.858 [insufficient data]
cat,0.85509243697479,,,0.855 [insufficient data],0.8562831876585746,,,0.856 [insufficient data],0.857797619047619,,,0.858 [insufficient data]
cif,0.85509243697479,,,0.855 [insufficient data],0.8562831876585746,,,0.856 [insufficient data],0.857797619047619,,,0.858 [insufficient data]
cit,0.85509243697479,,,0.855 [insufficient data],0.8562831876585746,,,0.856 [insufficient data],0.857797619047619,,,0.858 [insufficient data]
cpi,0.85509243697479,,,0.855 [insufficient data],0.8562831876585746,,,0.856 [insufficient data],0.857797619047619,,,0.858 [insufficient data]
et,0.85509243697479,,,0.855 [insufficient data],0.8562831876585746,,,0.856 [insufficient data],0.857797619047619,,,0.858 [insufficient data]
lgbm,0.85509243697479,,,0.855 [insufficient data],0.8562831876585746,,,0.856 [insufficient data],0.857797619047619,,,0.858 [insufficient data]
pi,0.85509243697479,,,0.855 [insufficient data],0.8562831876585746,,,0.856 [insufficient data],0.857797619047619,,,0.858 [insufficient data]
ptest_mc,0.85509243697479,,,0.855 [insufficient data],0.8562831876585746,,,0.856 [insufficient data],0.857797619047619,,,0.858 [insufficient data]
ptest_rdc,0.85509243697479,,,0.855 [insufficient data],0.8562831876585746,,,0.856 [insufficient data],0.857797619047619,,,0.858 [insufficient data]
r_cforest,0.8252941176470588,,,0.825 [insufficient data],0.826855502937521,,,0.827 [insufficient data],0.829360119047619,,,0.829 [insufficient data]
r_ctree,0.85509243697479,,,0.855 [insufficient data],0.8562831876585746,,,0.856 [insufficient data],0.857797619047619,,,0.858 [insufficient data]
rf,0.85509243697479,,,0.855 [insufficient data],0.8562831876585746,,,0.856 [insufficient data],0.857797619047619,,,0.858 [insufficient data]
rfe,0.85509243697479,,,0.855 [insufficient data],0.8562831876585746,,,0.856 [insufficient data],0.857797619047619,,,0.858 [insufficient data]
xgb,0.8550924369747899,,,0.855 [insufficient data],0.8562831876585747,,,0.856 [insufficient data],0.8577976190476191,,,0.858 [insufficient data]
