method,avg_rank,std_rank,cd
cat,4.672413793103448,3.0208352980162267,3.8521787446430187
lgbm,4.724137931034483,3.0642156190916747,3.8521787446430187
rfe,4.844827586206897,3.5162270342627733,3.8521787446430187
et,6.241379310344827,3.081145917750162,3.8521787446430187
rf,6.310344827586207,3.063730521550507,3.8521787446430187
xgb,6.396551724137931,3.361494203744426,3.8521787446430187
cif,7.362068965517241,2.304031518148801,3.8521787446430187
ptest_mc,8.431034482758621,3.4708742263819734,3.8521787446430187
boruta,8.96551724137931,4.164569428592205,3.8521787446430187
pi,9.431034482758621,3.761703892018182,3.8521787446430187
cit,9.46551724137931,3.3960703317184993,3.8521787446430187
ptest_rdc,9.637931034482758,3.9759981434380807,3.8521787446430187
cpi,11.051724137931034,4.404826560416244,3.8521787446430187
r_ctree,11.10344827586207,4.03941637629964,3.8521787446430187
r_cforest,11.362068965517242,3.148334402900229,3.8521787446430187
