method,avg_rank,std_rank,cd
cat,4.5,3.391164991562634,5.766886971664383
rfe,4.875,4.270172713134681,5.766886971664383
rf,6.375,2.666341125962693,5.766886971664383
et,6.625,2.8476964374736293,5.766886971664383
pi,7.625,3.6550478793033614,5.766886971664383
cif,7.6875,2.3377005261581303,5.766886971664383
boruta,7.75,4.175823272122517,5.766886971664383
lgbm,7.9375,3.9916905879589413,5.766886971664383
ptest_rdc,7.96875,4.251722996327489,5.766886971664383
ptest_dc,8.15625,4.256314243274338,5.766886971664383
ptest_pc,8.25,4.322904116447646,5.766886971664383
cpi,9.625,5.048205126577168,5.766886971664383
cit,10.3125,4.4960920531056745,5.766886971664383
xgb,10.5625,4.372767287427951,5.766886971664383
r_ctree,13.75,3.307189138830738,5.766886971664383
r_cforest,14.0,2.345207879911715,5.766886971664383
