method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.9914285714285714,,,0.991 [insufficient data],0.9912297258297258,,,0.991 [insufficient data],0.9914000000000001,,,0.991 [insufficient data]
cat,0.9914285714285714,,,0.991 [insufficient data],0.9912297258297258,,,0.991 [insufficient data],0.9914000000000001,,,0.991 [insufficient data]
cif,0.9914285714285714,,,0.991 [insufficient data],0.9912297258297258,,,0.991 [insufficient data],0.9914000000000001,,,0.991 [insufficient data]
cit,0.9914285714285714,,,0.991 [insufficient data],0.9912297258297258,,,0.991 [insufficient data],0.9914000000000001,,,0.991 [insufficient data]
cpi,0.9914285714285714,,,0.991 [insufficient data],0.9912297258297258,,,0.991 [insufficient data],0.9914000000000001,,,0.991 [insufficient data]
et,0.9914285714285714,,,0.991 [insufficient data],0.9912297258297258,,,0.991 [insufficient data],0.9914000000000001,,,0.991 [insufficient data]
lgbm,0.9914285714285714,,,0.991 [insufficient data],0.9912297258297258,,,0.991 [insufficient data],0.9914000000000001,,,0.991 [insufficient data]
pi,0.9914285714285714,,,0.991 [insufficient data],0.9912297258297258,,,0.991 [insufficient data],0.9914000000000001,,,0.991 [insufficient data]
ptest_mc,0.9914285714285714,,,0.991 [insufficient data],0.9912297258297258,,,0.991 [insufficient data],0.9914000000000001,,,0.991 [insufficient data]
ptest_rdc,0.9914285714285714,,,0.991 [insufficient data],0.9912297258297258,,,0.991 [insufficient data],0.9914000000000001,,,0.991 [insufficient data]
r_cforest,0.8576190476190476,,,0.858 [insufficient data],0.8547518458665517,,,0.855 [insufficient data],0.85765,,,0.858 [insufficient data]
r_ctree,0.9914285714285714,,,0.991 [insufficient data],0.9912297258297258,,,0.991 [insufficient data],0.9914000000000001,,,0.991 [insufficient data]
rf,0.9914285714285714,,,0.991 [insufficient data],0.9912297258297258,,,0.991 [insufficient data],0.9914000000000001,,,0.991 [insufficient data]
rfe,0.9914285714285714,,,0.991 [insufficient data],0.9912297258297258,,,0.991 [insufficient data],0.9914000000000001,,,0.991 [insufficient data]
xgb,0.9914285714285714,,,0.991 [insufficient data],0.9912297258297258,,,0.991 [insufficient data],0.9914,,,0.991 [insufficient data]
