method,avg_rank,std_rank,cd
et,5.133333333333334,3.2013885876114583,5.956015253524448
cat,5.4,3.282275633357646,5.956015253524448
rfe,5.8,3.1664912232101114,5.956015253524448
boruta,6.2,4.036500134192161,5.956015253524448
rf,6.2,3.229034943549956,5.956015253524448
pi,7.333333333333333,3.1126980079810007,5.956015253524448
cif,7.466666666666667,4.096611065529925,5.956015253524448
ptest_pc,7.5,4.0783983784487425,5.956015253524448
ptest_rdc,8.4,4.363484845854287,5.956015253524448
lgbm,8.666666666666666,4.6998817952038845,5.956015253524448
ptest_dc,8.766666666666667,4.377467558100485,5.956015253524448
cit,10.0,3.847076812334269,5.956015253524448
cpi,10.666666666666666,4.141926551202418,5.956015253524448
xgb,11.866666666666667,2.8720878971384027,5.956015253524448
r_cforest,13.0,3.794733192202055,5.956015253524448
r_ctree,13.6,4.160128203152718,5.956015253524448
