method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.7937408227771947,0.7308034865161005,0.8524062994462824,"0.794 [0.731, 0.852]",0.7811265615626237,0.719158281785676,0.8385882385636454,"0.781 [0.719, 0.839]",0.7846234715668997,0.7251017058735331,0.8410435918140853,"0.785 [0.725, 0.841]"
cat,0.8199046125404037,0.7690366489114446,0.8681378724221135,"0.820 [0.769, 0.868]",0.8077131928143341,0.7576612324134172,0.8556457514824619,"0.808 [0.758, 0.856]",0.8108046227340436,0.7632708277012112,0.8567354163166164,"0.811 [0.763, 0.857]"
cif,0.7963648883465566,0.742060835338716,0.8491060364392313,"0.796 [0.742, 0.849]",0.7792653074148557,0.7266826077051225,0.832613341012481,"0.779 [0.727, 0.833]",0.7833079655015354,0.7320088888367642,0.8344219720704078,"0.783 [0.732, 0.834]"
cit,0.7481006860154067,0.6948277599217205,0.8008323367102342,"0.748 [0.695, 0.801]",0.7220400614558681,0.6698711646824327,0.7770684433668797,"0.722 [0.670, 0.777]",0.728092665075166,0.6777024912572539,0.7809339276778439,"0.728 [0.678, 0.781]"
cpi,0.6782230620784064,0.6073746095163723,0.7541427760192665,"0.678 [0.607, 0.754]",0.6667455637856481,0.5929124523498,0.7445091482160517,"0.667 [0.593, 0.745]",0.6738365865458814,0.6013543033877584,0.7479705878870947,"0.674 [0.601, 0.748]"
et,0.8128682047197706,0.7597993242487073,0.865976481577394,"0.813 [0.760, 0.866]",0.8023719275608494,0.7528795906893158,0.852650953653991,"0.802 [0.753, 0.853]",0.8050140288531676,0.756937493186345,0.8544155544364055,"0.805 [0.757, 0.854]"
lgbm,0.8217471643686356,0.7708041804684366,0.869345325467738,"0.822 [0.771, 0.869]",0.8099011955681219,0.7594478634133375,0.8567595869873079,"0.810 [0.759, 0.857]",0.8107297993005487,0.76210781561654,0.8558249655114116,"0.811 [0.762, 0.856]"
pi,0.7406395790497126,0.6814226110044201,0.7967484654506504,"0.741 [0.681, 0.797]",0.7313302028450783,0.6728063418629404,0.7879982301703515,"0.731 [0.673, 0.788]",0.7367115091923271,0.6791269923228975,0.7909878291807811,"0.737 [0.679, 0.791]"
ptest_mc,0.7780671407941684,0.7226537693279302,0.8340761439217587,"0.778 [0.723, 0.834]",0.7673601157036903,0.7152483817612666,0.8208534739249644,"0.767 [0.715, 0.821]",0.7697949920187461,0.7201635936866719,0.8216703104068229,"0.770 [0.720, 0.822]"
ptest_rdc,0.7479626225257495,0.6854395437137175,0.8116756570758363,"0.748 [0.685, 0.812]",0.735552629048036,0.6745419659037367,0.7976793647459681,"0.736 [0.675, 0.798]",0.7407554575308314,0.6828974325421326,0.8016772330834425,"0.741 [0.683, 0.802]"
r_cforest,0.6912284000077425,0.6365422904006917,0.7524343613648583,"0.691 [0.637, 0.752]",0.6779257811181685,0.6210952039325925,0.7388027486163892,"0.678 [0.621, 0.739]",0.683466316539559,0.6284101886024297,0.7422550085461502,"0.683 [0.628, 0.742]"
r_ctree,0.6844029690954405,0.6272387793965479,0.7478393876468328,"0.684 [0.627, 0.748]",0.6746979353248185,0.6175397020418597,0.7372878508685264,"0.675 [0.618, 0.737]",0.678681703746793,0.6236649101523409,0.7398039191460003,"0.679 [0.624, 0.740]"
rf,0.8201404533993464,0.7681147588196169,0.8717272055125307,"0.820 [0.768, 0.872]",0.8097582225732697,0.7594593212213188,0.8581277043671058,"0.810 [0.759, 0.858]",0.8122484637056645,0.7633656910141746,0.8600500062405044,"0.812 [0.763, 0.860]"
rfe,0.8164557215483681,0.7657280816616058,0.8640850198369917,"0.816 [0.766, 0.864]",0.8024373171378144,0.7550034690039804,0.8478808885095801,"0.802 [0.755, 0.848]",0.8041497823008474,0.7568375101351247,0.8490588640872696,"0.804 [0.757, 0.849]"
xgb,0.8117512356373896,0.7610193735455932,0.8604156619495991,"0.812 [0.761, 0.860]",0.7966842692983466,0.7466994460823883,0.8451528612281776,"0.797 [0.747, 0.845]",0.798190504569048,0.7495735531498766,0.8449659334308554,"0.798 [0.750, 0.845]"
