method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.09574731756948385,-0.5202967300864012,0.49318741275731753,"0.096 [-0.520, 0.493]",1184105.93670737,12505.392604116201,3320930.500398904,"1184105.937 [12505.393, 3320930.500]",245.7987251188921,38.44732408056616,565.2630515863843,"245.799 [38.447, 565.263]"
cat,0.48521616367478604,0.2536526485900395,0.6850180344303183,"0.485 [0.254, 0.685]",1044859.8701077229,8325.305697227283,3024859.3574098498,"1044859.870 [8325.306, 3024859.357]",193.6055359920617,29.491098450500576,469.2907335440686,"193.606 [29.491, 469.291]"
cif,0.30578554916852996,-0.13711710604856484,0.6260041362601481,"0.306 [-0.137, 0.626]",1052456.2690153457,8682.838454497574,3025989.1347186766,"1052456.269 [8682.838, 3025989.135]",198.82279795503666,30.94953603549597,471.6845207616481,"198.823 [30.950, 471.685]"
cit,0.13382384564673716,-0.5511902915244777,0.6106619454890387,"0.134 [-0.551, 0.611]",1237608.6122136028,8363.897822693809,3590633.9595285794,"1237608.612 [8363.898, 3590633.960]",213.4638587604118,30.330991086031823,521.6555234195571,"213.464 [30.331, 521.656]"
cpi,-0.2164971762628113,-1.6615766542700363,0.6164349704317716,"-0.216 [-1.662, 0.616]",1823995.575725796,9464.43313749326,5338803.731759057,"1823995.576 [9464.433, 5338803.732]",267.2468586989828,33.77131836090711,669.3493308075292,"267.247 [33.771, 669.349]"
et,0.447072248540471,0.17089149778767823,0.6726002905555918,"0.447 [0.171, 0.673]",1072185.0677263376,8279.949206166617,3083190.8846485633,"1072185.068 [8279.949, 3083190.885]",200.50822761436314,28.558400922487696,482.8508162654016,"200.508 [28.558, 482.851]"
lgbm,0.23582012082383225,-0.406312196974631,0.6547132837688711,"0.236 [-0.406, 0.655]",1192706.997221932,9073.685773672556,3452565.1279201657,"1192706.997 [9073.686, 3452565.128]",209.9908788520078,30.205374068286613,511.68308540481485,"209.991 [30.205, 511.683]"
pi,0.10859753595005217,-0.7691999851579404,0.6618465247738748,"0.109 [-0.769, 0.662]",1104542.307458196,8977.50728111548,3200207.415891044,"1104542.307 [8977.507, 3200207.416]",200.1052504326574,30.73851475067995,487.2093823934935,"200.105 [30.739, 487.209]"
ptest_dc,0.09290053311534091,-0.6967818834793025,0.622450399517186,"0.093 [-0.697, 0.622]",1114438.9395763874,8561.070232628095,3205420.9040449765,"1114438.940 [8561.070, 3205420.904]",201.39531096924446,28.910853852899972,480.0738678576055,"201.395 [28.911, 480.074]"
ptest_pc,0.22258770159375058,-0.33037320149240257,0.624736830437461,"0.223 [-0.330, 0.625]",1097173.270769049,7909.54873972913,3157571.0818489376,"1097173.271 [7909.549, 3157571.082]",201.91603472937413,27.986398214528137,483.6719427092444,"201.916 [27.986, 483.672]"
ptest_rdc,-0.08408693467067352,-1.0453273548088442,0.6246476536960959,"-0.084 [-1.045, 0.625]",1021338.4532811976,7862.755232037415,2932043.2805729164,"1021338.453 [7862.755, 2932043.281]",198.09881919269543,28.660875470911343,470.5165108733231,"198.099 [28.661, 470.517]"
r_cforest,-0.5242058958917691,-1.9638914526299291,0.3120701584620278,"-0.524 [-1.964, 0.312]",1427581.867520736,16412.125226113963,3860216.2933796924,"1427581.868 [16412.125, 3860216.293]",294.1733964832235,50.78559676186035,629.3067167789793,"294.173 [50.786, 629.307]"
r_ctree,-0.07780607252492419,-0.546065148408258,0.2652013692260975,"-0.078 [-0.546, 0.265]",1335984.401932577,15355.593884695105,3640870.3214026834,"1335984.402 [15355.594, 3640870.321]",303.6574084893972,46.710462274718786,670.2680567446398,"303.657 [46.710, 670.268]"
rf,0.34742863193127416,-0.11330272673433474,0.6712391601523983,"0.347 [-0.113, 0.671]",1018621.8311702438,9004.914426726704,2942120.3568263478,"1018621.831 [9004.914, 2942120.357]",193.2849526196929,30.479728727485796,468.0723735242117,"193.285 [30.480, 468.072]"
rfe,0.5206313929374401,0.3111287563568069,0.700164128952446,"0.521 [0.311, 0.700]",1033078.657239023,9062.673935759316,2957964.6231347164,"1033078.657 [9062.674, 2957964.623]",203.35735190504698,30.46982278902642,480.30225843777964,"203.357 [30.470, 480.302]"
xgb,0.3013602619752192,0.0556612029557769,0.4922217492145221,"0.301 [0.056, 0.492]",1986578.0219669335,11959.625911397536,5692474.6968674185,"1986578.022 [11959.626, 5692474.697]",303.7486239295695,38.43705309081378,738.7574629614239,"303.749 [38.437, 738.757]"
