method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.45329181146363823,0.284330623533121,0.6103490847214121,"0.453 [0.284, 0.610]",1418784.9820443508,5489.176016117797,4058180.8679959592,"1418784.982 [5489.176, 4058180.868]",272.66760690536586,28.161915389194615,671.6595647050606,"272.668 [28.162, 671.660]"
cat,0.5571518565746882,0.3251203625249112,0.7537056725143406,"0.557 [0.325, 0.754]",1365915.044526611,2447.848370123162,4007352.2677098233,"1365915.045 [2447.848, 4007352.268]",228.6489709069135,20.652522497998323,598.2480380584087,"228.649 [20.653, 598.248]"
cif,0.517429065368452,0.27162817734853345,0.7132811393428088,"0.517 [0.272, 0.713]",1377998.68134458,3246.1647300228487,4038602.442616444,"1377998.681 [3246.165, 4038602.443]",230.88216932611155,23.641701818872214,600.1195731189542,"230.882 [23.642, 600.120]"
cit,0.36437679427414954,-0.1605565604948158,0.7100452182065742,"0.364 [-0.161, 0.710]",1288521.5607055486,3488.19094674561,3773115.925827689,"1288521.561 [3488.191, 3773115.926]",228.21515441394212,23.123642912090865,590.089236404946,"228.215 [23.124, 590.089]"
cpi,0.4327746024364461,0.1323726644527014,0.67999696362719,"0.433 [0.132, 0.680]",2243153.6330407714,2975.298759304818,6622449.860554205,"2243153.633 [2975.299, 6622449.861]",301.6287074369802,23.758124032228473,800.1047097085313,"301.629 [23.758, 800.105]"
et,0.5780793387538821,0.3790219497097034,0.7524785979093752,"0.578 [0.379, 0.752]",1262575.4655145032,2559.0262551213664,3693885.2431955533,"1262575.466 [2559.026, 3693885.243]",218.94299597588352,20.467604086965103,571.8409796661651,"218.943 [20.468, 571.841]"
lgbm,0.08212786862885202,-0.8009819816323105,0.7145260693111773,"0.082 [-0.801, 0.715]",1497418.7228279726,2589.22933804973,4396511.562229696,"1497418.723 [2589.229, 4396511.562]",235.48815817199772,21.414116260270127,617.6942336447495,"235.488 [21.414, 617.694]"
pi,0.5674668600212784,0.3571335420850988,0.7463904255394876,"0.567 [0.357, 0.746]",1373043.0436097903,2475.67238174357,4029669.5048995246,"1373043.044 [2475.672, 4029669.505]",228.5726307408071,21.253480816035104,597.0826724602026,"228.573 [21.253, 597.083]"
ptest_dc,0.48892432598059266,0.1722082304900997,0.7332852606899388,"0.489 [0.172, 0.733]",1413480.4681641515,2932.717485064112,4139999.6934973593,"1413480.468 [2932.717, 4139999.693]",233.50113857170163,22.045433464090713,605.3013697490976,"233.501 [22.045, 605.301]"
ptest_pc,0.4628617074795308,0.09629280525070567,0.7350651949706859,"0.463 [0.096, 0.735]",1375487.5707311882,2911.654675119491,4027051.489044065,"1375487.571 [2911.655, 4027051.489]",230.5782367696085,21.269671058875932,598.6120960913634,"230.578 [21.270, 598.612]"
ptest_rdc,0.5152091293900825,0.2595716873925318,0.7251470090178818,"0.515 [0.260, 0.725]",1403507.8571957266,3063.2077465534016,4113034.630934193,"1403507.857 [3063.208, 4113034.631]",234.20112617006646,21.973968422966244,609.207618855319,"234.201 [21.974, 609.208]"
r_cforest,0.2085035150686408,-0.10378868794309168,0.44421329220509576,"0.209 [-0.104, 0.444]",1643421.214366187,9116.138507816828,4547358.571634004,"1643421.214 [9116.139, 4547358.572]",318.4558190764419,43.52174844224206,738.7341963376375,"318.456 [43.522, 738.734]"
r_ctree,0.18670181610711012,-0.009740131502553317,0.39077635893458285,"0.187 [-0.010, 0.391]",1573524.67446162,10006.135579075077,4275956.49493623,"1573524.674 [10006.136, 4275956.495]",333.0001441290457,37.90664587533101,753.0951279874637,"333.000 [37.907, 753.095]"
rf,0.5891827460985672,0.4045202993421774,0.7515282122452378,"0.589 [0.405, 0.752]",1362160.5973237162,2535.974672911605,3997557.978038392,"1362160.597 [2535.975, 3997557.978]",228.461591846367,20.418055517493112,598.5334088270414,"228.462 [20.418, 598.533]"
rfe,0.5768904264318047,0.36059463398220526,0.7611529404851687,"0.577 [0.361, 0.761]",1368632.602033741,2482.909951005494,3998656.945558934,"1368632.602 [2482.910, 3998656.946]",234.22714935107035,19.485239300949264,609.2150736696616,"234.227 [19.485, 609.215]"
xgb,0.38210769852235804,0.12389981574774082,0.584774107939483,"0.382 [0.124, 0.585]",1911503.2354568965,5466.058013022064,5522762.368293817,"1911503.235 [5466.058, 5522762.368]",295.713322739157,30.777499384052977,745.017935333755,"295.713 [30.777, 745.018]"
