method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.54,,,0.540 [insufficient data],0.5204897546897547,,,0.520 [insufficient data],0.5419999999999999,,,0.542 [insufficient data]
cat,0.54,,,0.540 [insufficient data],0.5204897546897547,,,0.520 [insufficient data],0.5419999999999999,,,0.542 [insufficient data]
cif,0.54,,,0.540 [insufficient data],0.5204897546897547,,,0.520 [insufficient data],0.5419999999999999,,,0.542 [insufficient data]
cit,0.54,,,0.540 [insufficient data],0.5204897546897547,,,0.520 [insufficient data],0.5419999999999999,,,0.542 [insufficient data]
cpi,0.54,,,0.540 [insufficient data],0.5204897546897547,,,0.520 [insufficient data],0.5419999999999999,,,0.542 [insufficient data]
et,0.54,,,0.540 [insufficient data],0.5204897546897547,,,0.520 [insufficient data],0.5419999999999999,,,0.542 [insufficient data]
lgbm,0.54,,,0.540 [insufficient data],0.5204897546897547,,,0.520 [insufficient data],0.5419999999999999,,,0.542 [insufficient data]
pi,0.54,,,0.540 [insufficient data],0.5204897546897547,,,0.520 [insufficient data],0.5419999999999999,,,0.542 [insufficient data]
ptest_mc,0.54,,,0.540 [insufficient data],0.5204897546897547,,,0.520 [insufficient data],0.5419999999999999,,,0.542 [insufficient data]
ptest_rdc,0.54,,,0.540 [insufficient data],0.5204897546897547,,,0.520 [insufficient data],0.5419999999999999,,,0.542 [insufficient data]
r_cforest,0.5507692307692307,,,0.551 [insufficient data],0.5288298701298701,,,0.529 [insufficient data],0.5555,,,0.555 [insufficient data]
r_ctree,0.54,,,0.540 [insufficient data],0.5204897546897547,,,0.520 [insufficient data],0.5419999999999999,,,0.542 [insufficient data]
rf,0.54,,,0.540 [insufficient data],0.5204897546897547,,,0.520 [insufficient data],0.5419999999999999,,,0.542 [insufficient data]
rfe,0.54,,,0.540 [insufficient data],0.5204897546897547,,,0.520 [insufficient data],0.5419999999999999,,,0.542 [insufficient data]
xgb,0.54,,,0.540 [insufficient data],0.5204897546897547,,,0.520 [insufficient data],0.542,,,0.542 [insufficient data]
